feature,padj,fold,model
TSPAN6,0.9998951898820592,1,LR_C=0.001
CYP51A1,0.9998951898820592,1,LR_C=0.001
ANKIB1,0.9998951898820592,1,LR_C=0.001
CFTR,0.9998951898820592,1,LR_C=0.001
SEMA3F,0.9998951898820592,1,LR_C=0.001
ENPP4,0.9998951898820592,1,LR_C=0.001
LAS1L,0.9998951898820592,1,LR_C=0.001
NIPAL3,0.9998951898820592,1,LR_C=0.001
STPG1,0.9998951898820592,1,LR_C=0.001
NFYA,0.9998951898820592,1,LR_C=0.001
GCLC,0.9998951898820592,1,LR_C=0.001
FUCA2,0.9998951898820592,1,LR_C=0.001
CFH,0.9998951898820592,1,LR_C=0.001
FGR,0.9998951898820592,1,LR_C=0.001
C1orf112,0.9998951898820592,1,LR_C=0.001
SCYL3,0.9998951898820592,1,LR_C=0.001
DPM1,0.9998951898820592,1,LR_C=0.001
TNMD,0.9998951898820592,1,LR_C=0.001
KRIT1,0.9998951898820592,1,LR_C=0.001
RAD52,0.9998951898820592,1,LR_C=0.001
CABP2,0.004953978164657469,2,LR_C=0.001
REXO1L3P,0.005502022433787022,2,LR_C=0.001
EFHC2,0.018117009506931382,2,LR_C=0.001
DCDC2C,0.018117009506931382,2,LR_C=0.001
AC006538.1,0.028233978739854403,2,LR_C=0.001
REC114,0.04441359359673939,2,LR_C=0.001
RNY4,0.04441359359673939,2,LR_C=0.001
RN7SL665P,0.04441359359673939,2,LR_C=0.001
SPART-AS1,0.058204451131717135,2,LR_C=0.001
CSF2,0.058204451131717135,2,LR_C=0.001
INAFM2,0.058204451131717135,2,LR_C=0.001
CU633904.1,0.0651210464977755,2,LR_C=0.001
RN7SL499P,0.06950100501599517,2,LR_C=0.001
AC112504.1,0.08037723722522737,2,LR_C=0.001
AC025198.1,0.09902553412890835,2,LR_C=0.001
CBR3-AS1,0.10791175878208961,2,LR_C=0.001
CLDN34,0.11629212255035036,2,LR_C=0.001
AC073548.1,0.11629212255035036,2,LR_C=0.001
DEFB115,0.11855022804480668,2,LR_C=0.001
GFRA3,0.12221609593539541,2,LR_C=0.001
FAXC,0.00539658557097864,3,LR_C=0.001
NBPF22P,0.00539658557097864,3,LR_C=0.001
FAM180B,0.006977115943327905,3,LR_C=0.001
ZNF114,0.008628444165318558,3,LR_C=0.001
STOML3,0.009588025657421891,3,LR_C=0.001
NTRK3,0.009588025657421891,3,LR_C=0.001
IRX5,0.009588025657421891,3,LR_C=0.001
AC116351.1,0.009588025657421891,3,LR_C=0.001
DMRTC1B,0.009588025657421891,3,LR_C=0.001
AL138889.1,0.013242753283149567,3,LR_C=0.001
COL9A2,0.013242753283149567,3,LR_C=0.001
PRKCG,0.013242753283149567,3,LR_C=0.001
DMRTC1,0.013242753283149567,3,LR_C=0.001
AL353726.2,0.014031241625901001,3,LR_C=0.001
FAM74A6,0.014031241625901001,3,LR_C=0.001
TOGARAM2,0.014031241625901001,3,LR_C=0.001
TTC39A,0.014031241625901001,3,LR_C=0.001
JPH3,0.014031241625901001,3,LR_C=0.001
OR6J1,0.014031241625901001,3,LR_C=0.001
CCDC26,0.014031241625901001,3,LR_C=0.001
MROH7,0.014031241625901001,3,LR_C=0.001
SLITRK2,0.014814121014561995,3,LR_C=0.001
PRSS40A,0.016181458476970046,3,LR_C=0.001
OR2A1-AS1,0.016622533951540976,3,LR_C=0.001
CENPI,0.016886481665560466,3,LR_C=0.001
SLC6A2,0.016886481665560466,3,LR_C=0.001
AC114324.1,0.016886481665560466,3,LR_C=0.001
SYNPO2L,0.017539660233741785,3,LR_C=0.001
DPYSL5,0.017539660233741785,3,LR_C=0.001
TNR,0.017539660233741785,3,LR_C=0.001
FBXO40,0.017539660233741785,3,LR_C=0.001
CRX,0.017539660233741785,3,LR_C=0.001
KCNIP3,0.017539660233741785,3,LR_C=0.001
HNRNPA1P51,0.017539660233741785,3,LR_C=0.001
ABHD1,0.017539660233741785,3,LR_C=0.001
OLMALINC,0.017539660233741785,3,LR_C=0.001
TEX45,0.017539660233741785,3,LR_C=0.001
EPHA10,0.017539660233741785,3,LR_C=0.001
FAM90A5P,0.017539660233741785,3,LR_C=0.001
XPOTP1,0.017820278998938118,3,LR_C=0.001
DMP1,0.017820278998938118,3,LR_C=0.001
CALB1,0.017820278998938118,3,LR_C=0.001
LINC00514,0.017820278998938118,3,LR_C=0.001
KCNH6,0.01801260044015546,3,LR_C=0.001
EREG,0.01801260044015546,3,LR_C=0.001
P2RX5-TAX1BP3,0.018045521443828354,3,LR_C=0.001
LOXHD1,0.018045521443828354,3,LR_C=0.001
TBR1,0.018377605251327082,3,LR_C=0.001
NPHS2,0.018377605251327082,3,LR_C=0.001
DBET,0.018377605251327082,3,LR_C=0.001
TMEM185B,0.018377605251327082,3,LR_C=0.001
AL021877.2,0.018377605251327082,3,LR_C=0.001
USP17L23,0.02018875081594464,3,LR_C=0.001
KCNJ3,0.020220637989254612,3,LR_C=0.001
FAM90A12P,0.020220637989254612,3,LR_C=0.001
CRB2,0.020220637989254612,3,LR_C=0.001
ABRA,0.020220637989254612,3,LR_C=0.001
SSX1,0.02129364622282527,3,LR_C=0.001
KRT16,0.02143695949022278,3,LR_C=0.001
MRGPRX3,0.02143695949022278,3,LR_C=0.001
AL117328.2,0.02143695949022278,3,LR_C=0.001
NECAB1,0.022054012254959288,3,LR_C=0.001
VAX1,0.0237874108657593,3,LR_C=0.001
SPIC,0.02424332761941429,3,LR_C=0.001
PROCA1,0.02441665838599665,3,LR_C=0.001
ACOXL,0.02657295685158734,3,LR_C=0.001
LINC01583,0.02657295685158734,3,LR_C=0.001
CSPG5,0.02657295685158734,3,LR_C=0.001
CLVS2,0.027101469995209144,3,LR_C=0.001
USP17L16P,0.02731927630195309,3,LR_C=0.001
CCDC42,0.02731927630195309,3,LR_C=0.001
TNIP3,0.02731927630195309,3,LR_C=0.001
TH,0.02731927630195309,3,LR_C=0.001
LINC01249,0.027800706849345134,3,LR_C=0.001
PFN2,0.02825034652616595,3,LR_C=0.001
MIAT,0.028346997548205573,3,LR_C=0.001
SLC24A4,0.028346997548205573,3,LR_C=0.001
TRPC6,0.029307562846594484,3,LR_C=0.001
NWD1,0.029307562846594484,3,LR_C=0.001
AMHR2,0.029783702544144964,3,LR_C=0.001
DTD1,0.029783702544144964,3,LR_C=0.001
MEGF11,0.029783702544144964,3,LR_C=0.001
KLK3,0.029783702544144964,3,LR_C=0.001
SLITRK5,0.029783702544144964,3,LR_C=0.001
DGKK,0.030162317323427647,3,LR_C=0.001
PLA2G2F,0.030622024944046224,3,LR_C=0.001
SEPT14P19,0.030622024944046224,3,LR_C=0.001
FAM174B,0.03177519788341467,3,LR_C=0.001
OR14J1,0.03294870949825732,3,LR_C=0.001
AC092068.2,0.03294870949825732,3,LR_C=0.001
KEL,0.03379866942573288,3,LR_C=0.001
PSCA,0.03379866942573288,3,LR_C=0.001
RPL34-AS1,0.034316864477139795,3,LR_C=0.001
IGHD,0.034316864477139795,3,LR_C=0.001
JAKMIP2,0.034316864477139795,3,LR_C=0.001
ZNF702P,0.034316864477139795,3,LR_C=0.001
GRM1,0.0343887040614536,3,LR_C=0.001
LRRC55,0.0343887040614536,3,LR_C=0.001
TMEM179,0.0343887040614536,3,LR_C=0.001
NPAP1,0.0343887040614536,3,LR_C=0.001
CALY,0.0343887040614536,3,LR_C=0.001
C2orf92,0.035178165454674844,3,LR_C=0.001
GABBR1,0.035178165454674844,3,LR_C=0.001
CD40LG,0.035178165454674844,3,LR_C=0.001
AC008555.2,0.035178165454674844,3,LR_C=0.001
TRAIP,0.035178165454674844,3,LR_C=0.001
