feature,padj,fold,model
CU634019.1,0.017116461909329275,1,RF_max_depth=2_min_samples_leaf=5
CU633906.1,0.017116461909329275,1,RF_max_depth=2_min_samples_leaf=5
OR9K1P,0.017116461909329275,1,RF_max_depth=2_min_samples_leaf=5
DEFB4A,0.017116461909329275,1,RF_max_depth=2_min_samples_leaf=5
AC244033.2,0.02533786344275005,1,RF_max_depth=2_min_samples_leaf=5
DLX6-AS1,0.02533786344275005,1,RF_max_depth=2_min_samples_leaf=5
FGF8,0.03221719137924229,1,RF_max_depth=2_min_samples_leaf=5
TAS1R2,0.03221719137924229,1,RF_max_depth=2_min_samples_leaf=5
CU633904.1,0.046833270499802876,1,RF_max_depth=2_min_samples_leaf=5
MATN4,0.046833270499802876,1,RF_max_depth=2_min_samples_leaf=5
AC135731.1,0.04754666858029883,1,RF_max_depth=2_min_samples_leaf=5
CATSPER4,0.04754666858029883,1,RF_max_depth=2_min_samples_leaf=5
RHBDL1,0.04754666858029883,1,RF_max_depth=2_min_samples_leaf=5
TNNC1,0.04754666858029883,1,RF_max_depth=2_min_samples_leaf=5
IGDCC3,0.0541169216472338,1,RF_max_depth=2_min_samples_leaf=5
SYNGR4,0.0541169216472338,1,RF_max_depth=2_min_samples_leaf=5
C2orf27AP3,0.0541169216472338,1,RF_max_depth=2_min_samples_leaf=5
KRTDAP,0.05546310892308789,1,RF_max_depth=2_min_samples_leaf=5
NTNG1,0.0574366871485287,1,RF_max_depth=2_min_samples_leaf=5
PCDHA12,0.0574366871485287,1,RF_max_depth=2_min_samples_leaf=5
ZMYND12,0.061859068647610656,1,RF_max_depth=2_min_samples_leaf=5
AC073548.1,0.061859068647610656,1,RF_max_depth=2_min_samples_leaf=5
HOXC9,0.061859068647610656,1,RF_max_depth=2_min_samples_leaf=5
DEFB106B,0.061859068647610656,1,RF_max_depth=2_min_samples_leaf=5
DEFB106A,0.061859068647610656,1,RF_max_depth=2_min_samples_leaf=5
C2orf92,0.061859068647610656,1,RF_max_depth=2_min_samples_leaf=5
SPANXD,0.0644254157868653,1,RF_max_depth=2_min_samples_leaf=5
AHSP,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
AL138820.1,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
C17orf78,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
KDM4E,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
AC020908.3,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
AC004899.1,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
DEFB4B,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
CHRM5,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
VSTM1,0.06539536595760614,1,RF_max_depth=2_min_samples_leaf=5
AC127070.4,0.06915097907129315,1,RF_max_depth=2_min_samples_leaf=5
AC104791.2,0.07081494961230488,1,RF_max_depth=2_min_samples_leaf=5
OR10A3,0.07494553051293316,1,RF_max_depth=2_min_samples_leaf=5
OR56A1,0.07556550577239639,1,RF_max_depth=2_min_samples_leaf=5
HK2P1,0.07780899491762752,1,RF_max_depth=2_min_samples_leaf=5
NYX,0.08102137377894705,1,RF_max_depth=2_min_samples_leaf=5
GHSR,0.0852709310144169,1,RF_max_depth=2_min_samples_leaf=5
PRSS55,0.0917772359729429,1,RF_max_depth=2_min_samples_leaf=5
LRRC53,0.09298822542748207,1,RF_max_depth=2_min_samples_leaf=5
KLHL41,0.09541568841696822,1,RF_max_depth=2_min_samples_leaf=5
REXO1L3P,0.09541568841696822,1,RF_max_depth=2_min_samples_leaf=5
FAM47A,0.09541568841696822,1,RF_max_depth=2_min_samples_leaf=5
CABP2,0.09541568841696822,1,RF_max_depth=2_min_samples_leaf=5
AC130366.1,0.09541568841696822,1,RF_max_depth=2_min_samples_leaf=5
LACC1,0.09589285863915088,1,RF_max_depth=2_min_samples_leaf=5
RNASE8,0.09666410140994405,1,RF_max_depth=2_min_samples_leaf=5
AC120114.4,0.09666410140994405,1,RF_max_depth=2_min_samples_leaf=5
RNASE10,0.09666410140994405,1,RF_max_depth=2_min_samples_leaf=5
IGKV1D-43,0.09862004229024907,1,RF_max_depth=2_min_samples_leaf=5
GJA10,0.09862004229024907,1,RF_max_depth=2_min_samples_leaf=5
GPR149,0.09862004229024907,1,RF_max_depth=2_min_samples_leaf=5
AL590652.1,0.09862004229024907,1,RF_max_depth=2_min_samples_leaf=5
C22orf42,0.09862004229024907,1,RF_max_depth=2_min_samples_leaf=5
SYT5,0.00012500404314902562,2,RF_max_depth=2_min_samples_leaf=5
TGFBR3L,0.006534296028399055,2,RF_max_depth=2_min_samples_leaf=5
FAM74A6,0.006534296028399055,2,RF_max_depth=2_min_samples_leaf=5
FAM74A4,0.006534296028399055,2,RF_max_depth=2_min_samples_leaf=5
POU4F1,0.008347776167577772,2,RF_max_depth=2_min_samples_leaf=5
IGKV1OR2-2,0.014018694422710434,2,RF_max_depth=2_min_samples_leaf=5
IGKV1OR2-1,0.017985222653983404,2,RF_max_depth=2_min_samples_leaf=5
CPA1,0.01830383114710189,2,RF_max_depth=2_min_samples_leaf=5
RIMKLA,0.01830383114710189,2,RF_max_depth=2_min_samples_leaf=5
PRMT8,0.01830383114710189,2,RF_max_depth=2_min_samples_leaf=5
OTX1,0.02228090670485917,2,RF_max_depth=2_min_samples_leaf=5
FRMD1,0.026536680966621415,2,RF_max_depth=2_min_samples_leaf=5
MYLK2,0.027048253287468595,2,RF_max_depth=2_min_samples_leaf=5
HAPLN1,0.027048253287468595,2,RF_max_depth=2_min_samples_leaf=5
KCNN1,0.028620736926868683,2,RF_max_depth=2_min_samples_leaf=5
FAM182A,0.028620736926868683,2,RF_max_depth=2_min_samples_leaf=5
MYO5BP1,0.029496112104140604,2,RF_max_depth=2_min_samples_leaf=5
LAYN,0.03139599425631883,2,RF_max_depth=2_min_samples_leaf=5
CDH16,0.03727842860541796,2,RF_max_depth=2_min_samples_leaf=5
