epoch,train_loss,val_loss
1,1.718190689818166,2.1551278368632
2,0.7319854930186043,4.580569931666056
3,0.20319051540697725,4.960646940867107
4,-0.05880440519259761,5.204100195566813
5,-0.22659474858841577,5.273004948298136
6,-0.338961323514914,5.312965052922567
7,-0.436611315503288,5.337448714574178
8,-0.5037369547179713,5.398590319951375
9,-0.55849807321454,5.40630893389384
10,-0.6157542809891624,5.411828254063924
11,-0.6439530615227672,5.4355400307973225
12,-0.6773413313082612,5.441078990300497
13,-0.7050268067338596,5.511612634658814
14,-0.7243521705793496,5.527645762761434
15,-0.7500989945551839,5.424282732009888
