epoch,train_loss,val_loss
1,5.998735109965007,3.626090407371521
2,2.599090321858724,2.1768901348114014
3,1.956161101659139,1.7867416143417358
4,1.754286527633667,1.6640862226486206
5,1.6725476106007895,1.6016968488693237
6,1.6268935521443686,1.5706956386566162
7,1.5983217398325602,1.5474843978881836
8,1.5794761339823404,1.5326203107833862
9,1.5660281976064045,1.5192421674728394
10,1.5552090644836425,1.5127017498016357
11,1.546898110707601,1.505838394165039
12,1.54031449953715,1.4995895624160767
13,1.5353020032246907,1.4935579299926758
14,1.529489533106486,1.4921976327896118
15,1.5256618022918702,1.4900320768356323
16,1.522822380065918,1.4850940704345703
17,1.519883648554484,1.482804536819458
18,1.5189846674601237,1.4834944009780884
19,1.5148538907368978,1.4789029359817505
20,1.5128777662913004,1.4768493175506592
21,1.5121172746022542,1.4767435789108276
22,1.5092880725860596,1.4765164852142334
23,1.5078909397125244,1.4753901958465576
24,1.5060237248738606,1.4739227294921875
25,1.5048065026601156,1.4720145463943481
26,1.5042375564575194,1.4692069292068481
27,1.501876211166382,1.470853328704834
28,1.500863218307495,1.469370722770691
29,1.5006107330322265,1.4702075719833374
30,1.498672119776408,1.4695255756378174
31,1.4964049180348715,1.4685099124908447
32,1.4960534890492758,1.4692933559417725
33,1.4947587966918945,1.468317985534668
34,1.4941508134206136,1.4691466093063354
35,1.4929978847503662,1.4702430963516235
36,1.491356865564982,1.4715330600738525
37,1.4892236868540445,1.4686156511306763
38,1.4886754035949707,1.4694247245788574
39,1.4866373856862387,1.4700829982757568
40,1.48689923286438,1.4795340299606323
41,1.48495454788208,1.4693654775619507
42,1.4832890987396241,1.4710956811904907
43,1.483185084660848,1.478408932685852
44,1.4836784521738688,1.4688522815704346
45,1.4810943762461344,1.4737883806228638
46,1.480763832728068,1.4711546897888184
47,1.479102611541748,1.469521164894104
48,1.480081574122111,1.4736043214797974
49,1.4803086598714192,1.4698572158813477
50,1.4812512715657553,1.4748976230621338
