epoch,train_loss,val_loss
1,3.2927336177335174,2.402925972280831
2,2.102791206353271,1.9164037490713186
3,1.7570529261492365,1.6959755745427363
4,1.567069021100822,1.5395254316001104
5,1.440949395413406,1.4466023478014716
6,1.3425269223486407,1.3706386779916697
7,1.286335634242188,1.3046381144688046
8,1.219987762734271,1.276841098275678
9,1.180180026409996,1.2252474809515066
10,1.1459743388329051,1.1872142409456188
11,1.1174825764563043,1.1849790458021492
12,1.0981747015463774,1.1536796976780068
13,1.0719972123977044,1.1289272735858786
14,1.0588168973151806,1.1184198202758
15,1.0366685172334063,1.106236992827777
16,1.0233668395634254,1.0976987664041848
17,1.0069081559891708,1.0878898336969574
18,0.9988038513563379,1.0758792476407413
19,0.9842206265794516,1.064490425997767
20,0.97771836332004,1.0610944059388392
21,0.97644929459659,1.0471576818104449
22,0.9708109269356398,1.0467473375386205
23,0.9604723862330852,1.0380437464549623
24,0.957085459005265,1.0293210862011746
25,0.9522346943937322,1.0271665867032675
26,0.9451153590336739,1.0232732246662009
27,0.9374977157275248,1.012000224302555
28,0.9340888147575698,1.020810729265213
29,0.9267382912463673,1.009225776072206
30,0.9106560875697436,0.9972033589050687
31,0.9167110059301607,0.9955827834277318
32,0.9156212730936923,0.9993155798007702
33,0.9164923374553979,0.9937268838800233
34,0.8988823680787958,0.9902780995286744
35,0.9047013632094805,0.9925580916733577
36,0.8956580141447656,0.9881512512420786
37,0.8946079716841746,0.9893170870583633
38,0.8983667172411437,0.9900058830606526
