feature,pvalue,fold,model
MRGPRX3,0.012822714105567025,3,LR_C=0.001
NRXN3,0.012826026027539553,3,LR_C=0.001
SEC31B,0.013006829082737098,3,LR_C=0.001
DPF3,0.01350372387725372,3,LR_C=0.001
SLITRK5,0.013511459462387816,3,LR_C=0.001
VGF,0.013533496133544692,3,LR_C=0.001
MT-TS2,0.013642449072814158,3,LR_C=0.001
SNX30,0.013748737350742776,3,LR_C=0.001
IGLC5,0.013845231281275225,3,LR_C=0.001
ANKS1B,0.013884488953910151,3,LR_C=0.001
EFCAB6,0.01389302200613735,3,LR_C=0.001
ABHD1,0.013938061685780906,3,LR_C=0.001
IGHD,0.014032990663833771,3,LR_C=0.001
ADGRB1,0.014041234791300648,3,LR_C=0.001
DUX4L17,0.014067050703222953,3,LR_C=0.001
B3GNT5,0.014077382915897645,3,LR_C=0.001
GAGE2A,0.014086656100062303,3,LR_C=0.001
CRX,0.014145524214089489,3,LR_C=0.001
AC087203.2,0.014169785535225096,3,LR_C=0.001
SLITRK2,0.014195099281894304,3,LR_C=0.001
AC127502.1,0.014479916502240824,3,LR_C=0.001
GAGE12J,0.014771282190371327,3,LR_C=0.001
SLC8A2,0.014785687756206985,3,LR_C=0.001
MUC17,0.014940199979783039,3,LR_C=0.001
ZNF286A,0.015050720803163812,3,LR_C=0.001
PLEKHH3,0.015081275194396393,3,LR_C=0.001
IGKV3-7,0.0007910669690770377,1,LR_C=0.01
AC074141.1,0.001111515132052327,1,LR_C=0.01
CGAS,0.0013794698403512544,1,LR_C=0.01
LACC1,0.001463260247494512,1,LR_C=0.01
IGHV3-48,0.0015155203237870996,1,LR_C=0.01
IGLV6-57,0.0016598026561755015,1,LR_C=0.01
RNA5SP86,0.0018372254226544618,1,LR_C=0.01
PRR11,0.0018823331525291615,1,LR_C=0.01
IGLV8-61,0.001885270258294649,1,LR_C=0.01
AL590609.2,0.0019388425913717004,1,LR_C=0.01
AC025048.4,0.0019943958418097763,1,LR_C=0.01
CLDN11,0.0024874848903345646,1,LR_C=0.01
CGGBP1,0.0025387364310277753,1,LR_C=0.01
AC090615.1,0.0029130789363434125,1,LR_C=0.01
RPL22P7,0.0029547641560357407,1,LR_C=0.01
ZNF667-AS1,0.003145537896943286,1,LR_C=0.01
CLIC2,0.0031607280791642956,1,LR_C=0.01
AC022905.1,0.003812424613970314,1,LR_C=0.01
