epoch,train_loss,val_loss
1,5.568626578648885,3.2147114276885986
2,2.6461781819661456,2.0471502542495728
3,1.9634041468302408,1.728148102760315
4,1.7581806341807047,1.641452431678772
5,1.6801867485046387,1.5901691913604736
6,1.6373532136281332,1.563274621963501
7,1.6074752807617188,1.5462828874588013
8,1.5874346574147542,1.532591462135315
9,1.5733708222707112,1.520795464515686
10,1.5609599431355794,1.513108730316162
11,1.5518807252248128,1.5093694925308228
12,1.5423602263132732,1.502751111984253
13,1.5341548760732016,1.4982411861419678
14,1.5258768399556477,1.4960803985595703
15,1.5187712033589682,1.494897723197937
16,1.5145047346750895,1.5011547803878784
17,1.505711269378662,1.4980337619781494
18,1.4980542500813803,1.4984526634216309
19,1.491914447148641,1.4963669776916504
20,1.4872389952341716,1.501961350440979
21,1.4733325481414794,1.5188106298446655
22,1.4679279645284018,1.5102965831756592
23,1.45778595606486,1.5170624256134033
24,1.4443729559580485,1.5289710760116577
25,1.4289322376251221,1.5528767108917236
26,1.4236150105794272,1.5737102031707764
27,1.4120471795399985,1.5527639389038086
28,1.390305995941162,1.5641230344772339
29,1.369798978169759,1.5954155921936035
30,1.338464577992757,1.6172959804534912
31,1.3092841307322185,1.6396008729934692
32,1.2692502975463866,1.6440845727920532
33,1.244600280125936,1.7204267978668213
34,1.1989827315012613,1.662334680557251
35,1.1683834075927735,1.7399932146072388
36,1.119794750213623,1.6733040809631348
37,1.084149678548177,1.8717308044433594
38,1.0473315874735514,1.8137208223342896
39,1.0124403476715087,1.7742531299591064
40,0.9746411005655925,1.7535429000854492
41,0.9417353947957356,1.8073352575302124
42,0.9275053024291993,1.8739128112792969
43,0.8932977199554444,1.9044133424758911
44,0.8727702776590983,1.9545040130615234
45,0.8604209264119466,1.891783595085144
46,0.8461075782775879,1.964530110359192
47,0.8591175238291423,1.9032353162765503
48,0.8423298041025797,1.9323347806930542
49,0.8375047842661539,1.9655154943466187
50,0.8443604310353597,1.9050666093826294
