gene,padj,fold,model
SMIM26,0.07053880439450257,3,LR_C=0.001
SERPINB2,0.07056571255798465,3,LR_C=0.001
CDX4,0.07056571255798465,3,LR_C=0.001
CSN3,0.07056571255798465,3,LR_C=0.001
XG,0.07056571255798465,3,LR_C=0.001
SCGB1C1,0.07056571255798465,3,LR_C=0.001
AIFM3,0.07073693183437599,3,LR_C=0.001
OR11H7,0.07079274325211031,3,LR_C=0.001
AC005776.2,0.07103635473273204,3,LR_C=0.001
GAL3ST2,0.07135026116712632,3,LR_C=0.001
HIST2H3D,0.07164798145894395,3,LR_C=0.001
MATN4,0.07246556462994681,3,LR_C=0.001
FAM19A1,0.07246556462994681,3,LR_C=0.001
RASL10A,0.07246556462994681,3,LR_C=0.001
SLC51B,0.0734200805325354,3,LR_C=0.001
AF186192.2,0.07343266491908008,3,LR_C=0.001
SFTPB,0.07366930926767208,3,LR_C=0.001
AC092683.1,0.07366930926767208,3,LR_C=0.001
C5orf47,0.07366930926767208,3,LR_C=0.001
RHOF,0.07366930926767208,3,LR_C=0.001
OR5V1,0.07366930926767208,3,LR_C=0.001
RASSF8-AS1,0.07422939467306837,3,LR_C=0.001
SLC35D3,0.07423446015182282,3,LR_C=0.001
AC009065.8,0.07423446015182282,3,LR_C=0.001
AC097518.1,0.07543765043869535,3,LR_C=0.001
AC018554.3,0.0755352581252407,3,LR_C=0.001
VIP,0.0755352581252407,3,LR_C=0.001
KRTAP19-6,0.0755352581252407,3,LR_C=0.001
AC004803.1,0.0755352581252407,3,LR_C=0.001
PRAMEF30P,0.0761383776211825,3,LR_C=0.001
SMIM34B,0.0768930966785187,3,LR_C=0.001
PPP1R42,0.0768930966785187,3,LR_C=0.001
SRMS,0.07741342733586667,3,LR_C=0.001
GDF5,0.07754475284171043,3,LR_C=0.001
AP004245.1,0.07754475284171043,3,LR_C=0.001
GABRA5,0.07851860246413218,3,LR_C=0.001
DHX40P1,0.07861959432011176,3,LR_C=0.001
PCSK6-AS1,0.07935389474305773,3,LR_C=0.001
UBE2U,0.079964082972102,3,LR_C=0.001
AL391421.1,0.079964082972102,3,LR_C=0.001
LINC02211,0.079964082972102,3,LR_C=0.001
ELF3-AS1,0.08034319307227783,3,LR_C=0.001
KRTAP3-1,0.08034319307227783,3,LR_C=0.001
MGAT4EP,0.08041010325752568,3,LR_C=0.001
HTR2C,0.08041010325752568,3,LR_C=0.001
PVALEF,0.08103239891828311,3,LR_C=0.001
DSCAM,0.08103239891828311,3,LR_C=0.001
IGLV3-32,0.08103239891828311,3,LR_C=0.001
ANXA2P1,0.08130645851384159,3,LR_C=0.001
HSPB3,0.08162259305083255,3,LR_C=0.001
ABCF2,0.08162952284585419,3,LR_C=0.001
MTCO3P12,0.08162952284585419,3,LR_C=0.001
CCDC54,0.08174211370009846,3,LR_C=0.001
AC120498.9,0.08174211370009846,3,LR_C=0.001
KCNQ1OT1,0.08174211370009846,3,LR_C=0.001
S100A2,0.08187603603455232,3,LR_C=0.001
FUT8-AS1,0.08187603603455232,3,LR_C=0.001
GALR2,0.08187603603455232,3,LR_C=0.001
AC136443.2,0.08202323104534251,3,LR_C=0.001
LINC01387,0.08214473652339278,3,LR_C=0.001
TRBV6-7,0.08214473652339278,3,LR_C=0.001
LGALS13,0.08214473652339278,3,LR_C=0.001
AC126755.5,0.08214473652339278,3,LR_C=0.001
PTPN5,0.08214473652339278,3,LR_C=0.001
AC116914.2,0.082456872867941,3,LR_C=0.001
OR14K1,0.08301906888233147,3,LR_C=0.001
HTR1E,0.08301906888233147,3,LR_C=0.001
ICAM3,0.083021556257611,3,LR_C=0.001
SHISAL2B,0.08308000585851563,3,LR_C=0.001
CLDN17,0.08315288020288387,3,LR_C=0.001
FP671120.3,0.08315288020288387,3,LR_C=0.001
TNNT3,0.08315288020288387,3,LR_C=0.001
RN7SL784P,0.08315288020288387,3,LR_C=0.001
FP236383.2,0.08315288020288387,3,LR_C=0.001
FP236383.3,0.08315288020288387,3,LR_C=0.001
MT-ND4,0.08315288020288387,3,LR_C=0.001
RPL13AP2,0.08315288020288387,3,LR_C=0.001
TSGA10IP,0.08315288020288387,3,LR_C=0.001
AP004607.5,0.08315288020288387,3,LR_C=0.001
AL049612.1,0.08315288020288387,3,LR_C=0.001
OR6K3,0.08315288020288387,3,LR_C=0.001
PRSS58,0.08315288020288387,3,LR_C=0.001
KLHL30,0.08315288020288387,3,LR_C=0.001
KRT73,0.08315288020288387,3,LR_C=0.001
CBR3-AS1,0.08315288020288387,3,LR_C=0.001
PTOV1-AS1,0.08315288020288387,3,LR_C=0.001
C2orf27AP1,0.08365840337678473,3,LR_C=0.001
CCDC188,0.08368173736375376,3,LR_C=0.001
AC087276.1,0.08368173736375376,3,LR_C=0.001
ALG1L10P,0.08368173736375376,3,LR_C=0.001
BTF3L4P1,0.08382534073436564,3,LR_C=0.001
DRD5,0.08393672510090534,3,LR_C=0.001
ACCSL,0.08393672510090534,3,LR_C=0.001
IL22,0.08393672510090534,3,LR_C=0.001
TTTY20,0.08438551078643522,3,LR_C=0.001
OR7C2,0.08438551078643522,3,LR_C=0.001
TRAV25,0.0852000394842371,3,LR_C=0.001
FNDC11,0.0852000394842371,3,LR_C=0.001
OR9I1,0.0852000394842371,3,LR_C=0.001
ENDOU,0.0852000394842371,3,LR_C=0.001
AC022905.1,0.08536636745005502,3,LR_C=0.001
LYPD8,0.08536636745005502,3,LR_C=0.001
CDC37P2,0.08536636745005502,3,LR_C=0.001
CFAP157,0.08627328654573467,3,LR_C=0.001
MIR494,0.08662264486853478,3,LR_C=0.001
EGLN2,0.08665179380671374,3,LR_C=0.001
C14orf180,0.08672066159964756,3,LR_C=0.001
TRAV14DV4,0.08672066159964756,3,LR_C=0.001
LRRC10,0.08682050630893452,3,LR_C=0.001
AL138889.1,0.08687471843542775,3,LR_C=0.001
OR8B2,0.08696996339902892,3,LR_C=0.001
AC073655.2,0.08700461374577681,3,LR_C=0.001
NRL,0.08780182870603112,3,LR_C=0.001
LINC00106,0.0888372204383191,3,LR_C=0.001
AL356488.3,0.08972656129353443,3,LR_C=0.001
TAS1R3,0.09034677274373416,3,LR_C=0.001
AL356481.2,0.09034677274373416,3,LR_C=0.001
CCDC189,0.09063221546473739,3,LR_C=0.001
AC007342.2,0.09063221546473739,3,LR_C=0.001
TMEM72,0.09094461397970742,3,LR_C=0.001
PSKH2,0.09094461397970742,3,LR_C=0.001
AC005014.1,0.0909961206246097,3,LR_C=0.001
LINC01949,0.09100348089344998,3,LR_C=0.001
OR6N1,0.09114958099183826,3,LR_C=0.001
KRTAP19-8,0.09142711978537638,3,LR_C=0.001
TRAV8-6,0.09223547108528418,3,LR_C=0.001
RNF148,0.09233782170511767,3,LR_C=0.001
BX664615.1,0.09330867749183563,3,LR_C=0.001
TPRXL,0.09330867749183563,3,LR_C=0.001
AP006545.1,0.09330867749183563,3,LR_C=0.001
AL360271.1,0.09330867749183563,3,LR_C=0.001
AL035587.1,0.09345733721816026,3,LR_C=0.001
HTR1B,0.09345733721816026,3,LR_C=0.001
OR9G4,0.09345733721816026,3,LR_C=0.001
NUDT9P1,0.09482106799298833,3,LR_C=0.001
AC015813.1,0.09575032999068078,3,LR_C=0.001
ROM1,0.09606353016027899,3,LR_C=0.001
AP002986.1,0.09606353016027899,3,LR_C=0.001
LEXM,0.0960653061500762,3,LR_C=0.001
RAB38,0.09658797951419316,3,LR_C=0.001
AC026410.1,0.09669303202848298,3,LR_C=0.001
LINC01565,0.09682982182275728,3,LR_C=0.001
AC234771.2,0.09719234423413033,3,LR_C=0.001
MT-RNR2,0.09745295345593145,3,LR_C=0.001
AC092301.1,0.09767164989922576,3,LR_C=0.001
AC110926.1,0.09827174795012915,3,LR_C=0.001
GATA1,0.09831289172213856,3,LR_C=0.001
GH2,0.0984224856400368,3,LR_C=0.001
BPY2B,0.09917134948373071,3,LR_C=0.001
AC009501.1,0.09917134948373071,3,LR_C=0.001
BPY2,0.09917134948373071,3,LR_C=0.001
FAM58BP,6.837243194389645e-14,4,LR_C=0.001
SLC35E4,0.002062130102695738,4,LR_C=0.001
AC006538.1,0.002062130102695738,4,LR_C=0.001
CABP2,0.003809964398686465,4,LR_C=0.001
AC135731.1,0.007439407953250224,4,LR_C=0.001
HIPK4,0.009212119250933681,4,LR_C=0.001
ZNF679,0.010794378835709889,4,LR_C=0.001
FAM47A,0.020026347935905527,4,LR_C=0.001
AC073548.1,0.02540962071786236,4,LR_C=0.001
MC4R,0.029230578174941905,4,LR_C=0.001
DLX6-AS1,0.03506192525510548,4,LR_C=0.001
GPR171,0.0641267909941677,4,LR_C=0.001
DCDC2C,0.0641267909941677,4,LR_C=0.001
OR51K1P,0.0641267909941677,4,LR_C=0.001
NEUROG2,0.06561035976348642,4,LR_C=0.001
SLC7A3,0.07527195956209312,4,LR_C=0.001
AC127070.4,0.09107117894278631,4,LR_C=0.001
IGKV1D-43,0.09107117894278631,4,LR_C=0.001
NTNG1,0.09107117894278631,4,LR_C=0.001
FAM83C,0.09107117894278631,4,LR_C=0.001
AL133245.1,0.09107117894278631,4,LR_C=0.001
AL162171.3,0.09107117894278631,4,LR_C=0.001
CAMK1G,0.0002346121904188318,1,LR_C=0.01
EFHC2,0.0031374001214932636,1,LR_C=0.01
CABP2,0.004218217529974291,1,LR_C=0.01
HNRNPCL4,0.004218217529974291,1,LR_C=0.01
MGAT4D,0.019711618421288726,1,LR_C=0.01
TRIM51CP,0.019711618421288726,1,LR_C=0.01
FAM47C,0.019711618421288726,1,LR_C=0.01
AC005696.4,0.019711618421288726,1,LR_C=0.01
KRTAP10-8,0.019711618421288726,1,LR_C=0.01
DEFB106B,0.019711618421288726,1,LR_C=0.01
DEFB106A,0.019711618421288726,1,LR_C=0.01
AC135731.1,0.019711618421288726,1,LR_C=0.01
AC127070.4,0.019711618421288726,1,LR_C=0.01
DEFB4B,0.019711618421288726,1,LR_C=0.01
WFDC5,0.019711618421288726,1,LR_C=0.01
DCDC2C,0.027057107307385093,1,LR_C=0.01
C2orf92,0.027385840492625924,1,LR_C=0.01
CSF2,0.03317754905023052,1,LR_C=0.01
AL117328.2,0.03317754905023052,1,LR_C=0.01
C8orf87,0.03317754905023052,1,LR_C=0.01
TAS1R2,0.03317754905023052,1,LR_C=0.01
AC092068.2,0.03317754905023052,1,LR_C=0.01
AL133245.1,0.03586210693144581,1,LR_C=0.01
OR52E6,0.038604436431056294,1,LR_C=0.01
AL353726.2,0.038629659973828924,1,LR_C=0.01
GPR6,0.038629659973828924,1,LR_C=0.01
KLF17,0.039947763987508066,1,LR_C=0.01
AC009086.3,0.039947763987508066,1,LR_C=0.01
AL139384.2,0.04422728165507532,1,LR_C=0.01
AC020917.4,0.04422728165507532,1,LR_C=0.01
AC017002.1,0.04422728165507532,1,LR_C=0.01
GP9,0.04422728165507532,1,LR_C=0.01
AC138647.1,0.058754469042218836,1,LR_C=0.01
LGALS14,0.07252118709399037,1,LR_C=0.01
AL162171.3,0.07741974148695221,1,LR_C=0.01
AC020908.3,0.08455257332165889,1,LR_C=0.01
AC005899.1,0.09002626812741678,1,LR_C=0.01
FAM47A,0.09125889972548598,1,LR_C=0.01
ATP5F1E,0.09125889972548598,1,LR_C=0.01
AC006538.1,0.09693472950570264,1,LR_C=0.01
OR5H2,0.09948872819526197,1,LR_C=0.01
CAMK2N2,0.09976288301590981,1,LR_C=0.01
TSPY2,0.13283227073027282,2,LR_C=0.01
LGI3,0.18427379154017176,2,LR_C=0.01
ATOH1,0.18427379154017176,2,LR_C=0.01
POU4F1,0.2371822219764822,2,LR_C=0.01
HAPLN1,0.2371822219764822,2,LR_C=0.01
KIR3DX1,0.2787111715702861,2,LR_C=0.01
TSPY9P,0.5016764055996401,2,LR_C=0.01
HOXA5,0.5069232359466297,2,LR_C=0.01
KCNJ10,0.5069232359466297,2,LR_C=0.01
LINC00304,0.5069232359466297,2,LR_C=0.01
AC135050.1,0.5069232359466297,2,LR_C=0.01
AC025430.1,0.5069232359466297,2,LR_C=0.01
AC064807.1,0.5723168173304156,2,LR_C=0.01
TBXT,0.5957011847396212,2,LR_C=0.01
CADM3,0.6240571435232605,2,LR_C=0.01
ZNF710-AS1,0.6240571435232605,2,LR_C=0.01
TSPY7P,0.6240571435232605,2,LR_C=0.01
AZIN2,0.6358078434146772,2,LR_C=0.01
OLFM3,0.6538460975620365,2,LR_C=0.01
TSPAN11,0.6538460975620365,2,LR_C=0.01
CCIN,3.556204501672295e-05,3,LR_C=0.01
FOXI2,4.30119628292221e-05,3,LR_C=0.01
TSNAXIP1,9.820043745730653e-05,3,LR_C=0.01
TRIM60,0.0001057561980992679,3,LR_C=0.01
EFHC2,0.00013254290395039013,3,LR_C=0.01
AC135731.1,0.00021077485487619576,3,LR_C=0.01
AQP12B,0.0005806761347163215,3,LR_C=0.01
SUN3,0.0007863187820017613,3,LR_C=0.01
SLC34A3,0.00111626315397771,3,LR_C=0.01
UBBP1,0.001417335229653906,3,LR_C=0.01
SPDYA,0.0014557504666834356,3,LR_C=0.01
AC139426.1,0.001965810460098856,3,LR_C=0.01
ZMAT4,0.001965810460098856,3,LR_C=0.01
C6orf222,0.001965810460098856,3,LR_C=0.01
DNM1P47,0.001965810460098856,3,LR_C=0.01
BSPRY,0.001965810460098856,3,LR_C=0.01
GRHL3,0.001965810460098856,3,LR_C=0.01
PADI1,0.0020987784117093354,3,LR_C=0.01
DEFB4B,0.0023265236672844144,3,LR_C=0.01
C3orf84,0.0023265236672844144,3,LR_C=0.01
CABP2,0.0023265236672844144,3,LR_C=0.01
MYF6,0.002393416775832938,3,LR_C=0.01
UMOD,0.0024370834868512638,3,LR_C=0.01
UGT3A2,0.0025324689231368265,3,LR_C=0.01
IRX6,0.0025324689231368265,3,LR_C=0.01
CCT8L1P,0.0025324689231368265,3,LR_C=0.01
C17orf78,0.00265201571097863,3,LR_C=0.01
TGIF2LX,0.002752915062437729,3,LR_C=0.01
OR10G9,0.002875224522415194,3,LR_C=0.01
ADAM6,0.0033334976973799202,3,LR_C=0.01
AC006538.1,0.003425993476437647,3,LR_C=0.01
NPY4R,0.004085390491956862,3,LR_C=0.01
HNRNPA1P9,0.004131978270379738,3,LR_C=0.01
NACAD,0.004204473090879509,3,LR_C=0.01
TNNC1,0.004204473090879509,3,LR_C=0.01
C2orf70,0.004436555200641601,3,LR_C=0.01
GPA33,0.004436555200641601,3,LR_C=0.01
SLC7A3,0.004438222826980152,3,LR_C=0.01
AP000552.3,0.004864663140060189,3,LR_C=0.01
DPPA3,0.004864663140060189,3,LR_C=0.01
AC004889.1,0.004864663140060189,3,LR_C=0.01
CAMK1G,0.005079476174166191,3,LR_C=0.01
CLDN19,0.005079476174166191,3,LR_C=0.01
REELD1,0.00513252575798901,3,LR_C=0.01
WFDC5,0.00513252575798901,3,LR_C=0.01
BPIFB6,0.00513252575798901,3,LR_C=0.01
GPR6,0.00513252575798901,3,LR_C=0.01
NPY5R,0.00513252575798901,3,LR_C=0.01
LRRC30,0.00513252575798901,3,LR_C=0.01
PROKR2,0.00513252575798901,3,LR_C=0.01
CATSPER4,0.00513252575798901,3,LR_C=0.01
AC012354.2,0.00513252575798901,3,LR_C=0.01
POPDC3,0.00513252575798901,3,LR_C=0.01
FGF8,0.00513252575798901,3,LR_C=0.01
FAM47C,0.00513252575798901,3,LR_C=0.01
IGKV1OR2-118,0.00513252575798901,3,LR_C=0.01
REC114,0.00513252575798901,3,LR_C=0.01
SMYD1,0.00536889924013486,3,LR_C=0.01
PADI3,0.005403135267365348,3,LR_C=0.01
MOS,0.005687326339847545,3,LR_C=0.01
KCNIP1,0.005687326339847545,3,LR_C=0.01
KRTAP10-8,0.005871614377615396,3,LR_C=0.01
RFPL4AP1,0.006104574791591355,3,LR_C=0.01
PPP4R3C,0.006104574791591355,3,LR_C=0.01
GJB3,0.006104574791591355,3,LR_C=0.01
ACTRT3,0.006104574791591355,3,LR_C=0.01
DEFB106A,0.00612084847942525,3,LR_C=0.01
SLC29A4P1,0.006163251206785638,3,LR_C=0.01
OR6P1,0.006694240499421805,3,LR_C=0.01
PF4V1,0.006706414089905437,3,LR_C=0.01
TAS1R2,0.006706414089905437,3,LR_C=0.01
C11orf16,0.006706414089905437,3,LR_C=0.01
LELP1,0.006952600488037477,3,LR_C=0.01
NTNG1,0.007003043354357123,3,LR_C=0.01
AC015911.1,0.007499184652322325,3,LR_C=0.01
CYTOR,0.007499184652322325,3,LR_C=0.01
ELANE,0.007499184652322325,3,LR_C=0.01
DEFB119,0.007499184652322325,3,LR_C=0.01
H2AFB2,0.007627623853773193,3,LR_C=0.01
DEFB107A,0.007627623853773193,3,LR_C=0.01
TGFBR3L,0.007886548048861542,3,LR_C=0.01
RS1,0.007886548048861542,3,LR_C=0.01
DEFB107B,0.007984439482166691,3,LR_C=0.01
SLC6A8,0.008424446513401863,3,LR_C=0.01
AL512310.6,0.008454176954173264,3,LR_C=0.01
DCDC2C,0.008733640460903786,3,LR_C=0.01
EPHB3,0.008942416619876362,3,LR_C=0.01
PGPEP1L,0.008942416619876362,3,LR_C=0.01
KDM4E,0.008942416619876362,3,LR_C=0.01
MYL1,0.008942416619876362,3,LR_C=0.01
DEFB106B,0.008942416619876362,3,LR_C=0.01
ASTL,0.008942416619876362,3,LR_C=0.01
OBP2B,0.008942416619876362,3,LR_C=0.01
LRRC3C,0.008942416619876362,3,LR_C=0.01
DEFB104A,0.008942416619876362,3,LR_C=0.01
RLBP1,0.008942416619876362,3,LR_C=0.01
KRTDAP,0.008942416619876362,3,LR_C=0.01
MYOG,0.008942416619876362,3,LR_C=0.01
GNRHR,0.008942416619876362,3,LR_C=0.01
AC008985.1,0.008942416619876362,3,LR_C=0.01
BPIFB3,0.009020553691482839,3,LR_C=0.01
ACTBL2,0.009020553691482839,3,LR_C=0.01
CNTD1,0.009020553691482839,3,LR_C=0.01
DNASE2B,0.009020553691482839,3,LR_C=0.01
CELA3A,0.009020553691482839,3,LR_C=0.01
FABP6,0.009020553691482839,3,LR_C=0.01
AC112504.1,0.009020553691482839,3,LR_C=0.01
DEFB104B,0.009020553691482839,3,LR_C=0.01
AC136443.1,0.009020553691482839,3,LR_C=0.01
CD177P1,0.009099090835679835,3,LR_C=0.01
RESP18,0.009539978098851293,3,LR_C=0.01
IGHE,0.009539978098851293,3,LR_C=0.01
LHCGR,0.009539978098851293,3,LR_C=0.01
DCAF12L2,0.009539978098851293,3,LR_C=0.01
ZNF488,0.009539978098851293,3,LR_C=0.01
PABPC1P2,0.009637286568264344,3,LR_C=0.01
MT-CO2,0.009637286568264344,3,LR_C=0.01
NYX,0.009637286568264344,3,LR_C=0.01
PRSS55,0.009637286568264344,3,LR_C=0.01
C7orf65,0.009637286568264344,3,LR_C=0.01
AC092068.2,0.009637286568264344,3,LR_C=0.01
CDRT15P1,0.009637286568264344,3,LR_C=0.01
MYBPHL,0.009960960752808147,3,LR_C=0.01
PRAMEF17,0.010049041368567822,3,LR_C=0.01
OR5AC2,0.010201976543035639,3,LR_C=0.01
NT5DC4,0.010418860434589465,3,LR_C=0.01
AQP8,0.010486484640233714,3,LR_C=0.01
FAM90A27P,0.010486484640233714,3,LR_C=0.01
AL691447.2,0.010544554669226328,3,LR_C=0.01
CAMK2N2,0.01067233362851584,3,LR_C=0.01
RAB13,0.01077245117874679,3,LR_C=0.01
AKAP4,0.010888728339933706,3,LR_C=0.01
KLF17,0.011221040415915182,3,LR_C=0.01
OR56A1,0.01143842902037742,3,LR_C=0.01
LINC02203,0.011558593650926272,3,LR_C=0.01
HS6ST2,0.011617951009847517,3,LR_C=0.01
NANOGP2,0.011698964007918733,3,LR_C=0.01
MTCO1P12,0.01183950477458477,3,LR_C=0.01
FOXL2,0.011993337765651006,3,LR_C=0.01
FZD9,0.012426847241995154,3,LR_C=0.01
FUNDC2P2,0.01246545023561772,3,LR_C=0.01
KCNK16,0.01262791929664901,3,LR_C=0.01
GPR152,0.01262791929664901,3,LR_C=0.01
REXO1L3P,0.012801450875359404,3,LR_C=0.01
VSTM1,0.013252153900712754,3,LR_C=0.01
RPS4XP3,0.013341217021609068,3,LR_C=0.01
AHSP,0.013345337090713427,3,LR_C=0.01
C9orf24,0.013428019456591498,3,LR_C=0.01
IGKV6D-21,0.013721518396763173,3,LR_C=0.01
IGKV1D-43,0.014046106592710413,3,LR_C=0.01
PDYN,0.014046106592710413,3,LR_C=0.01
PCDHAC2,0.014090935086277448,3,LR_C=0.01
OR2T27,0.014166735687059269,3,LR_C=0.01
FAM83C,0.014166735687059269,3,LR_C=0.01
GUCY2F,0.01422236508540898,3,LR_C=0.01
KRT33B,0.014270700001879851,3,LR_C=0.01
WNT16,0.014560691179057735,3,LR_C=0.01
OR51D1,0.014658689087934551,3,LR_C=0.01
ZMYND12,0.014842942552811874,3,LR_C=0.01
TAAR5,0.015597736735377104,3,LR_C=0.01
AC009060.2,0.01560325433251736,3,LR_C=0.01
TREM2,0.01578988686676743,3,LR_C=0.01
TEX13A,0.015924119684186753,3,LR_C=0.01
GPR139,0.01612243881583402,3,LR_C=0.01
AC127070.4,0.016228833677981797,3,LR_C=0.01
OR51K1P,0.016290341182164325,3,LR_C=0.01
LLCFC1,0.016829099525573325,3,LR_C=0.01
RHEBL1,0.016829099525573325,3,LR_C=0.01
GHSR,0.017047776162790844,3,LR_C=0.01
MYOZ3,0.017226993120161075,3,LR_C=0.01
ZNF648,0.01733853051204848,3,LR_C=0.01
VGLL2,0.017472051213725387,3,LR_C=0.01
RAB25,0.017773423665657425,3,LR_C=0.01
C8orf87,0.017773423665657425,3,LR_C=0.01
LRRC53,0.017773423665657425,3,LR_C=0.01
AC239859.6,0.017773423665657425,3,LR_C=0.01
CDRT15L2,0.017800498384435263,3,LR_C=0.01
AC092368.3,0.017976997630697024,3,LR_C=0.01
KRT84,0.017976997630697024,3,LR_C=0.01
OR10A3,0.017976997630697024,3,LR_C=0.01
DNM1P51,0.017976997630697024,3,LR_C=0.01
TIMP4,0.017976997630697024,3,LR_C=0.01
AC008033.1,0.017976997630697024,3,LR_C=0.01
PJVK,0.017976997630697024,3,LR_C=0.01
AC025594.1,0.017976997630697024,3,LR_C=0.01
OR52N5,0.017976997630697024,3,LR_C=0.01
LGALS16,0.017976997630697024,3,LR_C=0.01
CRABP2,0.01812924288724069,3,LR_C=0.01
OR52I2,0.018174128091738205,3,LR_C=0.01
AC008395.1,0.01834813333520814,3,LR_C=0.01
KRT32,0.01834813333520814,3,LR_C=0.01
DRD1,0.018392684925084953,3,LR_C=0.01
OR5H2,0.018392684925084953,3,LR_C=0.01
RNASE10,0.018392684925084953,3,LR_C=0.01
RNASE8,0.019042911789328498,3,LR_C=0.01
IGHV3OR16-8,0.01937348494359055,3,LR_C=0.01
RD3L,0.019700025202581524,3,LR_C=0.01
BARHL2,0.020097221812224945,3,LR_C=0.01
IFNL2,0.020209784499825693,3,LR_C=0.01
GSX2,0.020253715992435948,3,LR_C=0.01
CRYGD,0.020253715992435948,3,LR_C=0.01
PRDM13,0.020253715992435948,3,LR_C=0.01
C5orf17,0.020253715992435948,3,LR_C=0.01
AL138820.1,0.020754185741669994,3,LR_C=0.01
TSPAN16,0.020754185741669994,3,LR_C=0.01
IFNL1,0.020754185741669994,3,LR_C=0.01
ZNF679,0.020754185741669994,3,LR_C=0.01
UPK2,0.020754712277194852,3,LR_C=0.01
AC239798.2,0.020783361511227658,3,LR_C=0.01
FAM90A28P,0.021221074418733367,3,LR_C=0.01
C6orf52,0.02145653120292996,3,LR_C=0.01
INAFM2,0.02145653120292996,3,LR_C=0.01
PPDPFL,0.02145653120292996,3,LR_C=0.01
FFAR1,0.021478674102608227,3,LR_C=0.01
KHDC1,0.021504498212400334,3,LR_C=0.01
HIGD2B,0.021567578653555085,3,LR_C=0.01
INHA,0.021567578653555085,3,LR_C=0.01
SGCZ,0.022179920499129983,3,LR_C=0.01
MUCL1,0.022179920499129983,3,LR_C=0.01
OR8K5,0.022179920499129983,3,LR_C=0.01
SHISA3,0.022179920499129983,3,LR_C=0.01
AC090515.5,0.022179920499129983,3,LR_C=0.01
OR2W3,0.022179920499129983,3,LR_C=0.01
GML,0.022179920499129983,3,LR_C=0.01
C16orf78,0.02233376213660119,3,LR_C=0.01
OR1L3,0.02233376213660119,3,LR_C=0.01
C8orf74,0.02233376213660119,3,LR_C=0.01
PTGER1,0.02233376213660119,3,LR_C=0.01
C2orf83,0.02233376213660119,3,LR_C=0.01
LMLN2,0.022525114279871923,3,LR_C=0.01
AL589743.3,0.022875649735034115,3,LR_C=0.01
CIAPIN1P,0.023584742826429403,3,LR_C=0.01
SPACA1,0.023691956979151194,3,LR_C=0.01
TLX2,0.023913747921057615,3,LR_C=0.01
RHOA-IT1,0.024602635614022397,3,LR_C=0.01
KLHL41,0.024960859033448912,3,LR_C=0.01
WNT1,0.025031712629879795,3,LR_C=0.01
GPR149,0.0253606762475196,3,LR_C=0.01
VAX2,0.025923541168369525,3,LR_C=0.01
ZNF280A,0.025923541168369525,3,LR_C=0.01
OR2M5,0.02625481001732466,3,LR_C=0.01
U73166.1,0.026444809239549328,3,LR_C=0.01
FAM177B,0.026444809239549328,3,LR_C=0.01
FDCSP,0.026478444457494407,3,LR_C=0.01
KRTAP21-2,0.02678789725375651,3,LR_C=0.01
AC092127.1,0.027082213358308613,3,LR_C=0.01
TBC1D21,0.027238666548564765,3,LR_C=0.01
AC026468.1,0.027238666548564765,3,LR_C=0.01
NCR2,0.027238666548564765,3,LR_C=0.01
AC009113.1,0.027238666548564765,3,LR_C=0.01
AC007952.9,0.027238666548564765,3,LR_C=0.01
SLAMF9,0.027238666548564765,3,LR_C=0.01
RASSF10,0.027300279735954672,3,LR_C=0.01
GPR143,0.027300279735954672,3,LR_C=0.01
AC010538.1,0.027448725741733696,3,LR_C=0.01
SERPINA13P,0.027448725741733696,3,LR_C=0.01
BX276092.9,0.027738999694085335,3,LR_C=0.01
NEUROG2,0.028107271739950736,3,LR_C=0.01
RWDD4P1,0.028107271739950736,3,LR_C=0.01
KCNV1,0.028476568994889526,3,LR_C=0.01
IRGC,0.028476568994889526,3,LR_C=0.01
AC023310.1,0.02902062421591175,3,LR_C=0.01
JHDM1D-AS1,0.02924148495932061,3,LR_C=0.01
MT-CO1,0.02924148495932061,3,LR_C=0.01
IGHV1-58,0.029627403064097946,3,LR_C=0.01
CHRNA3,0.02982092004212631,3,LR_C=0.01
DQX1,0.02982092004212631,3,LR_C=0.01
GPAT2P2,0.030015122780838552,3,LR_C=0.01
OR52R1,0.03003284732985637,3,LR_C=0.01
C17orf98,0.030097579772352997,3,LR_C=0.01
OR52L1,0.030216753980034972,3,LR_C=0.01
TMEM174,0.030388555216073237,3,LR_C=0.01
PTCRA,0.030599240420079946,3,LR_C=0.01
MYL4,0.03100287323512565,3,LR_C=0.01
LPAR4,0.03155896324088166,3,LR_C=0.01
OR7E26P,0.032041088227059804,3,LR_C=0.01
AF186192.1,0.03256728373100144,3,LR_C=0.01
BPIFC,0.03273355757742095,3,LR_C=0.01
FAM47B,0.03278332421570266,3,LR_C=0.01
AL512770.1,0.03278332421570266,3,LR_C=0.01
PTGES2-AS1,0.032837965076932686,3,LR_C=0.01
AL031595.2,0.03330192832146371,3,LR_C=0.01
SBF2-AS1,0.033307817917094716,3,LR_C=0.01
BPIFB2,0.03339426485562948,3,LR_C=0.01
HOXA11,0.03587517154042598,3,LR_C=0.01
GK2,0.035897157044494164,3,LR_C=0.01
OR1F2P,0.035898160725198115,3,LR_C=0.01
AP000357.1,0.035898160725198115,3,LR_C=0.01
CELA2B,0.035898160725198115,3,LR_C=0.01
DBET,0.035898160725198115,3,LR_C=0.01
PDE6H,0.035898160725198115,3,LR_C=0.01
RLN2,0.03665650552697278,3,LR_C=0.01
