gene,padj,fold,model
FUCA2,0.9999856994151731,1,LR_C=0.01
CFH,0.9999856994151731,1,LR_C=0.01
FGR,0.9999856994151731,1,LR_C=0.01
C1orf112,0.9999856994151731,1,LR_C=0.01
SCYL3,0.9999856994151731,1,LR_C=0.01
DPM1,0.9999856994151731,1,LR_C=0.01
TNMD,0.9999856994151731,1,LR_C=0.01
GCLC,0.9999856994151731,1,LR_C=0.01
NFYA,0.9999856994151731,1,LR_C=0.01
UCKL1-AS1,0.21132863233621552,2,LR_C=0.01
SLX1B-SULT1A4,0.30852747005134373,2,LR_C=0.01
SLX1A-SULT1A3,0.30852747005134373,2,LR_C=0.01
CBR3-AS1,0.30852747005134373,2,LR_C=0.01
HYPK,0.30852747005134373,2,LR_C=0.01
AC102953.2,0.30852747005134373,2,LR_C=0.01
AC112504.1,0.3109826917247318,2,LR_C=0.01
AL121906.2,0.3397151482319418,2,LR_C=0.01
LINC01578,0.3397151482319418,2,LR_C=0.01
RN7SL784P,0.3397151482319418,2,LR_C=0.01
AC015813.1,0.3397151482319418,2,LR_C=0.01
AC093323.3,0.3397151482319418,2,LR_C=0.01
PCSK6-AS1,0.3397151482319418,2,LR_C=0.01
INAFM2,0.3397151482319418,2,LR_C=0.01
AP002518.2,0.3397151482319418,2,LR_C=0.01
AL031594.1,0.3397151482319418,2,LR_C=0.01
MT-CO1,0.3397151482319418,2,LR_C=0.01
AC092368.3,0.3397151482319418,2,LR_C=0.01
AL022322.2,0.35451681763684567,2,LR_C=0.01
RNASEH2A,0.3622135501096004,2,LR_C=0.01
AC006538.1,0.11817933763850488,3,LR_C=0.01
AC127070.4,0.2231673749253307,3,LR_C=0.01
AC102953.2,0.2231673749253307,3,LR_C=0.01
LINC00514,0.2231673749253307,3,LR_C=0.01
AC135731.1,0.2231673749253307,3,LR_C=0.01
VSIG2,0.36752758092814536,3,LR_C=0.01
INAFM2,0.5056459491290922,3,LR_C=0.01
AC025580.2,0.5056459491290922,3,LR_C=0.01
AC093826.2,0.5056459491290922,3,LR_C=0.01
C2orf92,0.5056459491290922,3,LR_C=0.01
AP002505.1,0.5056459491290922,3,LR_C=0.01
C17orf113,0.5056459491290922,3,LR_C=0.01
EFHC2,0.5056459491290922,3,LR_C=0.01
ZMYND12,0.5056459491290922,3,LR_C=0.01
AL160272.1,0.5056459491290922,3,LR_C=0.01
OR2A1-AS1,0.5238393586262439,3,LR_C=0.01
AC092368.3,0.5527448326947638,3,LR_C=0.01
LINC02177,0.6481864701612577,3,LR_C=0.01
AL031594.1,0.6940940482272909,3,LR_C=0.01
AC092068.2,0.6940940482272909,3,LR_C=0.01
RPL7P7,0.0008149351088447009,4,LR_C=0.01
CETN1,0.0025649431601805577,4,LR_C=0.01
B3GAT2,0.005129569280052777,4,LR_C=0.01
VWC2L,0.005129569280052777,4,LR_C=0.01
AL138889.1,0.007658872378366916,4,LR_C=0.01
DMRTC1B,0.012094023920358578,4,LR_C=0.01
AL117328.2,0.02787351575848192,4,LR_C=0.01
LINC00514,0.02787351575848192,4,LR_C=0.01
P2RX5-TAX1BP3,0.032228072196474396,4,LR_C=0.01
AC025580.2,0.0331847247017894,4,LR_C=0.01
AL021877.2,0.0331847247017894,4,LR_C=0.01
RASD2,0.0331847247017894,4,LR_C=0.01
CCDC26,0.0331847247017894,4,LR_C=0.01
BARX2,0.04368484321304061,4,LR_C=0.01
USP17L23,0.04772580439594783,4,LR_C=0.01
AC092068.2,0.04829989340905918,4,LR_C=0.01
NPFFR1,0.04829989340905918,4,LR_C=0.01
AL353726.2,0.04829989340905918,4,LR_C=0.01
TNR,0.04892855599511692,4,LR_C=0.01
AC004889.1,0.06489585514647499,4,LR_C=0.01
C2orf92,0.06489585514647499,4,LR_C=0.01
RPL34-AS1,0.07519617682837357,4,LR_C=0.01
SPRY3,0.07519617682837357,4,LR_C=0.01
CLVS1,0.07694182363283524,4,LR_C=0.01
C17orf113,0.07694182363283524,4,LR_C=0.01
AC020907.1,0.07694182363283524,4,LR_C=0.01
MIAT,0.07694182363283524,4,LR_C=0.01
AC026310.2,0.07726825316435244,4,LR_C=0.01
CCDC42,0.07727292050042475,4,LR_C=0.01
AL160272.1,0.07727292050042475,4,LR_C=0.01
OLMALINC,0.07727292050042475,4,LR_C=0.01
AC026523.2,0.079541413428661,4,LR_C=0.01
CCDC105,0.07983162763551079,4,LR_C=0.01
LINC02099,0.08318078955760815,4,LR_C=0.01
NOX5,0.08318078955760815,4,LR_C=0.01
AMHR2,0.08959633839556365,4,LR_C=0.01
AICDA,0.09001330472067072,4,LR_C=0.01
OR2A1-AS1,0.09214625073752954,4,LR_C=0.01
ADGRB1,0.09214625073752954,4,LR_C=0.01
TDRKH-AS1,0.09975148206114984,4,LR_C=0.01
AL449283.1,0.005478058349654028,1,LR_C=0.1
ANKRD44-IT1,0.1326040836649415,1,LR_C=0.1
LINC00514,0.6217409034736991,1,LR_C=0.1
AL160272.1,0.7531634811232342,1,LR_C=0.1
MT-RNR1,0.7531634811232342,1,LR_C=0.1
SEMA3F,0.9999856994151731,1,LR_C=0.1
ENPP4,0.9999856994151731,1,LR_C=0.1
LAS1L,0.9999856994151731,1,LR_C=0.1
NIPAL3,0.9999856994151731,1,LR_C=0.1
STPG1,0.9999856994151731,1,LR_C=0.1
TSPAN6,0.9999856994151731,1,LR_C=0.1
FUCA2,0.9999856994151731,1,LR_C=0.1
CFH,0.9999856994151731,1,LR_C=0.1
FGR,0.9999856994151731,1,LR_C=0.1
C1orf112,0.9999856994151731,1,LR_C=0.1
SCYL3,0.9999856994151731,1,LR_C=0.1
DPM1,0.9999856994151731,1,LR_C=0.1
TNMD,0.9999856994151731,1,LR_C=0.1
GCLC,0.9999856994151731,1,LR_C=0.1
NFYA,0.9999856994151731,1,LR_C=0.1
UCKL1-AS1,0.21132863233621552,2,LR_C=0.1
SLX1B-SULT1A4,0.30852747005134373,2,LR_C=0.1
SLX1A-SULT1A3,0.30852747005134373,2,LR_C=0.1
CBR3-AS1,0.30852747005134373,2,LR_C=0.1
HYPK,0.30852747005134373,2,LR_C=0.1
AC102953.2,0.30852747005134373,2,LR_C=0.1
AC112504.1,0.3109826917247318,2,LR_C=0.1
AL121906.2,0.3397151482319418,2,LR_C=0.1
LINC01578,0.3397151482319418,2,LR_C=0.1
RN7SL784P,0.3397151482319418,2,LR_C=0.1
AC015813.1,0.3397151482319418,2,LR_C=0.1
AC093323.3,0.3397151482319418,2,LR_C=0.1
PCSK6-AS1,0.3397151482319418,2,LR_C=0.1
INAFM2,0.3397151482319418,2,LR_C=0.1
AP002518.2,0.3397151482319418,2,LR_C=0.1
AL031594.1,0.3397151482319418,2,LR_C=0.1
MT-CO1,0.3397151482319418,2,LR_C=0.1
AC092368.3,0.3397151482319418,2,LR_C=0.1
AL022322.2,0.35451681763684567,2,LR_C=0.1
RNASEH2A,0.3622135501096004,2,LR_C=0.1
AC006538.1,0.11817933763850488,3,LR_C=0.1
AC127070.4,0.2231673749253307,3,LR_C=0.1
AC102953.2,0.2231673749253307,3,LR_C=0.1
LINC00514,0.2231673749253307,3,LR_C=0.1
AC135731.1,0.2231673749253307,3,LR_C=0.1
VSIG2,0.36752758092814536,3,LR_C=0.1
INAFM2,0.5056459491290922,3,LR_C=0.1
AC025580.2,0.5056459491290922,3,LR_C=0.1
AC093826.2,0.5056459491290922,3,LR_C=0.1
C2orf92,0.5056459491290922,3,LR_C=0.1
AP002505.1,0.5056459491290922,3,LR_C=0.1
C17orf113,0.5056459491290922,3,LR_C=0.1
EFHC2,0.5056459491290922,3,LR_C=0.1
ZMYND12,0.5056459491290922,3,LR_C=0.1
AL160272.1,0.5056459491290922,3,LR_C=0.1
OR2A1-AS1,0.5238393586262439,3,LR_C=0.1
AC092368.3,0.5527448326947638,3,LR_C=0.1
LINC02177,0.6481864701612577,3,LR_C=0.1
AL031594.1,0.6940940482272909,3,LR_C=0.1
AC092068.2,0.6940940482272909,3,LR_C=0.1
RPL7P7,0.0008149351088447009,4,LR_C=0.1
CETN1,0.0025649431601805577,4,LR_C=0.1
B3GAT2,0.005129569280052777,4,LR_C=0.1
VWC2L,0.005129569280052777,4,LR_C=0.1
AL138889.1,0.007658872378366916,4,LR_C=0.1
DMRTC1B,0.012094023920358578,4,LR_C=0.1
AL117328.2,0.02787351575848192,4,LR_C=0.1
LINC00514,0.02787351575848192,4,LR_C=0.1
P2RX5-TAX1BP3,0.032228072196474396,4,LR_C=0.1
AC025580.2,0.0331847247017894,4,LR_C=0.1
AL021877.2,0.0331847247017894,4,LR_C=0.1
RASD2,0.0331847247017894,4,LR_C=0.1
CCDC26,0.0331847247017894,4,LR_C=0.1
BARX2,0.04368484321304061,4,LR_C=0.1
USP17L23,0.04772580439594783,4,LR_C=0.1
AC092068.2,0.04829989340905918,4,LR_C=0.1
NPFFR1,0.04829989340905918,4,LR_C=0.1
AL353726.2,0.04829989340905918,4,LR_C=0.1
TNR,0.04892855599511692,4,LR_C=0.1
AC004889.1,0.06489585514647499,4,LR_C=0.1
C2orf92,0.06489585514647499,4,LR_C=0.1
RPL34-AS1,0.07519617682837357,4,LR_C=0.1
SPRY3,0.07519617682837357,4,LR_C=0.1
CLVS1,0.07694182363283524,4,LR_C=0.1
C17orf113,0.07694182363283524,4,LR_C=0.1
AC020907.1,0.07694182363283524,4,LR_C=0.1
MIAT,0.07694182363283524,4,LR_C=0.1
AC026310.2,0.07726825316435244,4,LR_C=0.1
CCDC42,0.07727292050042475,4,LR_C=0.1
AL160272.1,0.07727292050042475,4,LR_C=0.1
OLMALINC,0.07727292050042475,4,LR_C=0.1
AC026523.2,0.079541413428661,4,LR_C=0.1
CCDC105,0.07983162763551079,4,LR_C=0.1
LINC02099,0.08318078955760815,4,LR_C=0.1
NOX5,0.08318078955760815,4,LR_C=0.1
AMHR2,0.08959633839556365,4,LR_C=0.1
AICDA,0.09001330472067072,4,LR_C=0.1
OR2A1-AS1,0.09214625073752954,4,LR_C=0.1
ADGRB1,0.09214625073752954,4,LR_C=0.1
TDRKH-AS1,0.09975148206114984,4,LR_C=0.1
AL449283.1,0.005478058349654028,1,LR_C=1
ANKRD44-IT1,0.1326040836649415,1,LR_C=1
LINC00514,0.6217409034736991,1,LR_C=1
AL160272.1,0.7531634811232342,1,LR_C=1
MT-RNR1,0.7531634811232342,1,LR_C=1
SEMA3F,0.9999856994151731,1,LR_C=1
ENPP4,0.9999856994151731,1,LR_C=1
LAS1L,0.9999856994151731,1,LR_C=1
NIPAL3,0.9999856994151731,1,LR_C=1
STPG1,0.9999856994151731,1,LR_C=1
TSPAN6,0.9999856994151731,1,LR_C=1
FUCA2,0.9999856994151731,1,LR_C=1
CFH,0.9999856994151731,1,LR_C=1
FGR,0.9999856994151731,1,LR_C=1
C1orf112,0.9999856994151731,1,LR_C=1
SCYL3,0.9999856994151731,1,LR_C=1
DPM1,0.9999856994151731,1,LR_C=1
TNMD,0.9999856994151731,1,LR_C=1
GCLC,0.9999856994151731,1,LR_C=1
NFYA,0.9999856994151731,1,LR_C=1
UCKL1-AS1,0.21132863233621552,2,LR_C=1
SLX1B-SULT1A4,0.30852747005134373,2,LR_C=1
SLX1A-SULT1A3,0.30852747005134373,2,LR_C=1
CBR3-AS1,0.30852747005134373,2,LR_C=1
HYPK,0.30852747005134373,2,LR_C=1
AC102953.2,0.30852747005134373,2,LR_C=1
AC112504.1,0.3109826917247318,2,LR_C=1
AL121906.2,0.3397151482319418,2,LR_C=1
LINC01578,0.3397151482319418,2,LR_C=1
RN7SL784P,0.3397151482319418,2,LR_C=1
AC015813.1,0.3397151482319418,2,LR_C=1
AC093323.3,0.3397151482319418,2,LR_C=1
PCSK6-AS1,0.3397151482319418,2,LR_C=1
INAFM2,0.3397151482319418,2,LR_C=1
AP002518.2,0.3397151482319418,2,LR_C=1
AL031594.1,0.3397151482319418,2,LR_C=1
MT-CO1,0.3397151482319418,2,LR_C=1
AC092368.3,0.3397151482319418,2,LR_C=1
AL022322.2,0.35451681763684567,2,LR_C=1
RNASEH2A,0.3622135501096004,2,LR_C=1
AC006538.1,0.11817933763850488,3,LR_C=1
AC127070.4,0.2231673749253307,3,LR_C=1
AC102953.2,0.2231673749253307,3,LR_C=1
LINC00514,0.2231673749253307,3,LR_C=1
AC135731.1,0.2231673749253307,3,LR_C=1
VSIG2,0.36752758092814536,3,LR_C=1
INAFM2,0.5056459491290922,3,LR_C=1
AC025580.2,0.5056459491290922,3,LR_C=1
AC093826.2,0.5056459491290922,3,LR_C=1
C2orf92,0.5056459491290922,3,LR_C=1
AP002505.1,0.5056459491290922,3,LR_C=1
C17orf113,0.5056459491290922,3,LR_C=1
EFHC2,0.5056459491290922,3,LR_C=1
ZMYND12,0.5056459491290922,3,LR_C=1
AL160272.1,0.5056459491290922,3,LR_C=1
OR2A1-AS1,0.5238393586262439,3,LR_C=1
AC092368.3,0.5527448326947638,3,LR_C=1
LINC02177,0.6481864701612577,3,LR_C=1
AL031594.1,0.6940940482272909,3,LR_C=1
AC092068.2,0.6940940482272909,3,LR_C=1
RPL7P7,0.0008149351088447009,4,LR_C=1
CETN1,0.0025649431601805577,4,LR_C=1
B3GAT2,0.005129569280052777,4,LR_C=1
VWC2L,0.005129569280052777,4,LR_C=1
AL138889.1,0.007658872378366916,4,LR_C=1
DMRTC1B,0.012094023920358578,4,LR_C=1
AL117328.2,0.02787351575848192,4,LR_C=1
LINC00514,0.02787351575848192,4,LR_C=1
P2RX5-TAX1BP3,0.032228072196474396,4,LR_C=1
AC025580.2,0.0331847247017894,4,LR_C=1
AL021877.2,0.0331847247017894,4,LR_C=1
RASD2,0.0331847247017894,4,LR_C=1
CCDC26,0.0331847247017894,4,LR_C=1
BARX2,0.04368484321304061,4,LR_C=1
USP17L23,0.04772580439594783,4,LR_C=1
AC092068.2,0.04829989340905918,4,LR_C=1
NPFFR1,0.04829989340905918,4,LR_C=1
AL353726.2,0.04829989340905918,4,LR_C=1
TNR,0.04892855599511692,4,LR_C=1
AC004889.1,0.06489585514647499,4,LR_C=1
C2orf92,0.06489585514647499,4,LR_C=1
RPL34-AS1,0.07519617682837357,4,LR_C=1
SPRY3,0.07519617682837357,4,LR_C=1
CLVS1,0.07694182363283524,4,LR_C=1
C17orf113,0.07694182363283524,4,LR_C=1
AC020907.1,0.07694182363283524,4,LR_C=1
MIAT,0.07694182363283524,4,LR_C=1
AC026310.2,0.07726825316435244,4,LR_C=1
CCDC42,0.07727292050042475,4,LR_C=1
AL160272.1,0.07727292050042475,4,LR_C=1
OLMALINC,0.07727292050042475,4,LR_C=1
AC026523.2,0.079541413428661,4,LR_C=1
CCDC105,0.07983162763551079,4,LR_C=1
LINC02099,0.08318078955760815,4,LR_C=1
NOX5,0.08318078955760815,4,LR_C=1
AMHR2,0.08959633839556365,4,LR_C=1
AICDA,0.09001330472067072,4,LR_C=1
OR2A1-AS1,0.09214625073752954,4,LR_C=1
ADGRB1,0.09214625073752954,4,LR_C=1
TDRKH-AS1,0.09975148206114984,4,LR_C=1
