gene,padj,fold,model
AC093826.2,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=10
C2orf92,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=10
AP002505.1,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=10
C17orf113,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=10
EFHC2,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=10
ZMYND12,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=10
AL160272.1,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=10
OR2A1-AS1,0.5238393586262439,3,RF_max_depth=4_min_samples_leaf=10
AC092368.3,0.5527448326947638,3,RF_max_depth=4_min_samples_leaf=10
LINC02177,0.6481864701612577,3,RF_max_depth=4_min_samples_leaf=10
AL031594.1,0.6940940482272909,3,RF_max_depth=4_min_samples_leaf=10
AC092068.2,0.6940940482272909,3,RF_max_depth=4_min_samples_leaf=10
RPL7P7,0.0008149351088447009,4,RF_max_depth=4_min_samples_leaf=10
CETN1,0.0025649431601805577,4,RF_max_depth=4_min_samples_leaf=10
B3GAT2,0.005129569280052777,4,RF_max_depth=4_min_samples_leaf=10
VWC2L,0.005129569280052777,4,RF_max_depth=4_min_samples_leaf=10
AL138889.1,0.007658872378366916,4,RF_max_depth=4_min_samples_leaf=10
DMRTC1B,0.012094023920358578,4,RF_max_depth=4_min_samples_leaf=10
AL117328.2,0.02787351575848192,4,RF_max_depth=4_min_samples_leaf=10
LINC00514,0.02787351575848192,4,RF_max_depth=4_min_samples_leaf=10
P2RX5-TAX1BP3,0.032228072196474396,4,RF_max_depth=4_min_samples_leaf=10
AC025580.2,0.0331847247017894,4,RF_max_depth=4_min_samples_leaf=10
AL021877.2,0.0331847247017894,4,RF_max_depth=4_min_samples_leaf=10
RASD2,0.0331847247017894,4,RF_max_depth=4_min_samples_leaf=10
CCDC26,0.0331847247017894,4,RF_max_depth=4_min_samples_leaf=10
BARX2,0.04368484321304061,4,RF_max_depth=4_min_samples_leaf=10
USP17L23,0.04772580439594783,4,RF_max_depth=4_min_samples_leaf=10
AC092068.2,0.04829989340905918,4,RF_max_depth=4_min_samples_leaf=10
NPFFR1,0.04829989340905918,4,RF_max_depth=4_min_samples_leaf=10
AL353726.2,0.04829989340905918,4,RF_max_depth=4_min_samples_leaf=10
TNR,0.04892855599511692,4,RF_max_depth=4_min_samples_leaf=10
AC004889.1,0.06489585514647499,4,RF_max_depth=4_min_samples_leaf=10
C2orf92,0.06489585514647499,4,RF_max_depth=4_min_samples_leaf=10
RPL34-AS1,0.07519617682837357,4,RF_max_depth=4_min_samples_leaf=10
SPRY3,0.07519617682837357,4,RF_max_depth=4_min_samples_leaf=10
CLVS1,0.07694182363283524,4,RF_max_depth=4_min_samples_leaf=10
C17orf113,0.07694182363283524,4,RF_max_depth=4_min_samples_leaf=10
AC020907.1,0.07694182363283524,4,RF_max_depth=4_min_samples_leaf=10
MIAT,0.07694182363283524,4,RF_max_depth=4_min_samples_leaf=10
AC026310.2,0.07726825316435244,4,RF_max_depth=4_min_samples_leaf=10
CCDC42,0.07727292050042475,4,RF_max_depth=4_min_samples_leaf=10
AL160272.1,0.07727292050042475,4,RF_max_depth=4_min_samples_leaf=10
OLMALINC,0.07727292050042475,4,RF_max_depth=4_min_samples_leaf=10
AC026523.2,0.079541413428661,4,RF_max_depth=4_min_samples_leaf=10
CCDC105,0.07983162763551079,4,RF_max_depth=4_min_samples_leaf=10
LINC02099,0.08318078955760815,4,RF_max_depth=4_min_samples_leaf=10
NOX5,0.08318078955760815,4,RF_max_depth=4_min_samples_leaf=10
AMHR2,0.08959633839556365,4,RF_max_depth=4_min_samples_leaf=10
AICDA,0.09001330472067072,4,RF_max_depth=4_min_samples_leaf=10
OR2A1-AS1,0.09214625073752954,4,RF_max_depth=4_min_samples_leaf=10
ADGRB1,0.09214625073752954,4,RF_max_depth=4_min_samples_leaf=10
TDRKH-AS1,0.09975148206114984,4,RF_max_depth=4_min_samples_leaf=10
AL449283.1,0.005478058349654028,1,RF_max_depth=4_min_samples_leaf=15
ANKRD44-IT1,0.1326040836649415,1,RF_max_depth=4_min_samples_leaf=15
LINC00514,0.6217409034736991,1,RF_max_depth=4_min_samples_leaf=15
AL160272.1,0.7531634811232342,1,RF_max_depth=4_min_samples_leaf=15
MT-RNR1,0.7531634811232342,1,RF_max_depth=4_min_samples_leaf=15
SEMA3F,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
ENPP4,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
LAS1L,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
NIPAL3,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
STPG1,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
TSPAN6,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
FUCA2,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
CFH,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
FGR,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
C1orf112,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
SCYL3,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
DPM1,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
TNMD,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
GCLC,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
NFYA,0.9999856994151731,1,RF_max_depth=4_min_samples_leaf=15
UCKL1-AS1,0.21132863233621552,2,RF_max_depth=4_min_samples_leaf=15
SLX1B-SULT1A4,0.30852747005134373,2,RF_max_depth=4_min_samples_leaf=15
SLX1A-SULT1A3,0.30852747005134373,2,RF_max_depth=4_min_samples_leaf=15
CBR3-AS1,0.30852747005134373,2,RF_max_depth=4_min_samples_leaf=15
HYPK,0.30852747005134373,2,RF_max_depth=4_min_samples_leaf=15
AC102953.2,0.30852747005134373,2,RF_max_depth=4_min_samples_leaf=15
AC112504.1,0.3109826917247318,2,RF_max_depth=4_min_samples_leaf=15
AL121906.2,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
LINC01578,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
RN7SL784P,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
AC015813.1,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
AC093323.3,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
PCSK6-AS1,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
INAFM2,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
AP002518.2,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
AL031594.1,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
MT-CO1,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
AC092368.3,0.3397151482319418,2,RF_max_depth=4_min_samples_leaf=15
AL022322.2,0.35451681763684567,2,RF_max_depth=4_min_samples_leaf=15
RNASEH2A,0.3622135501096004,2,RF_max_depth=4_min_samples_leaf=15
AC006538.1,0.11817933763850488,3,RF_max_depth=4_min_samples_leaf=15
AC127070.4,0.2231673749253307,3,RF_max_depth=4_min_samples_leaf=15
AC102953.2,0.2231673749253307,3,RF_max_depth=4_min_samples_leaf=15
LINC00514,0.2231673749253307,3,RF_max_depth=4_min_samples_leaf=15
AC135731.1,0.2231673749253307,3,RF_max_depth=4_min_samples_leaf=15
VSIG2,0.36752758092814536,3,RF_max_depth=4_min_samples_leaf=15
INAFM2,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
AC025580.2,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
AC093826.2,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
C2orf92,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
AP002505.1,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
C17orf113,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
EFHC2,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
ZMYND12,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
AL160272.1,0.5056459491290922,3,RF_max_depth=4_min_samples_leaf=15
OR2A1-AS1,0.5238393586262439,3,RF_max_depth=4_min_samples_leaf=15
AC092368.3,0.5527448326947638,3,RF_max_depth=4_min_samples_leaf=15
LINC02177,0.6481864701612577,3,RF_max_depth=4_min_samples_leaf=15
AL031594.1,0.6940940482272909,3,RF_max_depth=4_min_samples_leaf=15
AC092068.2,0.6940940482272909,3,RF_max_depth=4_min_samples_leaf=15
RPL7P7,0.0008149351088447009,4,RF_max_depth=4_min_samples_leaf=15
CETN1,0.0025649431601805577,4,RF_max_depth=4_min_samples_leaf=15
B3GAT2,0.005129569280052777,4,RF_max_depth=4_min_samples_leaf=15
VWC2L,0.005129569280052777,4,RF_max_depth=4_min_samples_leaf=15
AL138889.1,0.007658872378366916,4,RF_max_depth=4_min_samples_leaf=15
DMRTC1B,0.012094023920358578,4,RF_max_depth=4_min_samples_leaf=15
AL117328.2,0.02787351575848192,4,RF_max_depth=4_min_samples_leaf=15
LINC00514,0.02787351575848192,4,RF_max_depth=4_min_samples_leaf=15
P2RX5-TAX1BP3,0.032228072196474396,4,RF_max_depth=4_min_samples_leaf=15
AC025580.2,0.0331847247017894,4,RF_max_depth=4_min_samples_leaf=15
AL021877.2,0.0331847247017894,4,RF_max_depth=4_min_samples_leaf=15
RASD2,0.0331847247017894,4,RF_max_depth=4_min_samples_leaf=15
CCDC26,0.0331847247017894,4,RF_max_depth=4_min_samples_leaf=15
BARX2,0.04368484321304061,4,RF_max_depth=4_min_samples_leaf=15
USP17L23,0.04772580439594783,4,RF_max_depth=4_min_samples_leaf=15
AC092068.2,0.04829989340905918,4,RF_max_depth=4_min_samples_leaf=15
NPFFR1,0.04829989340905918,4,RF_max_depth=4_min_samples_leaf=15
AL353726.2,0.04829989340905918,4,RF_max_depth=4_min_samples_leaf=15
TNR,0.04892855599511692,4,RF_max_depth=4_min_samples_leaf=15
AC004889.1,0.06489585514647499,4,RF_max_depth=4_min_samples_leaf=15
C2orf92,0.06489585514647499,4,RF_max_depth=4_min_samples_leaf=15
RPL34-AS1,0.07519617682837357,4,RF_max_depth=4_min_samples_leaf=15
SPRY3,0.07519617682837357,4,RF_max_depth=4_min_samples_leaf=15
CLVS1,0.07694182363283524,4,RF_max_depth=4_min_samples_leaf=15
C17orf113,0.07694182363283524,4,RF_max_depth=4_min_samples_leaf=15
AC020907.1,0.07694182363283524,4,RF_max_depth=4_min_samples_leaf=15
MIAT,0.07694182363283524,4,RF_max_depth=4_min_samples_leaf=15
AC026310.2,0.07726825316435244,4,RF_max_depth=4_min_samples_leaf=15
CCDC42,0.07727292050042475,4,RF_max_depth=4_min_samples_leaf=15
AL160272.1,0.07727292050042475,4,RF_max_depth=4_min_samples_leaf=15
OLMALINC,0.07727292050042475,4,RF_max_depth=4_min_samples_leaf=15
AC026523.2,0.079541413428661,4,RF_max_depth=4_min_samples_leaf=15
CCDC105,0.07983162763551079,4,RF_max_depth=4_min_samples_leaf=15
LINC02099,0.08318078955760815,4,RF_max_depth=4_min_samples_leaf=15
NOX5,0.08318078955760815,4,RF_max_depth=4_min_samples_leaf=15
AMHR2,0.08959633839556365,4,RF_max_depth=4_min_samples_leaf=15
AICDA,0.09001330472067072,4,RF_max_depth=4_min_samples_leaf=15
OR2A1-AS1,0.09214625073752954,4,RF_max_depth=4_min_samples_leaf=15
ADGRB1,0.09214625073752954,4,RF_max_depth=4_min_samples_leaf=15
TDRKH-AS1,0.09975148206114984,4,RF_max_depth=4_min_samples_leaf=15
