experiment,model,fold,train_auc,test_auc,best_params,rfs_year,model_type
RFS 1 year - RNA-seq,RF_max_depth=4_min_samples_leaf=15,3,0.48923076923076914,0.7083333333333334,{},1,rf
RFS 2 year - RNA-seq,LR_C=0.001,1,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=0.001,2,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=0.001,3,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=0.01,1,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=0.01,2,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=0.01,3,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=0.1,1,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=0.1,2,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=0.1,3,0.5,0.5,{},2,lr
RFS 2 year - RNA-seq,LR_C=1,1,0.9197530864197532,0.4750000000000001,{},2,lr
RFS 2 year - RNA-seq,LR_C=1,2,0.9040247678018576,0.5185185185185185,{},2,lr
RFS 2 year - RNA-seq,LR_C=1,3,0.9396284829721362,0.5061728395061729,{},2,lr
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=5,1,0.9907407407407407,0.5375000000000001,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=5,2,0.934984520123839,0.6296296296296297,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=5,3,0.9504643962848297,0.5925925925925926,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=10,1,0.9475308641975309,0.675,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=10,2,0.8204334365325078,0.5061728395061728,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=10,3,0.8328173374613004,0.45679012345679015,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=15,1,0.5,0.5,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=15,2,0.5,0.5,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=2_min_samples_leaf=15,3,0.5,0.5,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=5,1,0.9907407407407407,0.525,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=5,2,0.9411764705882353,0.6666666666666666,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=5,3,0.9814241486068112,0.5802469135802469,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=10,1,0.9475308641975309,0.675,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=10,2,0.8204334365325078,0.5061728395061728,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=10,3,0.8328173374613004,0.45679012345679015,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=15,1,0.5,0.5,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=15,2,0.5,0.5,{},2,rf
RFS 2 year - RNA-seq,RF_max_depth=4_min_samples_leaf=15,3,0.5,0.5,{},2,rf
