,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CCL5,104.44669036448309,1.3584171655427975,0.7106213338433217,1.9115907457997907,0.055928707242826226,0.9997906073000113
HAMP,208.44441568937177,-2.114731734720248,1.1185090004230613,-1.890670288679285,0.058668370977238364,0.9997906073000113
MRM1,32.641892433283395,-3.0213291721001303,1.6012344819801254,-1.8868749118891575,0.05917715224324795,0.9997906073000113
PFN2,65.34412977310168,-2.0184919742667478,1.0712919531920861,-1.8841660933346203,0.05954251236669975,0.9997906073000113
NME1,30.112758992837435,2.225342471170251,1.1917201815864202,1.867336397884838,0.061854625570087224,0.9997906073000113
TIMP2,98.69430440891337,-1.6091058232680655,0.8789961877621504,-1.8306175222041774,0.06715765134609852,0.9997906073000113
BOK,57.81058758405436,-2.300308736228878,1.2661491805649119,-1.816775441265586,0.06925150470861079,0.9997906073000113
TRIO,933.57873656361,-1.0955953562693186,0.6069236662640924,-1.8051616985266628,0.07104938255241613,0.9997906073000113
DCAF11,352.17075499775285,-1.6279446939629303,0.9121261526632767,-1.78478019647783,0.07429697676627517,0.9997906073000113
OPLAH,259.2152842785667,-2.2039437674179174,1.2354677352648913,-1.7838942325316003,0.07444085327139373,0.9997906073000113
BCAM,300.2427202234412,-1.5687420483325882,0.8845730167744129,-1.7734455139192367,0.07615491285225866,0.9997906073000113
MAL2,129.82720197527095,-1.368828565894757,0.7725939805907295,-1.771730818881275,0.07643925123837603,0.9997906073000113
NAGPA,84.57974074107479,-1.909209635297578,1.0888819065932853,-1.7533670306551417,0.0795390264135445,0.9997906073000113
SFT2D1,90.4334942724148,1.9858811519462054,1.1340144903015952,1.7511955701889252,0.0799122282621294,0.9997906073000113
ATOX1,85.9877387155823,-1.7684762838934023,1.048348933636791,-1.6869157082637003,0.09161956115931237,0.9997906073000113
MID1IP1,57.15868933857822,-1.6440434008086497,0.9824254759062462,-1.6734535505526147,0.0942380433557446,0.9997906073000113
PSRC1,48.70869268608199,-2.255300836116563,1.3640709591112796,-1.6533603483398973,0.09825754766947428,0.9997906073000113
VEGFB,70.49470354835525,-1.7115533720174718,1.0370816059406984,-1.6503555382847475,0.09887023920255202,0.9997906073000113
RPS12,577.6401295129964,-1.4408960365970802,0.8740986368133662,-1.6484364302981223,0.09926314548707073,0.9997906073000113
MFSD10,119.49727518533153,-2.211307149730194,1.3490164426313502,-1.639199552984607,0.10117170691472248,0.9997906073000113
WDR34,51.619213791186496,-2.278076913469727,1.3962510404433575,-1.631566851149031,0.10277076617293053,0.9997906073000113
MOBP,43.29921033744328,-1.0467103880121214,0.6419448512236088,-1.630530077493402,0.10298951367174934,0.9997906073000113
LRP12,301.6775782301715,0.7865558541342416,0.4856715450944262,1.619522210182843,0.10533495169359547,0.9997906073000113
ARPC1B,22.698202400214694,-1.7547529555295285,1.0864320744974836,-1.6151520161452972,0.10627777883019034,0.9997906073000113
IER3,122.67197363237224,-1.838849764885845,1.1393930758995547,-1.6138853252500827,0.10655230227609035,0.9997906073000113
MAPK13,97.44544275007453,-1.7523741557909522,1.088483680797216,-1.6099223044919668,0.10741481902711342,0.9997906073000113
PFKFB1,85.6163445131558,2.111883491509718,1.3141453166072374,1.607039544882313,0.10804569359931285,0.9997906073000113
RPS4X,1509.5139056539588,-1.5535716629460437,0.9678467153835744,-1.6051835877030758,0.10845340824583088,0.9997906073000113
PTP4A1,4.322507981244866,-4.836792327364432,3.0287423049549096,-1.5969639673377365,0.11027373942616792,0.9997906073000113
CA5A,152.50396905477461,-1.1495198240016629,0.7235864688565988,-1.5886419570809802,0.11214124997657055,0.9997906073000113
DACH1,236.0790261169036,-0.8400114882727862,0.535001241499987,-1.5701112878124166,0.11638922297952319,0.9997906073000113
SPARCL1,430.1930886661118,-1.5156788639293375,0.9686100074317324,-1.5647978570324264,0.11763031439646854,0.9997906073000113
TPD52,74.53435374545225,1.41753273629601,0.9071187107564697,1.5626761078645295,0.11812879682992974,0.9997906073000113
TGFB1I1,94.23150094606396,-1.6319414189403616,1.0457840267109773,-1.5604956446627583,0.11864279839942832,0.9997906073000113
SP100,573.5816080747734,-0.8075362828967134,0.5183225183822397,-1.557980319699696,0.11923791346018105,0.9997906073000113
CLDN4,42.81817172537865,-1.8176823310596217,1.1713610262048906,-1.5517695146036719,0.12071738277808443,0.9997906073000113
PAPLN,157.1569330209434,-1.477653151862144,0.9529831860327151,-1.5505553230310796,0.12100828583412607,0.9997906073000113
COL6A3,1814.9467901541095,-0.9902556395869021,0.6387323539520127,-1.550345200865305,0.1210586837461391,0.9997906073000113
NCK2,50.69767547928795,-1.267657933220728,0.8208502922747107,-1.5443229358033608,0.12251011891627844,0.9997906073000113
PTOV1,98.23553908116196,-1.4016729420692433,0.9090452541122291,-1.541917672116459,0.12309360095058032,0.9997906073000113
MVK,168.80246120853255,-1.5941568888412618,1.03512970617062,-1.540055202104786,0.12354689820242062,0.9997906073000113
SMARCA1,724.5176524650007,-1.4793258227265598,0.9618609718741984,-1.5379829996055192,0.1240527715444352,0.9997906073000113
COL15A1,312.71738602328486,-1.433418090142252,0.9358331490384533,-1.531702624143049,0.12559583456062215,0.9997906073000113
AMFR,358.88165710146524,-1.1702629825212525,0.7664120386120706,-1.5269371089740884,0.12677665080700423,0.9997906073000113
UGT2B11,105.37827358977562,-1.887378884984355,1.2405409089312118,-1.5214160785801305,0.12815545650983748,0.9997906073000113
CTSO,102.26699052504718,-1.681490261230652,1.1052961062121294,-1.5213029809660241,0.12818382254618102,0.9997906073000113
HMGA2,78.43700224339351,-0.9638068819022403,0.6343977065487666,-1.519247109428432,0.12870030737478336,0.9997906073000113
BRD7,296.1284570580211,-1.3865015734323625,0.9182368278506515,-1.509960754544984,0.13105343857645232,0.9997906073000113
H19,2861.2219172614746,-1.4535245999180277,0.9630637421667675,-1.509271438926553,0.13122943040072144,0.9997906073000113
FOXQ1,35.373242694018266,-2.0907189515316893,1.3866459225384882,-1.5077525686617077,0.13161786570456183,0.9997906073000113
NKG7,20.723831114776576,-1.9822103361979926,1.315500906489768,-1.5068103156897448,0.13185928465497276,0.9997906073000113
RWDD1,263.2743919004331,-1.4800419525115462,0.9879588356475557,-1.498080587073707,0.1341123141563651,0.9997906073000113
HAAO,133.03513049520276,-1.656042557702403,1.1069247222787975,-1.4960751389608054,0.13463407566520516,0.9997906073000113
FBRS,307.905681373103,-1.2702611381903297,0.8534065529021021,-1.4884595552619886,0.13662974066710284,0.9997906073000113
SCD,2164.5881915213986,-1.3702770828106159,0.9207119546956571,-1.4882798858233173,0.13667709721736587,0.9997906073000113
BLMH,89.72723801007429,-1.0458504946164273,0.7049269724717628,-1.4836295608738688,0.1379072226165352,0.9997906073000113
RPLP2,520.2056017348808,-1.465372379440328,0.9930537713611933,-1.4756223899454313,0.14004529104337304,0.9997906073000113
INSIG1,379.1636167336091,-1.4045619620516954,0.9533462262700559,-1.4732968184570365,0.14067101820934133,0.9997906073000113
SREBF1,414.7084901392001,-1.306743804605196,0.8922858642535211,-1.464490088833142,0.14306008914023877,0.9997906073000113
COL1A2,3335.501678697491,-1.0510414876327911,0.7192918754973142,-1.4612169599526021,0.14395591011665856,0.9997906073000113
TAF1D,120.72491038783927,1.67743230218404,1.1523382987722046,1.455676951786913,0.14548194425209265,0.9997906073000113
GJA5,25.11903947406726,-2.1135574397042087,1.4605055594261975,-1.4471409753034983,0.14785744385898927,0.9997906073000113
ARHGAP18,142.03344483983628,-1.474739868962511,1.0254149430586965,-1.4381883928505363,0.15038060767311004,0.9997906073000113
ARSA,123.2986507707388,-1.2069011490659007,0.8439161381257148,-1.4301197649168709,0.15268264839573925,0.9997906073000113
SLC48A1,91.23468733280734,-1.1683864655849974,0.8178981583653488,-1.4285231646934313,0.1531413319832016,0.9997906073000113
LMNB2,200.70071368039353,-1.622300935484992,1.141573201333508,-1.4211098627665144,0.1552848231829199,0.9997906073000113
HMG20B,235.800665149527,-1.4657792047165796,1.0319943604451212,-1.4203364484320995,0.15550975480262588,0.9997906073000113
CGREF1,35.787790706822086,-1.8869358925781619,1.3336678409457117,-1.414846961624361,0.15711337158536018,0.9997906073000113
TPRKB,63.61335357847189,-1.6522627905547709,1.1723033884177936,-1.4094156912612505,0.15871228692549677,0.9997906073000113
B3GNT5,50.76596013312208,-1.6664601950107434,1.187629179343023,-1.4031822592407184,0.1605624964580895,0.9997906073000113
CADM1,197.3016447212046,1.0885229068662066,0.7762694362530199,1.4022488275725564,0.16084095550376287,0.9997906073000113
SLCO2A1,161.90479595301176,-0.8831379382776628,0.6307734738246223,-1.400087313315282,0.1614871736627338,0.9997906073000113
MOGAT1,31.19979871113457,-2.453987816029308,1.7622840060208358,-1.3925041637132658,0.16376978167921186,0.9997906073000113
TPD52L2,113.76242066326712,-1.2847183752800826,0.9233486503692242,-1.3913686609780125,0.16411366278678363,0.9997906073000113
DHRS2,63.43665991744603,-1.565371785675885,1.1282779764286561,-1.387399043833829,0.16532011641017108,0.9997906073000113
LRRC8B,95.74683820789586,-1.535765842946927,1.10973051372116,-1.3839088174634224,0.16638637652194188,0.9997906073000113
DUS1L,166.15194404494102,-1.450901224180813,1.0503349060833793,-1.3813700904134623,0.16716519736435131,0.9997906073000113
ECM2,137.03666544247952,-1.5956947623335616,1.1565550042521955,-1.3796963883834517,0.16768014539126308,0.9997906073000113
DGAT2,161.45941146727074,-1.3461066856200117,0.9779195363528029,-1.376500453851633,0.16866674690504557,0.9997906073000113
TTF2,195.45334839652924,-1.481762554488986,1.081350093357964,-1.3702893850849023,0.17059658527777843,0.9997906073000113
RIN2,177.5638090162706,-1.414081500119867,1.033679712198194,-1.3680074044528954,0.1713097584125931,0.9997906073000113
GNAS,2310.8128498953315,-0.9074853858966533,0.6647771639252763,-1.365097110945072,0.17222252996590393,0.9997906073000113
HIST1H2BN,159.0420044320768,1.1117881225609998,0.8145058906147743,1.3649847537896163,0.17225784196980054,0.9997906073000113
YAP1,213.78243320525712,-1.3196757747722856,0.9738320304761815,-1.3551369573734338,0.17537392580275568,0.9997906073000113
RPL7A,1575.8421218189064,-1.1654699158255435,0.8613576008060161,-1.3530616258972512,0.17603594365228548,0.9997906073000113
PRMT2,104.18684088456348,-1.1240966545053934,0.8314245983562403,-1.352012746228314,0.17637123778579933,0.9997906073000113
ABCG8,369.89927664459003,-0.9733116500702105,0.726910177985786,-1.3389710029472754,0.18058011296073662,0.9997906073000113
ARG1,413.79305128413336,1.3749482964011837,1.0290185071072415,1.3361745069740425,0.18149224151741128,0.9997906073000113
GREB1,293.69085159316893,-1.0933788068082497,0.8209656245905271,-1.3318204490639838,0.18291919664196765,0.9997906073000113
TDG,141.86195282044113,-1.5398173675886966,1.1562537693921184,-1.3317295980779638,0.18294905954291407,0.9997906073000113
NOL7,234.0842104654374,-1.6591555213228704,1.2459630696263377,-1.331624958852471,0.1829834591432704,0.9997906073000113
UGT1A6,48.265779291605504,1.9406082285885748,1.4604536751025985,1.3287708207877562,0.1839235916859775,0.9997906073000113
ACSL6,27.362045770777886,-1.3057610374376822,0.9849998102891488,-1.3256459786062023,0.18495698892907453,0.9997906073000113
RMI2,12.29015383420735,-2.198625978238484,1.6614480024658445,-1.3233191619451132,0.18572926195694828,0.9997906073000113
RALGDS,20.667813217324856,-1.67388517688465,1.2670721548866193,-1.3210653950756526,0.18647956025229162,0.9997906073000113
SYTL4,148.2226310566993,-1.198079208021405,0.9070686616166764,-1.3208252679417432,0.18655963246388385,0.9997906073000113
CHST11,129.07286066854607,-0.8817480490459487,0.6679399110272005,-1.3201008571114434,0.18680134665276016,0.9997906073000113
SUZ12,331.92514730317225,-0.8402435065653293,0.6381954308603748,-1.3165927957719252,0.1879751549389127,0.9997906073000113
ACADVL,933.658973690331,-1.0496251649838595,0.79870883599202,-1.3141524391428498,0.18879491011852678,0.9997906073000113
SLC4A4,312.6150528594477,1.0317718336223975,0.7878885246374367,1.3095403745056307,0.19035137073208963,0.9997906073000113
SNRPD1,124.85092271026997,-1.0568251185189497,0.8070475012152001,-1.309495558721947,0.190366541196198,0.9997906073000113
ARPC4,14.332500050939533,1.628887325365878,1.25036977771658,1.3027244855042361,0.19266883953290925,0.9997906073000113
CP,3424.998898496862,1.2576663209501922,0.9663428059220819,1.3014701545277507,0.19309757392756333,0.9997906073000113
FGFR4,297.7713897624118,-1.214677738102025,0.9354532162124278,-1.298491166688329,0.19411860976114326,0.9997906073000113
CYB5B,69.99140553575059,-1.4586406303984059,1.1240439843029317,-1.297672200348078,0.19440000032812332,0.9997906073000113
GRB7,67.38130105978672,-1.633843002970706,1.2673422318201715,-1.2891884780199914,0.19733256968273072,0.9997906073000113
SPPL2A,253.01615545107038,-0.85546018126673,0.6636653577680998,-1.2889932723679212,0.19740042546710224,0.9997906073000113
CLDN7,60.72661019464608,-1.5343880295925347,1.1916103317514393,-1.287659219383637,0.1978646152030923,0.9997906073000113
PM20D2,77.49414208276859,-1.424876437585006,1.1110770107584982,-1.2824281519534695,0.19969249389137866,0.9997906073000113
CDC20,64.02906174685342,1.6399787004234085,1.2806447396746576,1.2805883236907984,0.2003383033902335,0.9997906073000113
SMAD7,87.23984756834166,-1.4428800931969357,1.1301427751203206,-1.2767237246137502,0.20169980249203,0.9997906073000113
ITGB1BP1,78.09516969811213,-1.3076702308205403,1.0257971913268689,-1.2747843744132976,0.20238557283591885,0.9997906073000113
FTH1,3472.1968479134043,-1.1231552173342443,0.8814071797303156,-1.2742750946025836,0.2025659397565257,0.9997906073000113
AQP1,42.65908782924004,-1.4775186449512765,1.1596342578169592,-1.2741246949126381,0.2026192278176424,0.9997906073000113
TSN,171.95146090108378,-1.4665198280434895,1.1527980741709545,-1.27213938060935,0.20332360126204096,0.9997906073000113
AP1B1,332.0522300421774,-1.127744093005948,0.8871021763406742,-1.271267417760071,0.20363352948075286,0.9997906073000113
TCEAL1,48.08114781143968,-1.7858997682571793,1.4127963259848944,-1.2640886272210436,0.20619821812933514,0.9997906073000113
TPM2,374.6219401652169,-1.0652789732722063,0.8445850228727427,-1.26130459861673,0.2071991250284565,0.9997906073000113
TSC22D2,243.6988442373658,-0.78222051706109,0.6215134567385779,-1.2585737421774101,0.20818433622050503,0.9997906073000113
SLC35D2,42.229967055436944,-1.4887255759969427,1.185301834315674,-1.2559885869546876,0.20912010805322578,0.9997906073000113
CPXM1,46.172290327308176,-1.6921254703376754,1.3503938274659402,-1.2530607263756575,0.21018360743435716,0.9997906073000113
ALDH4A1,34.54373729513818,-1.5520364699936027,1.2432894158814396,-1.2483307990628028,0.21190993967014649,0.9997906073000113
DGKZ,327.7706621813432,-1.1556123949693733,0.9263196163329576,-1.2475309543201971,0.21220287754719225,0.9997906073000113
PLPPR1,49.28946955277953,-1.670631277542199,1.340706290554276,-1.246082970828402,0.21273393598471768,0.9997906073000113
AP2B1,466.78897838068286,-1.1124292893522816,0.8927555608259184,-1.2460625709495838,0.21274142463765167,0.9997906073000113
HMGCR,452.84924084058537,-1.3531623699283455,1.0878663827502792,-1.2438681729527854,0.21354808474234332,0.9997906073000113
SLF2,177.40621927040198,-0.997037406610446,0.8050776125636108,-1.2384363830905412,0.21555429706452778,0.9997906073000113
GSTA3,35.04713178222622,-1.814319577081401,1.4656072735071717,-1.2379302490357917,0.21574192506008572,0.9997906073000113
YWHAZ,812.2218288985779,-0.8860093561427277,0.715756118694054,-1.237864871849524,0.21576616948828875,0.9997906073000113
TIMM17A,116.62785732626207,-1.0392123021006279,0.8415111770314939,-1.2349358279072922,0.216854388030164,0.9997906073000113
LYN,207.1652663311631,-1.2450571545312106,1.0108929349965257,-1.2316409695112667,0.21808322963070936,0.9997906073000113
MLXIPL,1046.8234507496923,-0.8927819378475811,0.7252107268201693,-1.2310655438897893,0.2182983511794423,0.9997906073000113
TM7SF2,197.65999125981054,-1.2994266369298757,1.0570161954609163,-1.229334652117847,0.2189463601895032,0.9997906073000113
TTC39C,359.24831272421704,-0.9564027336586008,0.7798339523828065,-1.2264184327141476,0.22004125301057942,0.9997906073000113
MPZL1,98.9386042761339,1.1497471335375218,0.9379170514793518,1.2258516163279642,0.22025451907657256,0.9997906073000113
LHFPL2,56.7939749804019,-1.27360988436533,1.0406169535784255,-1.22389884191844,0.22099039055213043,0.9997906073000113
NUSAP1,21.645320446677292,-1.4499659049906268,1.186302915127139,-1.222256041438818,0.22161081706343322,0.9997906073000113
HIST1H2BG,23.662042915016237,1.5050971114487735,1.2344857943108947,1.2192097457783524,0.22276459388405712,0.9997906073000113
APLNR,49.368292609262525,-1.5575731737672005,1.2777992188430556,-1.2189498559699057,0.22286322517817225,0.9997906073000113
UNC5B,127.5027195775803,-0.9701777986177069,0.7961754668536541,-1.2185477184466378,0.22301590277308214,0.9997906073000113
TAP1,228.34008796732218,1.158682853524294,0.9539486849626332,1.2146175908504768,0.22451197651504728,0.9997906073000113
TSPAN3,151.0023462307584,-1.0874206152241845,0.8961628773772209,-1.2134185008942941,0.22496985642578848,0.9997906073000113
PBK,14.165521367107724,1.9019751082223189,1.5686840483445736,1.2124653847468303,0.2253342852849789,0.9997906073000113
SH3YL1,98.78004939992537,1.108027566049408,0.9217276971676819,1.2021202893806873,0.22931692649650937,0.9997906073000113
NFKBIA,817.157735442422,-1.0185955758336853,0.8484383199101114,-1.2005534779966107,0.2299244564050773,0.9997906073000113
ACACB,722.2381467016261,-0.7607567079224675,0.6342812599483528,-1.1993996290926412,0.23037259175775304,0.9997906073000113
IGF1,97.1237105002996,-1.3665169429143174,1.139485846384823,-1.1992399442694106,0.23043465951767128,0.9997906073000113
TAT,2256.684918909535,-1.0816242803860288,0.9037747617827325,-1.1967852236241705,0.2313902791164233,0.9997906073000113
AK1,5.157295749081905,-2.183882025875068,1.8294493885720593,-1.193737328573847,0.2325807337261182,0.9997906073000113
PRKDC,1794.848204531025,-1.0071459913521386,0.8448422916244258,-1.192111239383675,0.23321763054420164,0.9997906073000113
CETN2,132.68471807439064,-1.5278385610408973,1.2821919626488762,-1.1915833241416838,0.23342466690316432,0.9997906073000113
CXXC5,126.13492777531884,-0.8861143509905122,0.743766069621326,-1.1913885120380123,0.233501100689247,0.9997906073000113
TMEM65,92.18054721279373,-0.9571027939359923,0.8050624758690629,-1.1888553033139475,0.23449661124772314,0.9997906073000113
GNL3,193.11792875336204,-1.1528406739241288,0.9711187874463416,-1.187126321544704,0.23517779735555044,0.9997906073000113
GRAMD1C,82.8423009617206,1.321734588182662,1.1143107887204424,1.1861453748468174,0.235564894031012,0.9997906073000113
QSOX1,308.01132033878275,-1.033717776964026,0.8734031146870507,-1.1835517409786405,0.23659055334425794,0.9997906073000113
COQ8A,362.7107286344526,-1.0619236399580128,0.89782334578732,-1.1827757040855178,0.236898051940438,0.9997906073000113
UPB1,219.50523540834416,-0.9419463397709168,0.7964781769023327,-1.1826392324198256,0.2369521569719618,0.9997906073000113
GNG13,13.778145555274275,-2.1240925007826412,1.8016791558200485,-1.1789515874239238,0.23841745406021642,0.9997906073000113
FAM118A,99.95388155112967,1.259651350308077,1.0694646134516814,1.1778335949261294,0.23886295264109025,0.9997906073000113
MMP7,49.5208639417503,1.5048926999094479,1.2785668345827623,1.1770152792994533,0.23918940780616105,0.9997906073000113
CYFIP1,544.4169503708906,-1.0399805377481686,0.8836529417081751,-1.1769106270814864,0.2392311799788941,0.9997906073000113
ADRA2B,38.11092205771284,-1.7439501338464578,1.4840516478629344,-1.1751276556700587,0.2399436478168484,0.9997906073000113
TJP2,20.622578817933327,-1.3478494353519845,1.1474195732767505,-1.1746787894709303,0.24012324827470732,0.9997906073000113
FTCD,670.5306428911186,-1.1890265369505737,1.0135154800999735,-1.1731705734117526,0.2407274099992529,0.9997906073000113
PRKCI,171.7384123047209,-1.2567165818963535,1.0731175518877052,-1.1710893924767907,0.24156284716124876,0.9997906073000113
TGFBR1,185.17961173732436,-0.9377648706355366,0.8007921565607655,-1.1710465230616645,0.24158007742234644,0.9997906073000113
SMOX,65.76501464043078,-1.5556145090973585,1.3323392938586063,-1.167581348285632,0.24297567732812775,0.9997906073000113
BRD3,141.42087538126154,-1.0648579964762055,0.9142788369041079,-1.1646971946567004,0.2441415849511518,0.9997906073000113
CSRNP2,69.95499061220333,-1.2999188613067623,1.1179852425180523,-1.1627334707736736,0.2449376571680012,0.9997906073000113
INSR,745.3310984558404,-0.9002104414486023,0.774797710978433,-1.1618651277528882,0.2452902541285018,0.9997906073000113
HJURP,110.76370829315049,1.2001136596019437,1.0344295004566029,1.1601695998346981,0.24597976154740187,0.9997906073000113
ABCC6,782.4956193258685,-1.088253283796236,0.9453520568555988,-1.1511619146584933,0.24966563022770505,0.9997906073000113
CDC42SE1,73.53199295337754,-1.161440603723664,1.0093178562526697,-1.1507183753151715,0.24984811441971466,0.9997906073000113
PMM1,65.96335669284315,1.5039739417588052,1.3075913700264734,1.150186500334853,0.2500670651454029,0.9997906073000113
CRIP2,89.38630265078777,-1.189931816284957,1.0362519742430845,-1.1483035457221935,0.2508432758872755,0.9997906073000113
SH3BP2,431.93051457911264,-0.8607979370844716,0.7502360980446443,-1.1473693938854541,0.251228984952913,0.9997906073000113
SLBP,116.97224608046379,-1.420566612944102,1.2410665725496488,-1.144633691990985,0.25236092952497813,0.9997906073000113
NFKB2,197.2740116009598,-1.2015016674388999,1.0505515614087417,-1.1436865277014496,0.25275366254504594,0.9997906073000113
CALM2,367.2631394890268,-0.9906335784775929,0.8668089556284109,-1.1428511115917266,0.25310041349369383,0.9997906073000113
MOSPD3,39.74163761390714,-1.5628050154929247,1.3693762982983861,-1.1412531511133186,0.2537645917279069,0.9997906073000113
TFPI2,35.29247314720438,-1.68169704745603,1.473726081097076,-1.141119146241977,0.25382034476507453,0.9997906073000113
SLC2A1,152.53357891520136,-1.2529235424674916,1.1007027945092314,-1.1382941414499914,0.25499767950714225,0.9997906073000113
PPP2R1B,337.8660104088036,-0.9292324002635287,0.8181000578301898,-1.1358419931274548,0.25602269869532823,0.9997906073000113
TBCE,61.390017118573624,-1.0533525159972383,0.9274770190121534,-1.1357181842835886,0.25607452766417094,0.9997906073000113
KCNK1,32.80807893962013,-1.3946718704873933,1.2297784730337313,-1.1340838216552025,0.25675938922286023,0.9997906073000113
BOP1,244.26212113829328,-1.103273030425844,0.974602073548009,-1.1320240951359897,0.2576243044998975,0.9997906073000113
HELZ,660.9383245173794,0.9001894759745698,0.7954827699506538,1.1316266171678504,0.2577914448429882,0.9997906073000113
GPX7,21.987556985032054,-1.9117564340340265,1.6907778681433159,-1.1306963913203882,0.25818290075124095,0.9997906073000113
POLRMT,206.29383143833016,-1.1979234870028994,1.0631259974621345,-1.1267935219932066,0.2598297900585358,0.9997906073000113
DLG5,240.02881673636935,-1.0602687567579938,0.9434795001808242,-1.1237856853856245,0.26110395559988053,0.9997906073000113
PMP2,7.895164373587166,-2.351587596550154,2.0988221281666717,-1.1204320580535683,0.262529690149785,0.9997906073000113
COL18A1,1699.3094978641798,-0.8979945644570041,0.8023682798057918,-1.1191800412079576,0.26306333837952056,0.9997906073000113
CBS,391.3331331454202,-1.1524548064651505,1.0304530983207034,-1.1183961777040308,0.2633978260903366,0.9997906073000113
SPHK1,48.02340512071929,-1.4153678035755104,1.2686848637680876,-1.1156181050129057,0.2645856389236211,0.9997906073000113
HILPDA,17.96418118879328,-1.4738299406871358,1.321292103175711,-1.1154459616800871,0.26465936306062887,0.9997906073000113
MCUR1,104.40169504515245,-0.9223259330556063,0.8271279089537876,-1.1150946825409773,0.26480984993673673,0.9997906073000113
LGALS3,99.06262678643918,-1.195379248876932,1.0736248490574691,-1.1134049756079607,0.26553453902257806,0.9997906073000113
KRT10,111.47537966678583,-1.1041001543350892,0.9917012841734504,-1.1133394419825922,0.2655626728643452,0.9997906073000113
NCL,2345.2946089145125,-0.8711387827645594,0.7838863792922371,-1.1113074621236583,0.26643602850796233,0.9997906073000113
SUMO2,339.23762854100954,-1.0496770338742842,0.9460720984725729,-1.109510612953263,0.2672099686328132,0.9997906073000113
C4A,16725.063639189408,-0.7490949195198496,0.6752145799314604,-1.1094175715161374,0.2672500855578446,0.9997906073000113
IDI1,87.69250734122056,-1.4387889053336176,1.2989614705730226,-1.107645559878625,0.26801491913182773,0.9997906073000113
GADD45B,438.7639148168028,-1.1513084452564362,1.0423292990987332,-1.1045534710114486,0.269353121957156,0.9997906073000113
ATP6V1B2,174.9532976902567,-1.0923931561558964,0.989432810544652,-1.1040599669972213,0.26956712558722196,0.9997906073000113
HIST1H4A,27.096225238084646,-1.847664150721966,1.677072713460021,-1.1017197619952879,0.2705835227726676,0.9997906073000113
TAX1BP3,6.833385427691199,-2.151520448047697,1.9536271196441086,-1.1012953426033718,0.2707681375377955,0.9997906073000113
RPL36A,15.96700844588639,-1.4943274751766293,1.3600018930931514,-1.0987686728714556,0.27186897984252734,0.9997906073000113
SERPINA3,3.146794129129209,-2.1493338889490827,1.9599037466567335,-1.0966527782884672,0.27279320640567517,0.9997906073000113
USP1,145.75838250357162,-1.3153271032585976,1.2014589875038608,-1.094774867006745,0.2736152798209728,0.9997906073000113
PLXNB1,481.9586926295819,-1.114252145299545,1.0183255044957775,-1.094200371472838,0.2738671085976945,0.9997906073000113
HRG,3248.6795634796167,0.965061399513749,0.8826356387223238,1.0933859422566965,0.27422438311323094,0.9997906073000113
