,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACTR2,395.19267766599194,-0.7902147616653383,0.9637446472632674,-0.8199420499084488,0.4122491437226744,0.886691031134804
FBP1,424.37047423064024,-0.9674347989259239,1.1803557367896846,-0.8196129088652033,0.4124368122867208,0.886691031134804
GOLT1B,114.76366429284914,-0.9887945246460806,1.2077884656968167,-0.8186818741273617,0.41296794079296373,0.886691031134804
AHCY,297.94725275787863,-0.851076949352234,1.0401615256129506,-0.8182161408543812,0.41323378018846324,0.886691031134804
FXR2,131.86065976939375,-0.7081288644859581,0.8656827878520631,-0.8180003974007285,0.4133569603564401,0.886691031134804
RNASE1,151.74556403544418,-0.9608092217316087,1.1768886645312,-0.8163977194175253,0.4142727005654775,0.886691031134804
UBE2L6,175.7647440616785,-0.8331960749038673,1.0244171257487933,-0.8133367296987017,0.4160250238884221,0.886691031134804
RPE,85.88871163797982,-0.7544066478931594,0.9276844202533308,-0.8132147435300758,0.4160949477949827,0.886691031134804
CLDN4,40.054872361077415,-0.9614233073988719,1.1833518572647317,-0.8124576823846474,0.4165290592492653,0.886691031134804
VPS41,337.046198276054,-0.7447366948563086,0.916942214869884,-0.8121958862609333,0.41667923965723397,0.886691031134804
CUL1,348.3512879603169,-0.8380831564062401,1.0319691146645276,-0.8121203866442109,0.4167225562517901,0.886691031134804
MGMT,64.32102853040202,-0.9568484488297875,1.1788587051184458,-0.8116735658610148,0.4169789662903597,0.886691031134804
PGM1,451.95365223902576,-0.6892126345241181,0.8491351798518337,-0.8116642095130003,0.4169843364653826,0.886691031134804
CCT5,430.98972345110207,-0.8307567643878486,1.0250656928512347,-0.8104424625480217,0.417685921367155,0.886691031134804
DDR2,294.58848470126895,-0.7695763718777973,0.949758076186867,-0.8102867363524071,0.41777539666306496,0.886691031134804
ANLN,359.5602213187636,-0.9077809475717485,1.1208085515460116,-0.809933994810783,0.4179781124341365,0.886691031134804
MEST,36.02388223411624,-1.0236550836431724,1.26653602435746,-0.8082321102256005,0.4189569761332941,0.886691031134804
LEAP2,180.6063141621258,-0.7437259791024383,0.9202063839507143,-0.8082164958575986,0.4189659632035079,0.886691031134804
HIC2,36.03914283802591,0.9634301794241833,1.1923374687955843,0.8080180356970355,0.4190801996356318,0.886691031134804
PTPN11,505.9882123596483,-0.7602345701369517,0.9418456628835163,-0.8071753155495227,0.41956548513323666,0.886691031134804
TOPBP1,249.65874632385052,-0.6709578950662042,0.831773050559915,-0.8066598149754229,0.4198625020458654,0.886691031134804
ACSL4,644.04324017396,-0.8225233643964852,1.0201032325027453,-0.8063138496076393,0.4200619068234852,0.886691031134804
FOXO1,201.63972797829618,-0.45718110716293753,0.5683993867975905,-0.8043307536602634,0.42120598110053153,0.886691031134804
ANGPTL3,586.4896939281576,-0.8352671332019296,1.0390702965191065,-0.8038600814594363,0.42147778634891875,0.886691031134804
TEAD4,55.476187513992336,-1.0718068436627435,1.3340299384680274,-0.8034353748414255,0.4217231355310862,0.886691031134804
KIF18B,70.39290598266024,-0.898378825098462,1.1204259049889786,-0.8018190414004209,0.422657642370879,0.886691031134804
GOT2,266.20199490452273,-0.7342306287773666,0.9160331878076274,-0.8015327812899716,0.42282327419320775,0.886691031134804
HSPA4,591.4785799909064,-0.7690493311875386,0.9613133887999306,-0.7999985646175098,0.42371162880363555,0.886691031134804
LARP4B,224.80200023872305,-0.6844010588087112,0.8569442412411795,-0.7986529646519819,0.4244916671220975,0.886691031134804
TIMM8A,25.833021289141104,-1.0784268848100638,1.3515470112997694,-0.7979203651769028,0.42491670444062957,0.886691031134804
GPLD1,294.8304246714001,-0.7326712198814761,0.9195801001968091,-0.7967454055657244,0.4255989078133615,0.886691031134804
FAM118A,99.03349710483259,0.8242016465560053,1.035388705012797,0.7960311355200832,0.42601393856045533,0.886691031134804
CYP3A7,21.89593602479388,-1.2234210092022864,1.53750862716982,-0.7957165166964346,0.4261968245397566,0.886691031134804
SRGN,141.8655765611066,-0.8628127410488007,1.0843333253656877,-0.7957080363252877,0.42620175476093114,0.886691031134804
KLF3,183.69475468304068,-0.6877195884122632,0.8653515979848287,-0.7947285126805997,0.4267714428262753,0.886691031134804
SYF2,172.30203742619463,-0.7565935266310257,0.9527167444054259,-0.7941432026611465,0.4271120691769713,0.886691031134804
CCT2,295.299315193181,-0.7556827743980058,0.9518382535519447,-0.7939193151547002,0.42724240437115846,0.886691031134804
ADH6,292.28047908084176,-0.9014477791818049,1.1358307211513414,-0.7936462382951283,0.4274014063090825,0.886691031134804
PLD1,236.1257494354743,-0.6722088010848349,0.8475241839224796,-0.7931440940997617,0.4276938751162438,0.886691031134804
TAP1,251.20960507118798,0.7571259265760423,0.9548917960867258,0.7928918540078002,0.42784083376887583,0.886691031134804
ATG16L1,142.0833374646769,-0.8229321128692246,1.0381982271426586,-0.7926541303524549,0.4279793618455816,0.886691031134804
ACAA1,346.3738587798082,-0.8327536127021505,1.051044255744914,-0.7923107025706992,0.42817953270572207,0.886691031134804
NUSAP1,17.18500859924872,-0.9390055104164919,1.1854718178454573,-0.7920943343242802,0.4283056734160051,0.886691031134804
CCL19,81.33849435631431,-0.9769829584790232,1.2343911861480665,-0.7914694866930402,0.4286700752412873,0.886691031134804
SCCPDH,372.9034380267645,-0.8760752215636461,1.1085793848127767,-0.7902683682969649,0.42937105582808666,0.886691031134804
PLCB3,211.43810103894378,-0.9364870519474903,1.1861964256998263,-0.7894873325005901,0.4298272306472196,0.886691031134804
SKA2,69.8294930027613,-0.8250735359552176,1.0450993956066343,-0.7894689628791706,0.4298379630671961,0.886691031134804
PLBD1,68.75713317626197,-0.9451376120174461,1.1973023865269197,-0.7893892325388729,0.42988454718632074,0.886691031134804
SH3YL1,103.52997047911047,0.710065182854534,0.9001765147360747,0.788806607627083,0.43022504696703234,0.886691031134804
MDK,189.30141034932421,-0.8824648311541476,1.1198335721942012,-0.7880321264391517,0.43067791440851244,0.886691031134804
BTD,125.39142559831099,-0.9144557695080793,1.1604574141023742,-0.7880132078913213,0.43068898023420676,0.886691031134804
GMFB,172.63722984903958,-0.8827675151616483,1.120837324219836,-0.7875964656834591,0.43093278267738633,0.886691031134804
APOF,105.3514475372286,1.0121691531071242,1.2856337404943659,0.7872919955553702,0.4311109543286463,0.886691031134804
ZNF189,73.46732306251478,-0.943268132935303,1.1996939522395957,-0.7862573043520011,0.4317167603041735,0.886691031134804
PEX19,288.4871497533455,-0.8060305490592715,1.025687185245749,-0.7858444179217771,0.4319586406667236,0.886691031134804
CYP4F2,332.6339371830065,-0.8404527820641288,1.0704861804970087,-0.7851131545424722,0.432387227718414,0.886691031134804
FAM129A,175.09432401077143,-0.6828797127509602,0.8701553079735178,-0.7847791152838004,0.4325830870988948,0.886691031134804
LIMA1,295.39261992985575,-0.7084108437350082,0.9027766990307569,-0.7847021799472399,0.43262820436390115,0.886691031134804
FLVCR1,151.1154326236128,0.7775730806751145,0.9915883291858355,0.7841692543049165,0.43294080324925344,0.886691031134804
ENPP1,509.14638788992244,-0.6439524667767177,0.8212606844617276,-0.7841023915552202,0.43298003224493853,0.886691031134804
PRMT2,110.31626568196205,-0.6309354534005492,0.8053536012969165,-0.7834266245094208,0.4333766264672134,0.886691031134804
SLC39A6,91.74592324857642,-0.9432977235222488,1.2040696599160947,-0.783424543383962,0.4333778481627254,0.886691031134804
MRPS18B,177.9820991948474,-0.820960176858382,1.0489734101261718,-0.7826320180600534,0.4338432338294904,0.886691031134804
PICALM,709.2383198986623,-0.739863643061861,0.9459254387800183,-0.7821585219402494,0.4341214173891529,0.886691031134804
WDR45B,196.12984656456445,-0.9305398025419929,1.1897536849477146,-0.7821281113181731,0.43413928744619557,0.886691031134804
TRIM55,125.92101341009845,-1.0379621812272235,1.329113623243062,-0.7809431511916765,0.43483593112415453,0.886691031134804
ITGBL1,153.00695953199764,-0.7631618000037067,0.9774122943356132,-0.7807982408513275,0.4349211688675899,0.886691031134804
TMX1,106.63175541896933,-0.7826737184819872,1.0024378443502082,-0.7807703219637774,0.4349375921507552,0.886691031134804
BAG3,229.37088349225195,-0.7743509331231619,0.9940542991785091,-0.7789825301928567,0.4359900057434003,0.886691031134804
FDCSP,7.729206398124979,1.6179084143439535,2.080222568368252,0.7777573606525467,0.4367120693627047,0.886691031134804
UNKL,172.556070412624,-0.6077627812840516,0.7815634206927446,-0.7776243938660237,0.4367904758341915,0.886691031134804
CDK4,88.1982788314374,-0.8956742779689207,1.152782828881325,-0.7769670535759926,0.437178208520286,0.886691031134804
THADA,408.15282673258235,-0.7055204129033189,0.910448324262821,-0.7749153841043864,0.438389660990272,0.886691031134804
HDAC9,150.84324044190947,0.7736018640644644,0.9997986637323238,0.773757649541709,0.43907412120212397,0.886691031134804
SOCS2,60.42834787853544,-0.9237549075503418,1.196493787161944,-0.7720515705655835,0.440083884123067,0.886691031134804
CYP4A22,380.5067007796767,-0.6924751104210186,0.8981858104872595,-0.7709708863529648,0.4407241883958284,0.886691031134804
SLC38A4,967.085498014057,-0.7624603553265767,0.9895750052851832,-0.7704927380485376,0.4410076610966115,0.886691031134804
ZMIZ1,548.2359818066858,-0.6813455596721261,0.8845679284309585,-0.7702580409858323,0.4411468406866288,0.886691031134804
MRPL24,138.23431058831213,-0.8026661496489488,1.0439271350027386,-0.7688909721144888,0.44195803723013993,0.886691031134804
CLTRN,1.2237748977274199,1.8710538432527934,2.435045053354372,0.7683857186442369,0.44225806241319654,0.886691031134804
KMT2A,802.4741935381853,-0.5169654015549199,0.6728881512977334,-0.768278354371227,0.44232183153323157,0.886691031134804
OGDHL,190.33884232637772,-0.8521828547579754,1.1107822704608838,-0.7671916246956203,0.4429675917721939,0.886691031134804
TACO1,105.4588280326753,-0.7857589700190015,1.0259715167795425,-0.7658682109279676,0.44375472256369686,0.886691031134804
ZBTB17,84.56271855333243,-0.8272178912285617,1.0801346465662405,-0.765847011627945,0.44376733783225053,0.886691031134804
HLA-DOA,94.51535392881658,-0.8913216882798867,1.164627530398992,-0.765327682039705,0.4440764441772542,0.886691031134804
EPHX1,1800.0069973844643,-0.6666030184965849,0.8714169362581804,-0.7649644972003229,0.4442926857726669,0.886691031134804
RHAG,65.26852513658791,1.0791843353424013,1.4129365750961578,0.7637882367571647,0.44499344795696205,0.886691031134804
ADH4,950.0104420168244,-0.869100554084285,1.1379049048540357,-0.7637725704291332,0.4450027854900379,0.886691031134804
TBC1D1,289.1140866147038,-0.6019755997314932,0.7882543208483994,-0.7636819536664079,0.44505679759550687,0.886691031134804
KRT19,34.938415071975136,-1.0251668695384963,1.3449002067967983,-0.7622624075433645,0.4459034056194814,0.886691031134804
GNPAT,316.6013295260342,-0.8432788806469067,1.1063038114856332,-0.7622489156161222,0.4459114565149619,0.886691031134804
ETV4,43.287060840004386,-0.8001369333726008,1.0508022800285026,-0.7614533662326061,0.446386322667533,0.886691031134804
SNRPE,92.6715819130353,-0.9412546211380716,1.2365384506090766,-0.7612012555488604,0.4465368684471419,0.886691031134804
ACSL1,1260.1507497052412,-0.6861397918457275,0.9014214817456814,-0.7611753277911216,0.4465523526287568,0.886691031134804
CPSF6,317.54597127394374,-0.6518766595900743,0.8566565511005655,-0.7609545024229303,0.44668424298514164,0.886691031134804
TSC1,351.1056742392092,0.6813121050271119,0.8963706425915726,0.7600785575231616,0.44720762892510535,0.886691031134804
CDHR5,310.33924682998065,-0.7307137271932042,0.9614841702955631,-0.7599851872429482,0.44726343917371036,0.886691031134804
AASS,545.545528177177,-0.7209136504712772,0.949085669679163,-0.7595875414650197,0.4475011684635456,0.886691031134804
MLYCD,82.7805906376637,-0.7378886320145537,0.9721875231497612,-0.7589982533656577,0.4478536016232112,0.886691031134804
RBM3,345.2384173845053,-0.5598403443904997,0.7379606295409872,-0.7586317236716563,0.4480728900959371,0.886691031134804
SYNJ2,239.38118078681381,-0.6669755743032487,0.8800408111203362,-0.7578916407912439,0.4485158549491459,0.88675407802503
SORBS2,420.29629981017035,-0.5742884556174898,0.758758081320422,-0.7568795242590225,0.4491220435513954,0.8871394211908058
CYP2B6,1253.262043304826,-0.6570317703796534,0.8698232431260791,-0.7553623975583026,0.45003156870032934,0.8872686153287771
TIA1,170.1898413870766,-0.8380516192683625,1.1104674391211407,-0.7546836491951743,0.4504388195019421,0.8872686153287771
CAT,923.3706486767411,-0.6856653934202398,0.9098811770811543,-0.753576852331218,0.4511033480389133,0.8872686153287771
DCN,1340.2157989743714,-0.6385826353207005,0.8477757139816317,-0.753244784899012,0.4513028317874238,0.8872686153287771
CTSS,335.9706374686812,-0.7102933933702327,0.9432120658495668,-0.7530580015751385,0.4514150605583229,0.8872686153287771
PKD2,279.912901126365,-0.6454566251416399,0.8589119377436777,-0.7514817256321119,0.4523627946552302,0.8872686153287771
SOD1,956.369680856123,-0.6471029137244124,0.8616185495710015,-0.7510317808809989,0.45263352954863156,0.8872686153287771
MAOA,235.92389021252163,-0.7321194796743264,0.9758111073336935,-0.7502676226700984,0.45309353852328305,0.8872686153287771
ACSM3,113.19687826060232,-0.8655336847165733,1.1538197417411813,-0.7501463646396208,0.4531665578487686,0.8872686153287771
COL6A2,1230.2620977344636,-0.6087006599559838,0.8129491210031404,-0.7487561573409124,0.45400418926519426,0.8872686153287771
OTC,218.36767036873977,-0.9666732562653542,1.293995803859771,-0.7470451243983413,0.45503632290790275,0.8872686153287771
ADRA1A,115.5142280382809,-0.6991289763345115,0.937142659662471,-0.7460219307339137,0.4556541672378758,0.8872686153287771
RPS5,600.8095470001439,-0.7396718071214535,0.9918842125682336,-0.7457239441348303,0.4558341919160195,0.8872686153287771
SPCS1,126.18706181972091,-0.9937471080390233,1.3341250922117318,-0.7448680141316996,0.45635151323401646,0.8872686153287771
SMYD2,117.37711705149233,0.7226257633605639,0.9703900349380131,0.7446755813055357,0.456467864441668,0.8872686153287771
HJURP,107.56348817068198,0.7678848711997829,1.0323936537049936,0.7437907705496278,0.45700306465624174,0.8872686153287771
NDC1,102.52384398074028,-1.018468067588111,1.3751885843915885,-0.7406024738335811,0.4589345076206297,0.8872686153287771
AZGP1,1100.2370324367243,-0.6988160447412185,0.9444573605682672,-0.7399127519327611,0.4593529362958143,0.8872686153287771
IFNGR1,144.07115273117634,-0.7737011197978971,1.04596555485707,-0.7397003813415466,0.45948181666311716,0.8872686153287771
KRT7,98.91283698695281,0.8075733407372141,1.0937558495800281,0.7383488198461291,0.4603025069496318,0.8872686153287771
GPX7,17.004189775574527,-1.197665470942087,1.6223720915712498,-0.7382187336458439,0.46038154066113746,0.8872686153287771
EIF3D,489.38035166650286,-0.6972787496854546,0.9445545609608132,-0.738209076007397,0.46038740845020754,0.8872686153287771
RBBP4,345.0423189701811,-0.5739516107954167,0.7794426594528636,-0.7363615576267111,0.4615106930659585,0.8872686153287771
NF1,1059.7326204910694,-0.5982652486919302,0.8129344380776872,-0.735932961711677,0.4617714964490466,0.8872686153287771
CCDC86,73.07582022022099,-0.8333658749098413,1.1342692412514157,-0.7347161014349697,0.4625124121185189,0.8872686153287771
TBCEL,40.614788078732985,-0.859344931524815,1.1704524042473219,-0.7341989545294073,0.4628274905813583,0.8872686153287771
MCUB,17.665444125019203,1.1259997556183854,1.5351608126560752,0.7334734878167094,0.46326969224334946,0.8872686153287771
PLA2G2A,173.15246648369114,-0.8869494841595633,1.2100536876705599,-0.7329835801475922,0.46356844416758625,0.8872686153287771
DNM2,397.4367254059398,-0.5944309085288823,0.8116850331413129,-0.7323418373606908,0.463959949406491,0.8872686153287771
APLNR,49.33700857106415,-0.8861246534137228,1.2102602137940774,-0.7321769676587043,0.46406056046805766,0.8872686153287771
LTF,51.95389309554206,0.9164491161815395,1.252027243272907,0.7319721843958144,0.4641855455292586,0.8872686153287771
METTL5,44.70993954590168,-0.91841776820313,1.2556091516973837,-0.7314519545844146,0.4645031408591026,0.8872686153287771
SLC25A10,2.5772890489233955,1.6512374272607395,2.2574807098523055,0.7314514006938163,0.464503479068445,0.8872686153287771
EIF3E,973.2339997441283,-0.6912998134100773,0.9451533881021869,-0.7314154740514311,0.4645254164117554,0.8872686153287771
SLC4A7,319.6495021473442,-0.724503696655693,0.9912876029825048,-0.7308713379203631,0.46485774451976836,0.8872686153287771
GPNMB,513.0975456167039,-0.6782725426351609,0.9282503585362389,-0.7307000060896622,0.4649624118465553,0.8872686153287771
FMNL2,259.9122415060335,-0.4431253981505253,0.6066711163764129,-0.7304211230580251,0.46513281067329837,0.8872686153287771
RRN3P1,241.59498324709935,-0.6775824024727265,0.9277826483408944,-0.7303245040036176,0.4651918534609891,0.8872686153287771
SLC39A10,150.2577063480696,-0.7789462741946082,1.066666398160205,-0.7302623158825863,0.4652298581070222,0.8872686153287771
C6orf106,138.28136481849498,-0.6716933793055357,0.9219214593591785,-0.7285798291021726,0.4662587207551946,0.8876879147189563
METTL26,60.79121200741757,-0.8693155616619934,1.1968056031990841,-0.7263632116513294,0.4676161375902256,0.8876879147189563
MTHFD2,52.50855304042649,-0.7976023903250075,1.0987316295919964,-0.725930126013747,0.467881607005438,0.8876879147189563
SMC4,539.646027188851,-0.8122959497872457,1.1191289282779815,-0.7258287488262288,0.46794376045119424,0.8876879147189563
ACSM1,67.23653386712132,-1.0324975973158879,1.4230116296640558,-0.7255721427657198,0.4681011037678071,0.8876879147189563
CD37,122.97518762563061,-0.6255347952803344,0.8626870022219024,-0.7251005215903704,0.4683903644552819,0.8876879147189563
HPGD,206.80256550203228,-0.9349377003604936,1.2917680930956092,-0.7237659029957902,0.46920946570776945,0.8876879147189563
DSG2,274.0379115631285,-0.5922302150102804,0.8190439904267288,-0.7230749775744322,0.46963382138311527,0.8876879147189563
CPT2,89.62452530226447,-0.6734549871659873,0.9320252500111582,-0.7225716118291052,0.46994311434312475,0.8876879147189563
STARD10,264.4271911953574,-0.7329957500854616,1.0149453853994619,-0.7222021604610472,0.4701701952459698,0.8876879147189563
PTGES3,480.6517820528574,-0.6784177084002596,0.9397143925594614,-0.7219403190712885,0.4703311710625592,0.8876879147189563
PRR11,55.671494462893506,0.7944410735536921,1.101915721302157,0.7209635530155467,0.4709319393721302,0.8876879147189563
HEATR1,380.92644598153703,-0.6961364646400361,0.9656539956587816,-0.7208963746534521,0.4709732735555744,0.8876879147189563
BAIAP2,212.0322400335413,-0.8291389471778052,1.1507672720997635,-0.7205096697483457,0.4712112481934191,0.8876879147189563
CYP1A2,306.490047206811,-0.6193361166248857,0.8611572351961566,-0.7191905163333057,0.47202354190763995,0.8882204106066832
PCCA,322.53282041977695,-0.6037011563250897,0.8401179785450281,-0.7185909262061256,0.47239300579653687,0.8882204106066832
CXCL10,18.274127015618483,-1.0859923653162753,1.5136369393243185,-0.7174721606629512,0.47308280816651305,0.8882204106066832
PIGH,25.7564536546993,0.8685179836348307,1.2106843295476748,0.7173777362422116,0.47314105321607747,0.8882204106066832
SBDS,127.77453494602557,-0.748689871452506,1.0450452388018316,-0.7164186234759522,0.4737328988124302,0.8885581415116625
CD14,179.40601621768207,-0.6880199143879157,0.9618763860325715,-0.7152893286275327,0.4744302811814495,0.8886751465818128
SLIT3,305.4407635808128,-0.6335843686131251,0.886610417655966,-0.7146141709999357,0.47484748581182745,0.8886751465818128
ATP6AP2,282.24137557130916,-0.708440854276886,0.9919942708352695,-0.7141582114989147,0.4751293537959763,0.8886751465818128
GAMT,194.89911898243034,-0.7192433270790324,1.0093877106228806,-0.7125540756140138,0.47612173826525184,0.8886751465818128
KIF1B,813.9018923181617,-0.4902203464132972,0.6881585086777373,-0.7123654510284723,0.47623850379552024,0.8886751465818128
DLGAP5,148.0177645729606,-0.8944174455498881,1.2573905745429774,-0.7113282568345808,0.4768808453055222,0.8886751465818128
RARRES2,669.9289687484219,-0.7189493181027159,1.0112011920005703,-0.710985433749677,0.47709326226695825,0.8886751465818128
PODXL,243.01978292357873,-0.6070097207921594,0.854522455396826,-0.7103496426086009,0.47748734252098557,0.8886751465818128
RETREG3,143.8590074903904,-0.649709820998973,0.9146668631646824,-0.710323995723452,0.4775032428782202,0.8886751465818128
SH3GL2,69.41645774977323,-1.1996548433707086,1.6920185125199942,-0.7090081074727795,0.4783194456766098,0.889134758206172
FUNDC1,32.28258649774755,-0.982708768204323,1.3878088917287124,-0.7081009309431792,0.4788825815506359,0.889134758206172
DENND5B,292.51153697901657,-0.5874199603339368,0.830659008656558,-0.7071734059490709,0.479458722993063,0.889134758206172
MPZL2,44.73673897455329,-0.797835435423369,1.1283311662664957,-0.7070933244388745,0.4795084841571683,0.889134758206172
PABPC1,4684.281292464022,-0.6549550230252125,0.9273672033269865,-0.7062520872805521,0.48003138355617003,0.889134758206172
UGT3A1,115.06644547990854,0.8620513906573274,1.2211341930453934,0.7059432088355929,0.4802234554057443,0.889134758206172
RPS3,1076.445645605332,-0.6552911477123122,0.929645999609883,-0.7048824477137522,0.4808833941134302,0.8894179826402421
ARID3A,110.59901216723676,-0.651784671996603,0.9253414727354944,-0.7043720520488477,0.48120110604597244,0.8894179826402421
SLC34A1,102.43484364068148,-1.339914510771856,1.9059525825686252,-0.7030156589552045,0.4820459909468314,0.8902167829386262
LAPTM5,410.8533752671508,-0.7423454531899589,1.0599962986367415,-0.7003283446788329,0.4837222741780107,0.892548285202711
LDLRAD3,43.92345743515057,-0.7794007118412032,1.1165025699438786,-0.6980733702031514,0.4851313108695907,0.8943831090134249
BDH2,65.8411522025504,-0.8519371436790284,1.2229630705798344,-0.6966172275955199,0.4860423715811307,0.8952975196417583
MAP4K3,327.35031722577617,-0.5820640487804111,0.8371706093939264,-0.6952753026074328,0.48688278877429014,0.8955063108421183
TNFRSF21,189.70461325152863,-0.44566371711304215,0.6411408093432104,-0.6951105133513238,0.48698604664710465,0.8955063108421183
ZBTB20,283.46400489434575,-0.5231408920610421,0.7536565328906385,-0.6941370096727523,0.4875962908107817,0.8958647353312233
ACSL6,25.45078946579385,-0.667807208946254,0.966975576581363,-0.6906143496480166,0.48980792729112443,0.896640204517846
FGG,8311.527717759689,-0.6935693073574111,1.0057927570571423,-0.6895747682521909,0.4904616392213237,0.896640204517846
LUM,339.862116873822,-0.7389172465237944,1.075567825307218,-0.6870019994440937,0.49208146844913225,0.896640204517846
ANXA1,220.52917902720728,-0.6532197763504592,0.952840845650023,-0.685549721480334,0.4929970962349186,0.896640204517846
CDCA7L,46.51990284504073,-0.8743690008525724,1.2771908731679904,-0.6846032329402386,0.4935943264151712,0.896640204517846
NTS,8.274951325046526,1.4133342359858951,2.0653218534109032,0.6843167003979341,0.49377520355909676,0.896640204517846
ICAM3,7.035780098719193,1.2570884807012643,1.8375158670909446,0.6841238779022999,0.4938969450656866,0.896640204517846
SNX10,43.81357668840111,-0.7335145745425509,1.0722820041836256,-0.6840687167001437,0.4939317749102613,0.896640204517846
ITIH3,2956.2396907672787,-0.6577685678414223,0.9618449498915069,-0.6838613312006436,0.49406273386442867,0.896640204517846
KNG1,2283.5574527146377,-0.5734038303028153,0.8391367353703015,-0.6833258587467019,0.49440095772584247,0.896640204517846
KIF14,174.64947328756372,-0.8022180293792993,1.174533746583514,-0.6830097744852309,0.49460066613341946,0.896640204517846
DUSP3,181.1312134639998,-0.5006049803963439,0.732945100699546,-0.6830047433546532,0.49460384525178647,0.896640204517846
CCL21,57.56335690519542,-0.7982546051758713,1.1701335991693025,-0.6821909957483193,0.49511818753210834,0.896640204517846
RFC2,122.85833590744143,-0.5854990169930587,0.8584135830436505,-0.6820710069813585,0.49519405253061277,0.896640204517846
ALCAM,196.26190218521864,-0.6131303504442177,0.8995585834230683,-0.6815902396385212,0.4954980883742396,0.896640204517846
CENPE,278.6228241211203,-0.7255599702332081,1.0650658690335935,-0.68123483375874,0.4957229100603112,0.896640204517846
COX5B,300.19340024012405,-0.7198132111803874,1.0568186621331683,-0.6811132666104308,0.49579982317274773,0.896640204517846
DDX18,288.9665701160494,-0.6251477761190206,0.9182663963693849,-0.6807913026009792,0.4960035541542598,0.896640204517846
RPS19,609.9808047609702,-0.528431875352515,0.7772285456565057,-0.6798925210681264,0.4965725175290808,0.896640204517846
DHRS7,141.99351755896606,-0.7069211432249471,1.0423172652352453,-0.6782206980572264,0.4976317709069421,0.896640204517846
RAPGEF2,387.31907333528795,-0.5558221266396417,0.8196437002159116,-0.6781265158180638,0.4976914797746068,0.896640204517846
FOXQ1,53.08788294203717,-0.9123837565725819,1.3469371062094335,-0.6773766587663644,0.4981670039003271,0.896640204517846
TMEM51,42.73775071716683,-0.9508099112507238,1.403809020176138,-0.677307167560032,0.4982110841941527,0.896640204517846
ALDH8A1,142.21163159492238,-0.7445060601237671,1.099295744140588,-0.6772572932189511,0.49824272221855925,0.896640204517846
KCNJ3,46.86776333534395,-0.8293954256856588,1.2255194477421,-0.6767705132821342,0.4985515694862078,0.896640204517846
LSP1,193.30780219300667,-0.5959298361778401,0.8816593922699458,-0.6759184344915126,0.49909243286213256,0.896640204517846
CDC25B,146.24838685750512,-0.6540138416297848,0.9679300341763868,-0.6756829714311803,0.49924194975703895,0.896640204517846
PPIC,46.208212728187384,-0.6476874690697196,0.9600707793994103,-0.6746247078521567,0.4999142311411744,0.8966566111626016
CRY1,129.38879788778775,-0.7230899599201889,1.0722610734199478,-0.6743599836315171,0.5000824771574455,0.8966566111626016
AOX1,2620.3772175949,-0.6556375370548125,0.9733390440796768,-0.6735962571754623,0.5005680333700494,0.8967817674245819
FILIP1L,293.1210611413118,-0.5927964955042853,0.8823847039331181,-0.6718118444959097,0.5017034873289317,0.8980700598908761
SLC2A2,615.1032428127829,-0.6526850340165238,0.9741917221170405,-0.6699759597609365,0.5028731153480539,0.8982864097740894
IGFBP5,287.81589744087773,-0.625353517780051,0.9352417497799081,-0.668654407191741,0.5037159575152654,0.8982864097740894
PGRMC1,265.9657013702467,-0.6407750046971893,0.9637261420106797,-0.6648932479514376,0.5061187746854787,0.8982864097740894
RB1,422.7228843692959,-0.402680995146199,0.6059570484676083,-0.6645371914800401,0.5063465534503889,0.8982864097740894
PHKA2,424.825639412319,-0.5287536703148902,0.7972163184686177,-0.6632499336322912,0.5071704960056347,0.8982864097740894
EPS8L3,69.10765505650838,-0.8465542056488234,1.2764257410505309,-0.6632224487670453,0.5071880960781666,0.8982864097740894
NFE2L2,344.5765126608595,-0.6052251781340339,0.9147409220394206,-0.6616356211381476,0.5082047729060257,0.8982864097740894
NEK2,60.582166702608056,-0.7808594588268767,1.1803972869466242,-0.6615225801194051,0.5082772387942891,0.8982864097740894
IL13RA1,301.9487259665214,-0.5932916777913735,0.8983618303744921,-0.660415055194468,0.5089875134518527,0.8982864097740894
GPR37,55.6494178140257,-0.9594004232661986,1.453226129325183,-0.6601866040708364,0.5091340877331928,0.8982864097740894
GSTA2,315.9953583230167,0.725739186776275,1.0995695914703227,0.6600211504629107,0.5092402566014445,0.8982864097740894
MSRA,70.83450008741875,-0.7197201695942269,1.0908847105184087,-0.6597582335279064,0.5094089899397201,0.8982864097740894
NUP133,204.69253108560682,-0.6532334783070268,0.9905112055720736,-0.6594912552551582,0.5095803596932753,0.8982864097740894
EIF3H,539.25808153493,-0.5495397311461255,0.8340632442085221,-0.6588705772157687,0.5099788811699288,0.8982864097740894
MAP3K20,190.38327362136786,-0.46508600329438865,0.7063343181597441,-0.658450242805851,0.5102488597125012,0.8982864097740894
LDLR,549.2351342919187,-0.5252913312974677,0.7997472464973664,-0.6568216815976216,0.5112955813041011,0.8982864097740894
WNK3,148.64065889577415,-0.6160260500381137,0.9382466630523357,-0.6565715331552974,0.5114564579569129,0.8982864097740894
CENPK,94.04551505160985,-0.6198452996272003,0.9463017716086759,-0.6550186401674887,0.5124557528329113,0.8982864097740894
TTR,1156.0034892200167,-0.5677823737632985,0.867086103579815,-0.6548165994347923,0.5125858419102504,0.8982864097740894
