,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SREBF2,917.115732647475,-1.1361035702002535,0.8708592250179147,-1.304577752135407,0.19203666802208696,0.886691031134804
PPP1R2,149.92888953601485,-1.2725369411901497,0.9759414288581368,-1.3039070824967778,0.19226526515122455,0.886691031134804
MARCKS,517.5806281631665,-1.0977309479163369,0.8419395458616178,-1.303812076902682,0.19229766389082814,0.886691031134804
GJA5,28.714395316227883,-1.8060083674926593,1.3858684799133696,-1.3031599994290604,0.1925201432018997,0.886691031134804
RTL8C,42.743330526650645,-1.4405205275935813,1.108061514420683,-1.3000366034251398,0.19358842411484012,0.886691031134804
ARHGAP35,845.0239337206699,-1.0632721944110681,0.8201897714491111,-1.296373389944231,0.1948468752239334,0.886691031134804
IPO5,480.75136432610094,-1.0744427034538955,0.82968186089506,-1.2950056571018531,0.19531827797103962,0.886691031134804
ALDOB,3401.999548949656,-1.0560162611289674,0.8161123671569231,-1.2939593904302584,0.19567944832162265,0.886691031134804
ANXA9,173.83576538557404,-1.991771923022538,1.540389912333923,-1.2930310092752446,0.19600033438948627,0.886691031134804
GCN1,635.2364646823938,-1.123313509900265,0.86933250591498,-1.2921563409365069,0.19630300775950804,0.886691031134804
ADH5,335.6443069041529,-1.2826882543247922,0.9929100003139163,-1.2918474523564676,0.19640997844494235,0.886691031134804
ARPC2,887.6481316595716,-0.9679798539763337,0.7496808633514096,-1.2911892263716453,0.1966380700131558,0.886691031134804
YWHAH,88.21812246873624,-1.3846658701258792,1.0726844785619047,-1.2908417132894778,0.19675857010195585,0.886691031134804
PDCD2,70.97457527708549,-1.6603775027818461,1.2882887973467838,-1.2888239858961552,0.1974592852644642,0.886691031134804
MMP14,312.6721621859091,-1.1616661141090694,0.9016998817879694,-1.288306827550666,0.1976391773877535,0.886691031134804
HGD,1006.1345776215721,-1.3804078404425815,1.0741132197126018,-1.2851604608422327,0.19873621727781576,0.886691031134804
UBA2,376.1339311899217,-1.3922203159809445,1.0836574076189769,-1.284742120703946,0.19888241406503948,0.886691031134804
HCN2,68.1611765657872,-0.908728926656028,0.7073519667928284,-1.2846913125530044,0.19890017527599635,0.886691031134804
TP53INP1,295.34158038695307,-1.2236502978951038,0.9526677140945542,-1.2844460663370967,0.19898592329286047,0.886691031134804
SULF1,570.9830638973922,-1.2920031237095277,1.0072339156458232,-1.2827240064499963,0.19958878625849985,0.886691031134804
H1F0,390.7505341711443,-1.2846177064238853,1.0023978985708406,-1.2815446922378995,0.20000241251834705,0.886691031134804
SEC61G,49.33549682481263,-1.4432988727270526,1.1266382639739254,-1.2810667974618477,0.2001702048379832,0.886691031134804
PREB,106.09904040901866,-1.4024444203700581,1.094844486598068,-1.2809530828691236,0.20021014598918774,0.886691031134804
SUCO,390.19592370901296,-1.2379416319243222,0.967556851993837,-1.2794510517633206,0.2007382660166096,0.886691031134804
F5,3954.9760722534725,-1.0752896190690044,0.8409815367394751,-1.2786126354663536,0.20103349822359962,0.886691031134804
BPHL,76.42125375512303,-1.3092179433430284,1.0247054874738162,-1.2776529054905468,0.20137183742675424,0.886691031134804
CRIP2,90.96387472243096,-1.2730897300677344,0.997492401779502,-1.2762901529841966,0.20185296977668654,0.886691031134804
RPS4Y1,244.4718681906826,-1.4988612164320252,1.1746700119270004,-1.275984915945204,0.20196085131936803,0.886691031134804
IFIT1,147.4893306447271,-1.4810080820644627,1.161839502362578,-1.274709698760338,0.20241201269676434,0.886691031134804
ALDH2,429.53991748293595,-0.9764009523529202,0.7667597444582248,-1.2734118599859767,0.20287193102898016,0.886691031134804
NCOA4,680.5831871034259,-1.2463305572109122,0.9790024443128028,-1.2730617420324795,0.2029961334649396,0.886691031134804
IQGAP2,1402.8383284385727,-1.1471710042502985,0.9027416527529902,-1.2707633471346975,0.20381285182472053,0.886691031134804
MOK,113.94178092892817,-1.3265955877462816,1.0446093409554338,-1.2699442133390595,0.204104502490553,0.886691031134804
CUX2,210.43948484656121,-1.1148817290568416,0.8781808420860556,-1.2695354710864792,0.20425014772829253,0.886691031134804
MOSPD3,41.224914167049256,-1.685092977280091,1.329470265246326,-1.267492038994851,0.2049794084062473,0.886691031134804
SARDH,282.9677853169682,-1.2997843668946878,1.0258512167120502,-1.2670300972694843,0.20514452834194996,0.886691031134804
CTBS,10.076551219322916,2.3196588189942577,1.8308397793775226,1.2669917079160973,0.20515825487253703,0.886691031134804
CTSK,207.36342804997068,-1.430804985734903,1.130160296948534,-1.266019510327976,0.20550609727333846,0.886691031134804
GTF2I,2282.9302644578593,-0.972423529940077,0.7683794892531169,-1.265551128759691,0.20567383233083347,0.886691031134804
SLC26A1,54.016018819367126,-1.5031351032078826,1.1878496505301015,-1.2654253865689808,0.20571887958754753,0.886691031134804
DHCR7,481.7738529587638,-1.2712678785406621,1.0052873793158263,-1.2645815561773546,0.2060213680967019,0.886691031134804
UBR5,1017.0315149680857,-0.9284966907264411,0.7347182148424383,-1.2637452998569785,0.2063214601427712,0.886691031134804
CSDE1,1552.2837996224052,-1.2164837407187878,0.9632710837850368,-1.2628674951383239,0.2066368032553456,0.886691031134804
CCT8,408.0057274307957,-1.3684766759558653,1.0841654282262183,-1.2622397286683484,0.20686253697654944,0.886691031134804
VIL1,134.45687220899404,-1.3722079328935113,1.0897031048891033,-1.2592493558446436,0.20794027943422733,0.886691031134804
CLIC4,198.7883947177665,-1.2864033908542614,1.0222909780967515,-1.2583534614080434,0.20826395470531178,0.886691031134804
STX3,134.5516497616946,-1.2791177201004746,1.016685663215077,-1.2581250689180625,0.20834652840471568,0.886691031134804
LRRC8B,104.71750809316245,-1.4036235119703995,1.115840947186589,-1.2579064386455858,0.2084255948738155,0.886691031134804
GADD45G,53.12527801535649,-1.465079058439946,1.1651072032205072,-1.2574628792872258,0.20858607256464146,0.886691031134804
CYR61,870.6133398071144,-1.1200972724215452,0.8910569416495506,-1.2570434279407425,0.20873791045560108,0.886691031134804
CAP1,488.1797697517513,-1.1077576953178174,0.8814690862336423,-1.256717578209198,0.20885592061051217,0.886691031134804
P2RX4,199.8807301860586,-0.8502832291334426,0.6766450662683248,-1.2566163141079658,0.20889260439099,0.886691031134804
PON2,558.3324183797888,-1.2681035826935425,1.0095380477768652,-1.25612262508191,0.2090715142947579,0.886691031134804
ATP6AP1,218.9571111536681,-1.0860146550666436,0.8646931191097079,-1.25595385352992,0.20913270153382724,0.886691031134804
ELF3,183.6910414666708,-1.1513379925106266,0.9174910506606299,-1.2548765371407358,0.2095235826339027,0.886691031134804
ENO1,712.2236861693743,-0.9890080845397217,0.7883015388489505,-1.2546063096411504,0.2096217118188748,0.886691031134804
SLC9A3R2,261.412800162656,-1.1496083937242372,0.9169945716412451,-1.2536697918142066,0.20996205215329977,0.886691031134804
CYP27A1,486.79289325415226,-1.2256411191985435,0.9778894328563192,-1.2533534753704882,0.21007709516332373,0.886691031134804
CADM1,207.2030055515616,0.975569908250485,0.7783859645807797,1.2533241253597165,0.21008777195609807,0.886691031134804
SULT1E1,21.851374811902495,-2.0069866762868522,1.605083140958055,-1.2503942163948625,0.2111555762847619,0.886691031134804
USP14,147.06441492043643,-1.1769826792819669,0.9422776764476226,-1.2490826310554015,0.21163485269654614,0.886691031134804
RPS18,3417.761360911294,-1.1163078104897384,0.8948711862261691,-1.2474508372511208,0.21223223600890584,0.886691031134804
BOP1,267.8654456100035,-1.2082550581456728,0.9701882555872512,-1.2453820701161968,0.21299134083594107,0.886691031134804
PTBP3,422.5018176354973,-1.155381717339704,0.9280027474240569,-1.24501971631744,0.213124502924518,0.886691031134804
CSRNP2,78.05125268721712,-1.3113616517879536,1.056680359590393,-1.2410201816340034,0.2145982935508184,0.886691031134804
PNPO,169.83976802858757,-1.2148843653044006,0.9790574957903468,-1.2408713181075048,0.21465328982426835,0.886691031134804
ENPP5,12.057571357639173,1.764651578889793,1.4242819432946314,1.2389763046548372,0.21535427337075885,0.886691031134804
CFB,442.57803696768184,-1.308398759808342,1.0560969925522776,-1.2389001853383985,0.21538246504578062,0.886691031134804
CLIC1,364.10704813805563,-1.2425638636387808,1.0048648596132692,-1.2365482300943353,0.2162548496990102,0.886691031134804
KNTC1,531.1033874280105,-1.2587249938530176,1.0181399237063895,-1.2362986310082147,0.21634757980372288,0.886691031134804
ID2,407.5732244955646,-0.7302931003641785,0.5924158848369528,-1.2327372021180236,0.21767382729470253,0.886691031134804
USP39,244.04672166834717,-1.3198820856635896,1.0710570318763433,-1.2323172775882338,0.2178305882326793,0.886691031134804
LITAF,409.29808858312634,-1.0373753409288249,0.842369936010235,-1.2314961593266316,0.21813735223358843,0.886691031134804
GSE1,349.64084978241357,-0.8089551303534083,0.6596179787424261,-1.2263994560847118,0.2200483906163242,0.886691031134804
ZFP36L2,551.8684055220604,-1.1629769049143586,0.9491625584319915,-1.2252663093196456,0.22047489785344476,0.886691031134804
ARHGDIB,180.55460817147707,-1.0851218637048836,0.8869615378854594,-1.2234147901067323,0.22117306993324393,0.886691031134804
SLC6A12,165.4846382914371,-1.3572497297897195,1.1096552872761196,-1.2231273489638137,0.2212816003761363,0.886691031134804
SUMO1,203.877220798347,-1.4370995087076919,1.1749860448912444,-1.2230779377815575,0.22130026062196317,0.886691031134804
OLIG2,18.89571078089581,1.763597110489896,1.4425431399540445,1.2225610878757356,0.2214955177679453,0.886691031134804
CTNNB1,795.9639325094012,-0.9073107901667424,0.7428057473882692,-1.221464418331278,0.22191022975280872,0.886691031134804
ME1,86.92168085158677,-1.3959977273276813,1.1437774290955398,-1.2205151909944478,0.2222696344120636,0.886691031134804
RAB4A,146.16522465497604,-1.2518312545535515,1.0269454493210992,-1.2189851519193367,0.2228498281089284,0.886691031134804
ODC1,232.1944712570536,-1.1357731862288776,0.9317802875085238,-1.2189281115463475,0.22287147886394454,0.886691031134804
ATP1B3,159.70438067470252,-1.2563542223978241,1.03139431291798,-1.2181124199176514,0.2231812547907377,0.886691031134804
PKN1,329.4709862964897,-1.1359911609434943,0.9330888379505038,-1.2174523097271832,0.22343217085764755,0.886691031134804
FGF8,21.412170901765073,2.2808779472352096,1.8742005094138672,1.2169871557384893,0.223609102812371,0.886691031134804
POU3F2,294.21015994555535,0.5801228648102262,0.47676180896072234,1.2167981031761275,0.22368104191011384,0.886691031134804
PF4,5.645373449538066,2.588615346636767,2.1285701559721546,1.2161287422798155,0.22393588305707246,0.886691031134804
TKT,307.6742973870449,-1.0503464067793806,0.8653888238368146,-1.213727723132051,0.2248517142197768,0.886691031134804
CAND2,180.299471782418,-1.9174315169724077,1.5802586379241252,-1.2133656294967023,0.2249900610399036,0.886691031134804
EPAS1,1177.1143561742463,-0.872351619335427,0.7192504295041453,-1.2128621458548596,0.22518253044813863,0.886691031134804
DRG2,109.98362378036335,-1.2285453736543381,1.0132192359515437,-1.2125168276148799,0.22531460508329504,0.886691031134804
LONP2,663.9042496010067,-0.8893117555684507,0.7336687964078028,-1.212143353953049,0.22545751064586284,0.886691031134804
ABCC1,197.55036284002725,-0.968933869671872,0.7997792098532422,-1.2115016966365872,0.22570318481079965,0.886691031134804
GJB1,328.7960085128653,-1.2331487702005035,1.01924084612101,-1.2098698505790624,0.2263288377964664,0.886691031134804
ELOVL2,139.31040036376282,-1.351516090658207,1.1180424025712559,-1.2088236434951056,0.2267306060719234,0.886691031134804
UNC5B,138.07463220754303,-0.9567350680645225,0.7922565863672347,-1.2076075914388764,0.2271982377893489,0.886691031134804
PALMD,321.04979820057997,-1.2155900626353944,1.0072426636435488,-1.2068492593812303,0.22749020157804012,0.886691031134804
MRPS33,134.97849838436937,-0.9375452497286492,0.7772145008319369,-1.2062889314662721,0.2277061039528584,0.886691031134804
CYP2E1,4213.66037501966,-1.306520784095758,1.0861777611892154,-1.2028609227510765,0.22903014443642533,0.886691031134804
APOC1,3224.6758683945645,-1.2959569684922163,1.0774163049010392,-1.202837717043135,0.22903912608712107,0.886691031134804
CUL4B,289.38623446490243,-1.2769439782225032,1.0619320314887364,-1.2024724185335467,0.22918054604631422,0.886691031134804
RALGDS,24.036772512204614,-1.490687833362114,1.239795543903333,-1.2023658583808743,0.2292218109518911,0.886691031134804
CRYAA,29.294049382867744,1.5892623430260595,1.323532808365827,1.2007729109400243,0.22983930258373875,0.886691031134804
RGCC,63.129528955137665,-1.5837590668638728,1.3191771570513857,-1.2005658666830457,0.22991964821583777,0.886691031134804
CTSC,168.98136547676006,-1.1137731416896899,0.9287406775453504,-1.1992294174444666,0.2304387515980605,0.886691031134804
PCSK6,924.3293271782976,-0.46402945724190703,0.3872092383272602,-1.1983945921499946,0.23076343677399314,0.886691031134804
TACC1,451.08753409486746,-1.0802738112645613,0.9017143591255437,-1.198022189989499,0.2309083784348569,0.886691031134804
CLUH,446.58465407573163,-1.2047611538718037,1.0056876288850036,-1.1979476720893056,0.23093738911571215,0.886691031134804
MTIF2,305.3065607065285,-1.1030926423737277,0.9212019076280525,-1.197449368308425,0.23113145111113031,0.886691031134804
MYLK,800.2936432320954,-0.8447007441512936,0.7055665558270132,-1.197194987737475,0.23123056304990053,0.886691031134804
EMC1,300.60993097243096,-0.9235435556031172,0.7726949945351307,-1.1952239397625968,0.23199954755797736,0.886691031134804
AGL,577.9919809013412,-1.2019244545011545,1.0079726634790505,-1.1924177093778248,0.2330974997365589,0.886691031134804
SGO2,124.26929707938204,-1.3152100559883924,1.1033998978254762,-1.1919613719199544,0.23327639191613214,0.886691031134804
GK,350.07137105382947,-1.107096701516982,0.9313948084637618,-1.188643839815923,0.23457984877320726,0.886691031134804
GPT,203.59845269085176,-1.2158935973607694,1.0236141481473313,-1.1878436807086443,0.23489500158356214,0.886691031134804
CDH1,726.3100533391089,-1.0288796524312551,0.8665779963505312,-1.187290303659029,0.23511313144214607,0.886691031134804
RPS6,2049.252218655224,-1.1055088718915744,0.9325532155831642,-1.1854646506154116,0.23583378316912573,0.886691031134804
RIT1,90.78731081732836,-1.3476815400522097,1.1387247125061561,-1.183500740127236,0.23661075336827042,0.886691031134804
CTH,246.21496153322954,-1.098946792265354,0.9286052255451924,-1.183438087611614,0.23663556996257928,0.886691031134804
SDS,328.2962756423159,-1.1477841569937468,0.971336407376138,-1.1816546237510497,0.23734276995448156,0.886691031134804
PTPN12,467.9887401678014,-1.0847782396767969,0.9186604845658667,-1.1808260591391748,0.23767182962607158,0.886691031134804
IDH2,505.3587491035932,-1.0601178361145576,0.8979407497404592,-1.1806100084231326,0.2377576858675715,0.886691031134804
EIF3B,543.4392001932647,-1.019224482184854,0.8635176613319573,-1.1803168919703648,0.23787420222262912,0.886691031134804
CRAT,215.7411105993609,-1.169202144920033,0.9906762639408923,-1.1802060748573584,0.23791826349745637,0.886691031134804
EEF1E1,39.46623272432681,-1.5000412496045432,1.271614510572158,-1.1796352095177065,0.2381453328846227,0.886691031134804
STK38,166.17555219166013,-1.1836025908074577,1.0039967789975204,-1.1788908247188519,0.23844165175180465,0.886691031134804
RPS3A,774.4677076316823,-1.107950110774167,0.9398509082623335,-1.1788573070835542,0.23845500030952205,0.886691031134804
TESK1,126.5693449301353,-1.1756557934804408,0.997660581829948,-1.1784125933130556,0.2386321596117693,0.886691031134804
FYB1,249.27583271667157,-1.0196275405724322,0.8656356762598226,-1.177894544478535,0.23883865028567453,0.886691031134804
APOC3,3161.450455611685,-1.1125823245056956,0.9455662335390851,-1.1766307689959477,0.23934291125279006,0.886691031134804
LGALS1,84.84707253174022,-1.2191198445330687,1.0367407538970808,-1.17591581111327,0.23962852000205892,0.886691031134804
COL16A1,423.82103888093104,-1.094493738674318,0.930994452288558,-1.17561789544916,0.2397476011578662,0.886691031134804
AKAP13,886.4995422013778,-0.8595764184542057,0.7313415087699952,-1.1753420367180882,0.23985790303714183,0.886691031134804
CUL4A,360.1179764383337,-1.0752802722091948,0.9159341241224559,-1.1739711884186061,0.24040656615378353,0.886691031134804
SCP2,806.8140382585611,-1.145484912542931,0.9760767827666553,-1.1735602493239254,0.24057121099623302,0.886691031134804
TBCE,55.40674423964503,-1.0572040694260803,0.9013539329515216,-1.172906702658101,0.24083322139660313,0.886691031134804
LCP1,522.8504443489544,-1.0552361306181264,0.9016207364715983,-1.1703769533381478,0.2418493060591862,0.886691031134804
DST,4902.975212911527,-0.932358969957338,0.798595433400191,-1.1674984991932902,0.24300911404818748,0.886691031134804
RPL35,498.3806260096993,-1.1265886177998916,0.9662449308103745,-1.1659451779530055,0.24363661137602288,0.886691031134804
KRT8,610.8376854263847,-0.800673407955375,0.6870622324751308,-1.165357910987134,0.24387414671413143,0.886691031134804
PTPRG,318.79144515826107,-1.0947849061409336,0.9394885705483097,-1.1652988024133055,0.24389806371513378,0.886691031134804
CTNND1,541.3145452546374,-0.9322696242222173,0.801056593599612,-1.1637999508037116,0.24450509210192573,0.886691031134804
TFPI2,36.462283865028134,-1.615777616692313,1.389274345518178,-1.1630371077568935,0.24481444714486333,0.886691031134804
C4BPA,1866.4227577826066,-1.225626276802744,1.0538503357540432,-1.1629984213325633,0.24483014293030403,0.886691031134804
DCTN2,223.59210092429137,-1.1091980507936392,0.9543648030072126,-1.1622369635788594,0.2451392239368062,0.886691031134804
PEG3,117.96260801940633,-1.336912478707556,1.1506094164074336,-1.1619168587041633,0.2452692384326427,0.886691031134804
PAPOLA,580.5735439603587,-0.8534596392228317,0.7346884155252266,-1.1616620341191797,0.24537277311955674,0.886691031134804
CPD,584.0775587042908,-1.1119559815500821,0.9582281325472415,-1.1604292796060875,0.2458740715267067,0.886691031134804
PLEKHA3,130.7632263138354,-0.9214463250000461,0.7942652028132944,-1.1601242528770932,0.24599822108702007,0.886691031134804
TEX10,144.35009598012908,-0.9448318961933174,0.8161626542817907,-1.1576514696384308,0.247006296045841,0.886691031134804
CDK2AP1,54.04065988488234,-0.9221788739140577,0.7966680518975752,-1.1575446909381262,0.2470498913944359,0.886691031134804
PBK,35.22892579984559,1.7479329006625288,1.51187993591462,1.1561320837326328,0.24762713450088525,0.886691031134804
HDAC2,317.9118924953891,-1.0962394524833097,0.9483911224800994,-1.1558938358855344,0.24772458428130684,0.886691031134804
ZBTB22,78.77595200476554,-1.212453372742619,1.0495040300786755,-1.15526318908154,0.24798266535363245,0.886691031134804
AGPAT5,79.73524717663523,-1.3380651208286176,1.1614192473837444,-1.1520948390021883,0.24928210369338444,0.886691031134804
LGALS3BP,419.51577743678473,-1.0237185434627074,0.8893338918099858,-1.1511070846284963,0.24968818375254143,0.886691031134804
SPRR3,3.009858215751215,2.671090586402537,2.32190939042205,1.1503853670693913,0.24998518433092531,0.886691031134804
GUCY1A1,172.42370472834102,-1.1097453475061507,0.9653731691698653,-1.1495506431574358,0.2503289968396921,0.886691031134804
DGKZ,343.15672551898314,-1.0235089763155099,0.8913870287367001,-1.148220630679422,0.25087749458591,0.886691031134804
DAPK1,465.4911156065043,-1.0503945126133432,0.9150305832181103,-1.1479337760702661,0.2509959034416891,0.886691031134804
VIM,1269.0188669426095,-1.0509260587740337,0.9166179434677258,-1.146525732191317,0.25157768632147925,0.886691031134804
SC5D,231.57893688078497,-1.175693825028221,1.0256348818733716,-1.1463083459883496,0.25166759083471646,0.886691031134804
TFR2,982.4761265175403,-0.9536489304967157,0.8323052881759472,-1.1457922279776707,0.25188113175168825,0.886691031134804
M6PR,102.64309651179776,-1.211042814491422,1.057259834908617,-1.1454542908991687,0.2520210197432943,0.886691031134804
LANCL1,87.51281950874528,-1.1974658571506411,1.046473949087515,-1.1442863515090704,0.2525049016627243,0.886691031134804
GGH,277.5998716785591,-1.3343228808719865,1.16656379785321,-1.1438061795912904,0.252704026494474,0.886691031134804
SQLE,384.9987781984709,-1.4043769178316114,1.228219959679903,-1.1434246014025193,0.2528623430190511,0.886691031134804
GBF1,541.7835563512713,-1.07690981242368,0.9418753275291084,-1.1433676846051564,0.2528859636797768,0.886691031134804
PKDCC,56.40243571670814,-1.2618214321127958,1.1040143856078668,-1.1429393027501549,0.2530637929043146,0.886691031134804
ACYP2,57.135707715253176,-1.153942618803893,1.0105276528338347,-1.1419208722966443,0.2534869118598153,0.886691031134804
SMAD2,347.54708908763956,-0.6470422194626005,0.5667554370711362,-1.1416603655473838,0.2535952215374164,0.886691031134804
F13A1,278.6707046931631,-1.1026075132459026,0.9661453498655808,-1.141243927116461,0.2537684291199316,0.886691031134804
BMPR2,467.5508364272669,-0.7898256852831672,0.6925150796793141,-1.140517670241802,0.2540706952726577,0.886691031134804
MMP11,64.82890758972269,-1.2900341317638588,1.1326748459686062,-1.138927147852998,0.2547335414025884,0.886691031134804
FYN,121.88710328905705,-1.053718758589958,0.9257224741466281,-1.1382663681805094,0.25500927297364395,0.886691031134804
IDH1,327.47067132479924,-1.0258939962223144,0.901383424636308,-1.1381327503733987,0.25506505451798955,0.886691031134804
FAM50A,380.43311475158197,-0.6780363082262036,0.595760144938151,-1.138102832133214,0.25507754567466534,0.886691031134804
PROZ,197.03253062810768,-1.4484259752099797,1.273269052474567,-1.1375647373153377,0.25530227812299766,0.886691031134804
HAL,841.6724817142175,-1.1760199787447987,1.0339756930112534,-1.137376813298066,0.2553807960119159,0.886691031134804
GOLGB1,1104.6483737385615,-0.9234384298063394,0.8119323173937795,-1.137334245753985,0.25539858379599434,0.886691031134804
ACTR3,697.8668334813656,-1.0920876203276777,0.9605962169674693,-1.1368851980026706,0.25558628073254575,0.886691031134804
TMEM230,201.62117089194746,-1.144702056287906,1.0081008440295331,-1.135503519382403,0.2561644081504505,0.886691031134804
SLC6A1,335.1967094280052,-0.9173200957933856,0.8083383221169756,-1.1348219807159396,0.2564499145389021,0.886691031134804
ANXA5,520.6138697283717,-1.1700896295106389,1.031524034322672,-1.1343309419629306,0.25665575467482526,0.886691031134804
SLC44A1,379.0009771566745,-0.7662446025652633,0.6755166604490698,-1.1343089629438294,0.2566649708129487,0.886691031134804
PRKD2,199.22188099512925,-0.765519238701316,0.6753492884127674,-1.1335160217618199,0.2569976168364385,0.886691031134804
FSHB,12.72929188010253,2.2814738178876963,2.0172250673926477,1.1309961663507395,0.2580567049991085,0.886691031134804
LDHAL6A,13.329943816674422,1.7613007709481632,1.5588322844350053,1.1298847146898436,0.2585248055425998,0.886691031134804
SERPIND1,1646.2340479944453,-1.1640794173319304,1.0318242608875294,-1.1281760484393348,0.2592455771061086,0.886691031134804
DCXR,1141.6477887527542,-1.245517373111452,1.1040232195866682,-1.1281622985952753,0.2592513828821327,0.886691031134804
LGMN,329.7121488145099,-0.9199080470355524,0.8165528335951694,-1.1265750471838107,0.25992219409186157,0.886691031134804
ALAD,253.58270026094226,-1.0569263249738559,0.9389362704273436,-1.1256635389032428,0.26030796242041365,0.886691031134804
TNK2,249.90675435894693,-0.8568296331292171,0.7620804187262429,-1.1243296797486806,0.2608731917948198,0.886691031134804
SLC25A37,139.85363025458312,-0.9707163140157327,0.8645463124291326,-1.1228042963809448,0.26152062027398726,0.886691031134804
MPZL1,106.89178806817603,1.0561103949983435,0.9412866706564986,1.121985924077477,0.26186842480679795,0.886691031134804
S100A6,60.79623280806622,-1.303719746484603,1.1626720451788035,-1.121313402081589,0.26215448277819087,0.886691031134804
ADRB2,17.079979081210215,1.6686513407049435,1.489701843194331,1.1201243714157563,0.26266076635385316,0.886691031134804
ASGR2,601.8728391123592,-0.9996965707741564,0.8935183385551955,-1.1188316206141324,0.263211979078384,0.886691031134804
FGA,19340.10825859012,-0.9736337430526734,0.8716339199865182,-1.1170214016771316,0.2639851745695395,0.886691031134804
MFAP1,170.20676340923194,-1.2105338945137256,1.0850544372584867,-1.115643467227577,0.2645747781985568,0.886691031134804
CYP4F3,572.4047549773497,-0.9946529880183544,0.8933957339577009,-1.1133397555102358,0.2655625382608141,0.886691031134804
RCL1,155.7764969419371,-1.0655567516427622,0.9579191936171919,-1.1123660103511663,0.2659808125924322,0.886691031134804
RPL28,1030.710363104861,-0.9611862296177067,0.8643206038438643,-1.112071406539489,0.26610744960976107,0.886691031134804
SPINK5,337.09887247139693,1.3631991343448928,1.2263501270435977,1.1115904865042103,0.2663142648079767,0.886691031134804
PRMT1,227.30297868416613,-0.9105958597774932,0.8199106441798741,-1.110603778889013,0.266738935487737,0.886691031134804
ABCG5,298.1929021231077,-1.3003192088653954,1.1719171339765253,-1.1095658312061525,0.26718616198929457,0.886691031134804
GNB1,908.6400050303828,-0.7180606400477769,0.6483106414836909,-1.1075873109293097,0.2680400859809682,0.886691031134804
DCAF11,548.3532676060854,-1.0512149798352295,0.9501991466048477,-1.1063101704430287,0.2685922912095823,0.886691031134804
PHF3,992.1848155148899,-0.9279444867643135,0.8389565039699147,-1.1060698407763818,0.2686962913319203,0.886691031134804
ISG15,60.196561834209035,-1.557501931906867,1.4102855745584653,-1.1043876219144428,0.2694250279329854,0.886691031134804
PGGT1B,68.79822254373693,-1.2019212824610184,1.088790952309519,-1.103904546516969,0.26963454644655993,0.886691031134804
HADH,295.6418499252329,-0.8625382501767118,0.7815076744207882,-1.103684939263046,0.26972983102459347,0.886691031134804
HNRNPU,1592.088873477961,-0.7303555634059227,0.6623544358889545,-1.1026657690088584,0.270172337379051,0.886691031134804
TLE1,298.2225067348458,-1.1305659264514316,1.0259886989965932,-1.101928244976883,0.2704928680534803,0.886691031134804
CPS1,6088.618760089489,-0.9764787699979421,0.8871478023943562,-1.1006945712568832,0.27102960977489865,0.886691031134804
SERPINE1,763.0141739145249,-1.014142168962336,0.9219410323942157,-1.1000076288270635,0.27132879799354404,0.886691031134804
MME,236.73378186256724,-0.9888350896224398,0.900734771412851,-1.0978093896290901,0.272287730494566,0.886691031134804
ACACA,946.5129096548034,-0.942301183903942,0.8587826840682666,-1.0972521935817656,0.27253116279546297,0.886691031134804
HIBADH,129.42666512577904,-1.147154257729385,1.045592963093184,-1.0971327258513213,0.272583376202277,0.886691031134804
ACP2,120.30314858706461,-1.1906638666552152,1.085294644017871,-1.097088125531751,0.2726028705395773,0.886691031134804
NT5DC2,111.11532470497421,-1.2601760894309066,1.1488332599974898,-1.096918180653701,0.2726771604261511,0.886691031134804
GRB7,69.00991601235576,-1.312346484273425,1.1966636004866602,-1.096671181223962,0.27278515871572073,0.886691031134804
CHSY1,196.20926842574517,-0.999217616934073,0.9112498280243126,-1.0965353146902468,0.2728445776146723,0.886691031134804
ALDH6A1,755.9654123215456,-0.7488608430017349,0.684112051576877,-1.0946464709627786,0.27367154818748984,0.886691031134804
MAPRE1,163.55825398380526,-1.3208214953148296,1.2086325478276085,-1.0928230401281755,0.27447150352364735,0.886691031134804
C4BPB,228.54799984914442,-1.1383857564965014,1.0434574845383449,-1.0909747386594824,0.2752839982745021,0.886691031134804
FBXO5,54.97547477791589,-1.3569960226671438,1.2445319864444389,-1.0903665293039262,0.27555171959533487,0.886691031134804
CKAP4,122.00948299806694,-0.778562676008555,0.7140804130911441,-1.0903011225840478,0.2755805208722937,0.886691031134804
HNRNPC,898.4549058056701,-0.837987128097051,0.7691576535303207,-1.0894868226959884,0.27593926267878055,0.886691031134804
FBXO31,102.03648196458913,-1.1443904525459898,1.0528377772804474,-1.086958007435893,0.27705536840981204,0.886691031134804
PAFAH1B3,4.824472250471671,1.9289842998073041,1.776220643381092,1.0860048873969967,0.2774768299554419,0.886691031134804
SNAI1,40.16874344262617,-1.5334505988726785,1.4122387374564294,-1.0858295826345643,0.2775543957459342,0.886691031134804
NAGPA,90.89773357117545,-1.1970361095477788,1.1024776845416377,-1.0857690149487735,0.2775811981101821,0.886691031134804
SLC35C1,94.72388056191237,-1.0113680533982186,0.932748739187202,-1.0842877732319698,0.2782372247308508,0.886691031134804
LMO4,88.8103355665743,-1.0339148067263948,0.9539690619733249,-1.0838032887436608,0.2784520267381124,0.886691031134804
MAP1B,641.1435772751582,-0.8467517655091626,0.7819383980302376,-1.0828880735901893,0.2788581062160881,0.886691031134804
