epoch,train_loss,val_loss
1,5.3250470638275145,3.2961000204086304
2,2.2397120316823322,2.154066801071167
3,1.7950560728708902,1.8252040147781372
4,1.6669687430063884,1.7189395427703857
5,1.6198991934458415,1.6537986993789673
6,1.5917397499084474,1.6174030303955078
7,1.5737760225931803,1.5960434675216675
8,1.562069590886434,1.5742977857589722
9,1.5531600952148437,1.5600353479385376
10,1.5460107962290446,1.5494306087493896
11,1.5391899426778157,1.5407007932662964
12,1.5336846987406412,1.5353175401687622
13,1.5295936584472656,1.528488039970398
14,1.5260494709014893,1.5255836248397827
15,1.5233084519704183,1.5212318897247314
16,1.5207648277282715,1.5119669437408447
17,1.5181628545125325,1.510765552520752
18,1.5166338284810383,1.5103440284729004
19,1.5135318438212078,1.504418969154358
20,1.5111263910929362,1.501434087753296
21,1.51020237604777,1.500314474105835
22,1.5091901302337647,1.500825047492981
23,1.5079323450724285,1.4987503290176392
24,1.5059760570526124,1.4957690238952637
25,1.5048245747884115,1.4928871393203735
26,1.5041735808054606,1.4924572706222534
27,1.502421506245931,1.4906634092330933
28,1.5017202695210774,1.4894661903381348
29,1.501236327489217,1.489789605140686
30,1.4998430728912353,1.4893072843551636
31,1.4988576730092367,1.4872593879699707
32,1.4983988761901856,1.489155650138855
33,1.4976918697357178,1.486654281616211
34,1.4975457032521566,1.485654592514038
35,1.4966782093048097,1.4858466386795044
36,1.4958523114522297,1.4868834018707275
37,1.495030148824056,1.4872773885726929
38,1.4944648424784341,1.4873416423797607
39,1.4940204302469888,1.4851155281066895
40,1.4937167326609293,1.4883172512054443
41,1.4932799816131592,1.4848589897155762
42,1.4924935340881347,1.487542986869812
43,1.4926414330800375,1.485943078994751
44,1.492257579167684,1.4851516485214233
45,1.4921765168507894,1.487007737159729
46,1.4922245025634766,1.485748291015625
47,1.491518529256185,1.4866617918014526
48,1.4917882283528645,1.4859217405319214
49,1.4915721575419107,1.4858664274215698
50,1.4921016693115234,1.4859507083892822
