epoch,train_loss,val_loss
1,5.973175954818726,4.2412354946136475
2,2.8753841876983643,2.3969027996063232
3,2.024956719080607,1.8764948844909668
4,1.7681299209594727,1.703818917274475
5,1.6728142261505128,1.6349858045578003
6,1.626829465230306,1.5976277589797974
7,1.597903029123942,1.5678328275680542
8,1.5804780006408692,1.5506680011749268
9,1.565403668085734,1.5380152463912964
10,1.554274082183838,1.5252203941345215
11,1.5461764653523764,1.51580810546875
12,1.5407406330108642,1.5124342441558838
13,1.535511048634847,1.5035027265548706
14,1.5284921964009603,1.4998141527175903
15,1.5243990898132325,1.4936814308166504
16,1.52037672996521,1.4888370037078857
17,1.5163477261861165,1.4886422157287598
18,1.5134554227193198,1.487975001335144
19,1.5098713874816894,1.4862340688705444
20,1.5110328674316407,1.4805197715759277
21,1.5061803181966147,1.4848034381866455
22,1.4986838181813558,1.4796559810638428
23,1.4979899406433106,1.4807007312774658
24,1.493359343210856,1.4749177694320679
25,1.4913845856984456,1.4661211967468262
26,1.482620080312093,1.4812233448028564
27,1.4756682872772218,1.4968827962875366
28,1.471051073074341,1.4793130159378052
29,1.4640004793802897,1.4891911745071411
30,1.4538712819417319,1.4998879432678223
31,1.4505278746287027,1.4913275241851807
32,1.4493326981862387,1.49266517162323
33,1.4297439416249593,1.4875024557113647
34,1.4196088155110678,1.4905520677566528
35,1.4111601034800212,1.5097813606262207
36,1.3995030879974366,1.5126404762268066
37,1.3875526110331218,1.5001552104949951
38,1.367784818013509,1.5156022310256958
39,1.3564698537190756,1.5352317094802856
40,1.3364936033884685,1.5860973596572876
41,1.3256651083628337,1.523242712020874
42,1.3204600969950357,1.5637376308441162
43,1.3019864877065024,1.5645114183425903
44,1.2971962610880534,1.5697295665740967
45,1.287255016962687,1.5595275163650513
46,1.2860537052154541,1.5641080141067505
47,1.2827605406443279,1.579384446144104
48,1.2758801301320395,1.6010814905166626
49,1.2744952996571859,1.5878708362579346
50,1.2816823323567708,1.5907104015350342
