epoch,train_loss,val_loss
1,4.877477741241455,3.271444320678711
2,2.326699908574422,2.187996745109558
3,1.8400371551513672,1.860193133354187
4,1.696293338139852,1.7195402383804321
5,1.6379823207855224,1.6638374328613281
6,1.6037853717803956,1.6253811120986938
7,1.5819316546122233,1.5966951847076416
8,1.5665482997894287,1.5754321813583374
9,1.5566482226053873,1.5625677108764648
10,1.5475323994954426,1.5440102815628052
11,1.5400404612223306,1.539301872253418
12,1.5327937761942545,1.5229527950286865
13,1.5284900983174643,1.519685983657837
14,1.5227919419606526,1.5174492597579956
15,1.5185608863830566,1.5078872442245483
16,1.5149982929229737,1.5019590854644775
17,1.5087249279022217,1.49922776222229
18,1.5062458992004395,1.5037602186203003
19,1.5008025805155436,1.499781847000122
20,1.497075653076172,1.497841238975525
21,1.4920225779215495,1.4972714185714722
22,1.4826063632965087,1.5029884576797485
23,1.4816948572794597,1.5014870166778564
24,1.467058038711548,1.5140018463134766
25,1.459114376703898,1.5184826850891113
26,1.4517799536387126,1.5348979234695435
27,1.4394180138905843,1.5250232219696045
28,1.42460724512736,1.5335235595703125
29,1.4024070580800374,1.5521035194396973
30,1.3793149948120118,1.5601654052734375
31,1.3535245895385741,1.5581653118133545
32,1.3208996772766113,1.5673010349273682
33,1.2846024831136067,1.5961776971817017
34,1.2445056597391764,1.7213411331176758
35,1.2022348721822103,1.8865793943405151
36,1.1613502661387125,1.7928389310836792
37,1.1059772809346518,1.857715129852295
38,1.0563162485758464,1.7967272996902466
39,1.0260686079661052,1.9417575597763062
40,1.0093904972076415,1.9817183017730713
41,0.9598233540852864,1.9577786922454834
42,0.9117432753245036,2.0292470455169678
43,0.8865224838256835,2.0079538822174072
44,0.8664381504058838,1.997206211090088
45,0.8409220854441325,2.0547308921813965
46,0.8381850083669027,2.1203486919403076
47,0.8227457046508789,2.1571093797683716
48,0.816647450129191,2.1586058139801025
49,0.8057703971862793,1.9978586435317993
50,0.8135019143422445,2.070298194885254
