epoch,train_loss,val_loss
1,3.5065855926937526,1.6869560082753499
2,1.6694489214155408,1.515769402186076
3,1.5739161862267388,1.4787829319636028
4,1.5434721522861057,1.4618494510650635
5,1.5279822985331217,1.4535129070281982
6,1.5182765112982857,1.4472673535346985
7,1.5116373009151882,1.4424501657485962
8,1.5066258642408583,1.4400333960851033
9,1.5027988804711236,1.437059720357259
10,1.4985177199045816,1.436345895131429
11,1.4964603953891331,1.4368605216344197
12,1.4925656689537896,1.4319334030151367
13,1.4860272619459365,1.4267076055208843
14,1.4815714783138698,1.419795274734497
15,1.472907453113132,1.4564801454544067
16,1.4628827095031738,1.4335559209187825
17,1.4614535914527045,1.4268960158030193
18,1.4405036131540934,1.4197181463241577
19,1.4340220875210232,1.4167702198028564
20,1.4245623323652479,1.4239401817321777
21,1.390963151719835,1.418956498305003
22,1.3800000508626302,1.4678035378456116
23,1.3625121805402967,1.4581326842308044
24,1.3333673265245225,1.4586838682492573
25,1.291271193822225,1.4947110811869304
26,1.2421091185675728,1.520173192024231
27,1.2100048542022706,1.5079962015151978
28,1.1949717309739856,1.4933491547902424
29,1.1208077430725099,1.5669547319412231
30,1.0629466427697076,1.6402554512023926
31,1.0292960272894964,1.589646577835083
32,0.9813236342536078,1.6475514968236287
33,0.9178159501817491,1.6881144046783447
34,0.8676606602138943,1.7854477564493816
35,0.8174461682637533,1.841126283009847
36,0.7615392420026991,1.8718804518381755
37,0.7107877254486084,1.8849847912788391
38,0.6535658995310466,1.988050937652588
39,0.5939252058664958,1.959923227628072
40,0.5473925166659885,1.9594764510790508
41,0.5090239339404636,2.1147406498591104
42,0.46955779128604463,2.1763524413108826
43,0.4360496097140842,2.1077530781428018
44,0.41412946912977433,2.084222992261251
45,0.3925773276223077,2.1001391410827637
46,0.3866167783737183,2.2206485271453857
47,0.35991992155710856,2.1261341174443564
48,0.34764129320780435,2.244141936302185
49,0.3538352012634277,2.214297672112783
50,0.35417905648549397,2.2405851682027182
