feature,padj,fold,model
CFH,0.9998999974006944,1,LR_C=0.001
AP2B1,0.9998999974006944,1,LR_C=0.001
REX1BD,0.9998999974006944,1,LR_C=0.001
MYCBP2,0.9998999974006944,1,LR_C=0.001
ABCB4,0.9998999974006944,1,LR_C=0.001
PON1,0.9998999974006944,1,LR_C=0.001
ACSM3,0.9998999974006944,1,LR_C=0.001
MCUB,0.9998999974006944,1,LR_C=0.001
CALCR,0.9998999974006944,1,LR_C=0.001
SLC25A13,0.9998999974006944,1,LR_C=0.001
PDK4,0.9998999974006944,1,LR_C=0.001
ARF5,0.9998999974006944,1,LR_C=0.001
SLC7A2,0.9998999974006944,1,LR_C=0.001
ALS2,0.9998999974006944,1,LR_C=0.001
M6PR,0.9998999974006944,1,LR_C=0.001
AOC1,0.9998999974006944,1,LR_C=0.001
RAD52,0.9998999974006944,1,LR_C=0.001
CYP51A1,0.9998999974006944,1,LR_C=0.001
RALA,0.9998999974006944,1,LR_C=0.001
USH1C,0.9998999974006944,1,LR_C=0.001
CFH,0.9995303483333834,2,LR_C=0.001
AP2B1,0.9995303483333834,2,LR_C=0.001
REX1BD,0.9995303483333834,2,LR_C=0.001
MYCBP2,0.9995303483333834,2,LR_C=0.001
ABCB4,0.9995303483333834,2,LR_C=0.001
PON1,0.9995303483333834,2,LR_C=0.001
ACSM3,0.9995303483333834,2,LR_C=0.001
MCUB,0.9995303483333834,2,LR_C=0.001
CALCR,0.9995303483333834,2,LR_C=0.001
SLC25A13,0.9995303483333834,2,LR_C=0.001
PDK4,0.9995303483333834,2,LR_C=0.001
ARF5,0.9995303483333834,2,LR_C=0.001
SLC7A2,0.9995303483333834,2,LR_C=0.001
ALS2,0.9995303483333834,2,LR_C=0.001
M6PR,0.9995303483333834,2,LR_C=0.001
AOC1,0.9995303483333834,2,LR_C=0.001
RAD52,0.9995303483333834,2,LR_C=0.001
CYP51A1,0.9995303483333834,2,LR_C=0.001
RALA,0.9995303483333834,2,LR_C=0.001
USH1C,0.9995303483333834,2,LR_C=0.001
HCN2,0.16135230544076795,3,LR_C=0.001
GCDH,0.16135230544076795,3,LR_C=0.001
CLRN1,0.16135230544076795,3,LR_C=0.001
PSRC1,0.16135230544076795,3,LR_C=0.001
KLK3,0.16135230544076795,3,LR_C=0.001
ESR1,0.2145195244842096,3,LR_C=0.001
SLC6A2,0.3062193674651834,3,LR_C=0.001
EGF,0.3062193674651834,3,LR_C=0.001
GRM5,0.3313389498641248,3,LR_C=0.001
GSTA3,0.35765603023460096,3,LR_C=0.001
CSRP3,0.39750923521169385,3,LR_C=0.001
B3GNT5,0.4286544754779294,3,LR_C=0.001
ENOPH1,0.4286544754779294,3,LR_C=0.001
SLC16A3,0.4286544754779294,3,LR_C=0.001
SH3GL2,0.4543952643119153,3,LR_C=0.001
IGF2BP2,0.5281343458675571,3,LR_C=0.001
GNMT,0.5281343458675571,3,LR_C=0.001
MYH2,0.5281343458675571,3,LR_C=0.001
GHRHR,0.5452329752143332,3,LR_C=0.001
COCH,0.5452329752143332,3,LR_C=0.001
CFH,0.9998999974006944,1,LR_C=0.01
AP2B1,0.9998999974006944,1,LR_C=0.01
REX1BD,0.9998999974006944,1,LR_C=0.01
MYCBP2,0.9998999974006944,1,LR_C=0.01
ABCB4,0.9998999974006944,1,LR_C=0.01
PON1,0.9998999974006944,1,LR_C=0.01
ACSM3,0.9998999974006944,1,LR_C=0.01
MCUB,0.9998999974006944,1,LR_C=0.01
CALCR,0.9998999974006944,1,LR_C=0.01
SLC25A13,0.9998999974006944,1,LR_C=0.01
PDK4,0.9998999974006944,1,LR_C=0.01
ARF5,0.9998999974006944,1,LR_C=0.01
SLC7A2,0.9998999974006944,1,LR_C=0.01
ALS2,0.9998999974006944,1,LR_C=0.01
M6PR,0.9998999974006944,1,LR_C=0.01
AOC1,0.9998999974006944,1,LR_C=0.01
RAD52,0.9998999974006944,1,LR_C=0.01
CYP51A1,0.9998999974006944,1,LR_C=0.01
RALA,0.9998999974006944,1,LR_C=0.01
USH1C,0.9998999974006944,1,LR_C=0.01
CFH,0.9995303483333834,2,LR_C=0.01
AP2B1,0.9995303483333834,2,LR_C=0.01
REX1BD,0.9995303483333834,2,LR_C=0.01
MYCBP2,0.9995303483333834,2,LR_C=0.01
ABCB4,0.9995303483333834,2,LR_C=0.01
PON1,0.9995303483333834,2,LR_C=0.01
ACSM3,0.9995303483333834,2,LR_C=0.01
MCUB,0.9995303483333834,2,LR_C=0.01
CALCR,0.9995303483333834,2,LR_C=0.01
SLC25A13,0.9995303483333834,2,LR_C=0.01
PDK4,0.9995303483333834,2,LR_C=0.01
ARF5,0.9995303483333834,2,LR_C=0.01
SLC7A2,0.9995303483333834,2,LR_C=0.01
ALS2,0.9995303483333834,2,LR_C=0.01
M6PR,0.9995303483333834,2,LR_C=0.01
AOC1,0.9995303483333834,2,LR_C=0.01
RAD52,0.9995303483333834,2,LR_C=0.01
CYP51A1,0.9995303483333834,2,LR_C=0.01
RALA,0.9995303483333834,2,LR_C=0.01
USH1C,0.9995303483333834,2,LR_C=0.01
HCN2,0.16135230544076795,3,LR_C=0.01
GCDH,0.16135230544076795,3,LR_C=0.01
CLRN1,0.16135230544076795,3,LR_C=0.01
PSRC1,0.16135230544076795,3,LR_C=0.01
KLK3,0.16135230544076795,3,LR_C=0.01
ESR1,0.2145195244842096,3,LR_C=0.01
SLC6A2,0.3062193674651834,3,LR_C=0.01
EGF,0.3062193674651834,3,LR_C=0.01
GRM5,0.3313389498641248,3,LR_C=0.01
GSTA3,0.35765603023460096,3,LR_C=0.01
CSRP3,0.39750923521169385,3,LR_C=0.01
B3GNT5,0.4286544754779294,3,LR_C=0.01
ENOPH1,0.4286544754779294,3,LR_C=0.01
SLC16A3,0.4286544754779294,3,LR_C=0.01
