feature,pvalue,fold,model
RBM22P2,0.030271146989892597,3,LR_C=0.01
IGLC6,0.030294148001055763,3,LR_C=0.01
DFFA,0.030703929190985985,3,LR_C=0.01
AC138393.3,0.030969132041763367,3,LR_C=0.01
NEDD8,0.03108077244701617,3,LR_C=0.01
PIK3R3,0.03270371562028711,3,LR_C=0.01
GPR34,0.0327112444981644,3,LR_C=0.01
RNF115,0.033171633498406856,3,LR_C=0.01
AP003696.1,0.033634689802158155,3,LR_C=0.01
RPL10P12,0.034204137924759175,3,LR_C=0.01
AC106801.1,0.03501838487933134,3,LR_C=0.01
AC002558.3,0.035177635597459705,3,LR_C=0.01
ANKRD44-IT1,0.03608627588340918,3,LR_C=0.01
AKIP1,0.03649564918228619,3,LR_C=0.01
EEF1A1P8,0.036719526757806695,3,LR_C=0.01
UGT1A2P,0.037215805436745374,3,LR_C=0.01
SNORA11F,0.037442387206303315,3,LR_C=0.01
MRPS17,0.038401458163918926,3,LR_C=0.01
AC092117.2,0.038548011454550134,3,LR_C=0.01
AC002306.1,0.03891253268045464,3,LR_C=0.01
AL590705.1,0.03909724796719568,3,LR_C=0.01
AC090198.1,0.04033362426672692,3,LR_C=0.01
ZNF747,0.0406898306211125,3,LR_C=0.01
AC024896.1,0.04084678578847946,3,LR_C=0.01
STX16,0.04085759248843171,3,LR_C=0.01
AP003392.1,0.04092236689223415,3,LR_C=0.01
TSPEAR-AS2,0.04093358585821092,3,LR_C=0.01
THAP5,0.04171407357746706,3,LR_C=0.01
OR4K13,0.042079024831943264,3,LR_C=0.01
LINC01583,0.04225314380777882,3,LR_C=0.01
HSPE1P27,0.04298627418416763,3,LR_C=0.01
METTL2B,0.043400449421456974,3,LR_C=0.01
AL357055.3,0.044102838910321816,3,LR_C=0.01
UGT1A9,0.044323605753648854,3,LR_C=0.01
Z93930.2,0.04454287242583457,3,LR_C=0.01
AL139396.1,0.044849774416410255,3,LR_C=0.01
TDRKH-AS1,0.04506594816948902,3,LR_C=0.01
UBE2V2,0.045188453326733095,3,LR_C=0.01
RN7SL48P,0.04519934888018756,3,LR_C=0.01
