gene,padj
UBTFL2,2.2733489954340228e-11
PRY2,2.808283726813577e-07
NKX2-5,0.0034255553483893524
DUSP9,0.0034255553483893524
ISL1,0.00353826439560178
EPHB3,0.003631968316439167
LPO,0.003631968316439167
CYTOR,0.0038640629039215857
POU4F1,0.005118662848358533
WT1,0.017752309708869058
AP1M2,0.019979551794281025
AC079776.1,0.024669793681533776
HAPLN1,0.029147048898131273
EMILIN3,0.029889724318262964
CTRB1,0.0365217854986323
TBC1D30,0.03657593582077382
DRD2,0.038163325023853424
KCNN1,0.038163325023853424
NBEAP3,0.038163325023853424
PBK,0.038444202274094494
KLHDC8A,0.04444141338546658
SERPINA12,0.04551040799142395
PRMT8,0.04551040799142395
LGI3,0.05591953626883981
PI16,0.06337371912848615
STAC,0.0658631770817919
AZIN2,0.0658631770817919
GJB3,0.0658631770817919
IL1B,0.0658631770817919
CPA1,0.06660221531857727
PADI4,0.070234066616158
DCAF12L2,0.070234066616158
IGKV1OR10-1,0.070234066616158
MS4A8,0.070234066616158
CALCA,0.070234066616158
C5orf17,0.070234066616158
DLX5,0.070234066616158
HOXA13,0.07811370017845644
DPP6,0.07811370017845644
RHCG,0.07811370017845644
KCNJ1,0.08182381931767514
AC064807.1,0.08263171573787921
CCNB2,0.08263171573787921
DMBX1,0.08263171573787921
MTCO1P40,0.08263171573787921
PLA2G4D,0.08375566285832638
TMEM151A,0.08408777415693205
SIGLEC12,0.08408777415693205
RIMKLA,0.08532638118746999
AC136604.1,0.08532638118746999
AL589182.2,0.08532638118746999
CABP2,0.08532638118746999
ANKRD33,0.08597666966621352
ALPI,0.0863768852704658
ARMC12,0.08787050896968691
DRD5,0.08826567408561296
REELD1,0.08971460362164951
LIN28A,0.08971460362164951
OLFM3,0.09175156648577823
KRT72,0.09403706076385358
C8orf86,0.09421831812112505
AL022323.4,0.09746053707772047
SLC9A3,0.09854248696183268
USH1G,0.09854248696183268
PROKR2,0.09854248696183268
DLX3,0.09854248696183268
GBX2,0.09854248696183268
